country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,9,0.077,0,0.91
Albania,4,29.189,1.39,0.88
Algeria,5,8.62,0.182,0.9
Andorra,5,0,0,1.45
Angola,5,2.434,0.03,1.13
Antigua and Barbuda,9,0,0,0
Argentina,3,204.223,1.814,1.13
Armenia,9,59.057,1.012,0.95
Australia,6,4.824,0.431,0.61
Austria,1,43.858,0,1.15
Azerbaijan,4,18.542,0.197,1.02
Bahamas,0,198.348,0,1.01
Bahrain,3,163.377,0,1.03
Bangladesh,5,12.94,0.194,0.91
Barbados,9,13.919,0,0.82
Belarus,1,18.732,0.423,1.12
Belgium,1,55.826,0.431,1.02
Belize,0,236.406,2.515,1.17
Benin,5,0,0,0.94
Bhutan,5,0,0,0.78
Bolivia,2,80.956,7.881,0.87
Bosnia and Herzegovina,2,102.414,0.914,1.16
Botswana,5,0,0,0.78
Brazil,3,194.534,3.566,0.97
Brunei,5,0,0,0
Bulgaria,1,14.248,0.288,0.96
Burkina Faso,5,0,0,1
Burundi,9,1.009,0,0.72
Cambodia,5,0,0,0.26
Cameroon,5,0,0,1.01
Canada,7,7.869,0.159,1.14
Cape Verde,4,59.354,1.799,1.08
Central African Republic,5,0,0,0.61
Chad,5,0,0,0.99
Chile,2,106.559,2.563,0.99
China,5,0.019,0.002,0.62
Colombia,3,184.581,5.837,0.94
Comoros,9,1.15,0,0.66
Congo,5,0,0,0.57
Costa Rica,0,238.314,2.159,1.14
Cote d'Ivoire,5,3.639,0,0.96
Croatia,2,76,0.731,1.21
Cuba,7,5.209,0.177,1.09
Cyprus,6,2.283,0,0.78
Czechia,1,29.601,0.187,1.3
Democratic Republic of Congo,5,0.145,0.033,1.06
Denmark,6,13.639,0,1.19
Djibouti,5,2.024,0,0.46
Dominica,9,0,0,0
Dominican Republic,4,31.527,2.305,0.89
Ecuador,4,43.36,1.87,0.98
Egypt,5,2.072,0.137,1.05
El Salvador,4,18.809,0.925,1.02
Equatorial Guinea,9,0,0,0.44
Eritrea,5,0.282,0,0.25
Estonia,1,15.077,0,1.3
Eswatini,4,42.235,0,0.86
Ethiopia,5,13.169,0.104,1.01
Fiji,5,0,0,0
Finland,6,1.263,0,1.19
France,1,0,0,1.26
Gabon,5,0,0,1.03
Gambia,4,40.552,0,0.93
Georgia,5,1.755,0,1.15
Germany,5,8.462,0.107,1.04
Ghana,5,5.439,0,0.97
Greece,1,16.982,0.096,1.12
Grenada,9,0,0,0
Guatemala,4,42.31,1.061,0.99
Guinea,5,0,0,1.08
Guinea-Bissau,9,0,0,0.56
Guyana,5,5.085,0,1.22
Haiti,9,1.14,0,0.93
Honduras,2,84.304,1.514,1.04
Hungary,1,16.356,0,2.19
Iceland,7,23.443,0,0.94
India,4,57.073,0.687,1.09
Indonesia,5,12.094,0.336,1.18
International,9,0,0,0
Iran,5,22.68,1.31,0.86
Iraq,2,95.32,1.914,1.03
Ireland,1,28.758,0,1.19
Israel,2,105.135,0.578,1.13
Italy,1,23.883,0.017,1.36
Jamaica,4,34.446,0.338,1.48
Japan,9,6.752,0.158,0.82
Jordan,5,2.352,0,1.46
Kazakhstan,2,75.732,0,0.55
