country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,3,1.259,0.026,1.41
Albania,3,2.78,0.347,1
Algeria,6,1.984,0.296,1.05
Andorra,4,168.252,25.885,0.72
Angola,6,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,0,1.527,0.111,1.28
Armenia,1,9.449,0.675,1.13
Australia,5,2.51,0.039,0.44
Austria,5,20.541,1.777,0.52
Azerbaijan,6,4.833,0.099,0.91
Bahamas,1,5.086,0,0
Bahrain,2,98.144,0.588,1.36
Bangladesh,6,1.269,0.043,2.47
Barbados,6,0,0,0
Belarus,1,38.31,0.423,1.89
Belgium,8,45.731,21.916,1.09
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,3,2.056,0.086,1.39
Bosnia and Herzegovina,6,14.021,0.305,1.17
Botswana,3,0,0,0
Brazil,3,8.619,0.96,1.61
Brunei,9,0,0,0.16
Bulgaria,3,4.03,0.432,1.18
Burkina Faso,3,1.483,0.144,0.95
Burundi,1,0,0,0
Cambodia,9,0,0,0.1
Cameroon,9,1.055,0.075,1.27
Canada,2,35.901,3.179,1.3
Cape Verde,3,1.799,0,0
Central African Republic,9,0,0,0
Chad,6,0,0,0
Chile,3,20.506,0.523,1.37
China,9,0.065,0,1.02
Colombia,3,2.496,0.295,1.3
Comoros,1,0,0,0
Congo,6,0,0,0
Costa Rica,3,1.178,0,0.84
Cote d'Ivoire,3,0.455,0,1.26
Croatia,0,13.154,1.462,0.82
Cuba,0,3.532,0,1.23
Cyprus,0,37.676,0,0.86
Czechia,5,4.856,1.681,0.72
Democratic Republic of Congo,3,0.067,0,1.12
Denmark,5,33.321,2.417,1.04
Djibouti,2,65.789,0,1.69
Dominica,3,0,0,0
Dominican Republic,6,10.97,0.553,1.37
Ecuador,6,4.194,0.794,1.29
Egypt,3,1.564,0.137,1.36
El Salvador,6,1.85,0,1.16
Equatorial Guinea,1,14.255,0,0
Eritrea,6,0,0,0
Estonia,5,30.907,2.262,0.84
Eswatini,6,0,0,0
Ethiopia,5,0.07,0,0
Fiji,5,0,0,0
Finland,9,17.507,0.902,1.1
France,8,76.156,11.414,1.32
Gabon,3,0,0,0
Gambia,3,0,0,0
Georgia,6,7.019,0,1.31
Germany,3,15.361,1.194,0.8
Ghana,5,2.253,0,1.42
Greece,5,2.399,0.192,0.86
Grenada,1,0,0,0
Guatemala,6,0.614,0,1.25
Guinea,3,3.35,0,1.14
Guinea-Bissau,1,0,0,0
Guyana,6,2.543,0,0
Haiti,6,0,0,0
Honduras,6,1.01,0.101,1.26
Hungary,5,5.59,1.346,1.19
Iceland,5,26.374,0,0.44
India,0,0.749,0.025,1.65
Indonesia,3,1.031,0.219,1.35
International,1,0,0,0
Iran,9,18.74,1.167,0.78
Iraq,5,0.547,0,0.75
Ireland,8,168.496,8.303,1.36
Israel,2,46.098,0.924,0.89
Italy,8,49.155,9.957,0.84
Jamaica,5,0,0,0
Japan,9,3.985,0.111,1.25
Jordan,6,0.588,0,0.66
Kazakhstan,0,7.509,0.107,1.48
Kenya,5,0.149,0,0.94
Kosovo,6,7.761,0.517,1.23
Kuwait,6,12.879,0.234,1.23
Kyrgyzstan,6,1.686,0,1.15
Laos,6,0,0,0
Latvia,5,1.06,0,0.9
Lebanon,3,1.319,0.147,0.98
Lesotho,6,0,0,0
Liberia,6,0,0,0
Libya,0,1.31,0,0
Liechtenstein,1,0,0,0
Lithuania,5,2.939,1.837,0.92
Luxembourg,8,23.963,-3.195,0.69
Madagascar,6,0.072,0,0.54
Malawi,9,0,0,0
Malaysia,0,5.252,0.154,0.88
Maldives,7,0,0,0
Mali,3,1.037,0.148,1.09
Malta,5,20.383,0,0.76
Marshall Islands,1,0,0,0
Mauritania,7,0,0,0
Mauritius,3,0,0,0.44
Mexico,3,2.986,0.574,1.58
Moldova,2,55.033,1.239,1.32
Monaco,3,0,0,0
Mongolia,9,3.965,0,0
Montenegro,1,14.33,1.592,0.6
Morocco,6,3.387,0,1.4
Mozambique,9,0.224,0,0
Myanmar,0,0.018,0,0
Namibia,9,0,0,0
Nepal,7,0.069,0,0
Netherlands,2,50.774,7.12,1
New Zealand,5,3.525,0.829,0.56
Nicaragua,1,0,0,0
Niger,9,1.694,0.083,0.93
Nigeria,3,0.146,0.005,1.5
North Macedonia,1,25.919,2.88,1.2
Norway,5,3.689,0.922,0.72
Oman,6,16.841,0,1.31
Pakistan,0,2.472,0.068,1.46
Palestine,6,2.156,0,0.76
Panama,6,16.687,1.622,1.23
