country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,0.051,0,0
Albania,6,3.127,0,0
Algeria,0,0.137,0,0
Andorra,9,12.942,0,0
Angola,2,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,0,0.243,0,0
Armenia,4,8.774,0,0
Australia,9,3.137,0,2.32
Austria,6,17.543,0.222,2.68
Azerbaijan,0,0.493,0,0
Bahamas,4,2.543,0,0
Bahrain,8,0,0.588,1.28
Bangladesh,8,0.018,0,0
Barbados,9,0,0,0
Belarus,5,0.952,0,0
Belgium,6,14.841,0.086,2.45
Belize,0,0,0,0
Benin,9,0.082,0,0
Bhutan,9,0,0,0
Bolivia,6,0.086,0,0
Bosnia and Herzegovina,0,0.305,0,0
Botswana,0,0,0,0
Brazil,0,0.179,0,2.36
Brunei,0,9.143,0,0
Bulgaria,0,0.144,0,0
Burkina Faso,9,0.574,0,0
Burundi,2,0,0,0
Cambodia,9,0,0,0
Cameroon,4,0.075,0,0
Canada,0,4.319,0.079,2.64
Cape Verde,9,0,0,0
Central African Republic,2,0,0,0
Chad,9,0,0,0
Chile,0,4.237,0,2.52
China,6,0.021,0.01,0.37
Colombia,0,0.452,0,0
Comoros,4,0,0,0
Congo,2,0,0,0
Costa Rica,0,1.57,0,0
Cote d'Ivoire,9,0,0,0
Croatia,0,1.949,0,0
Cuba,2,0,0,0
Cyprus,0,7.992,0,0
Czechia,6,4.202,0,2.31
Democratic Republic of Congo,2,0,0,0
Denmark,6,10.013,0.173,1.45
Djibouti,4,0,0,0
Dominica,4,0,0,0
Dominican Republic,9,0,0,0
Ecuador,0,0.51,0,0
Egypt,9,0.391,0,1.55
El Salvador,0,0,0,0
Equatorial Guinea,4,0,0,0
Eritrea,9,0,0,0
Estonia,0,25.631,0,1.46
Eswatini,9,0,0,0
Ethiopia,0,0.035,0,0
Fiji,9,0,0,0
Finland,6,5.956,0,1.51
France,6,32.954,0.889,2.29
Gabon,0,0,0,0
Gambia,2,0,0,0
Georgia,0,0,0,0
Germany,0,17.629,0.072,2.73
Ghana,0,0,0,0
Greece,0,0,0,1.32
Grenada,4,0,0,0
Guatemala,8,0.056,0.056,0
Guinea,2,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,0,0,0,0
Haiti,9,0,0,0
Honduras,6,0.303,0,0
Hungary,8,0.725,0,0
Iceland,6,26.374,-14.652,1.64
India,0,0.004,0,1.84
Indonesia,0,0.062,0,1.97
International,4,0,0,0
Iran,0,12.537,1.536,1.21
Iraq,6,0.199,0,1.14
Ireland,0,8.101,0,2.36
Israel,6,8.549,0,2.05
Italy,6,53.472,5.772,1.9
Jamaica,0,0,0,0
Japan,0,0.134,0.047,1.1
Jordan,9,0.882,0,0
Kazakhstan,0,0.053,0,0
Kenya,0,0,0,0
Kosovo,6,4.139,0,0
Kuwait,6,2.576,0,0.72
Kyrgyzstan,0,0,0,0
Laos,2,0,0,0
Latvia,8,2.121,0,0
Lebanon,0,0,0,1.1
Lesotho,2,0,0,0
Liberia,2,0.198,0,0
Libya,0,0,0,0
Liechtenstein,4,0,0,0
Lithuania,6,1.837,0,0
Luxembourg,6,28.755,0,0
Madagascar,2,0,0,0
Malawi,2,0,0,0
Malaysia,0,4.264,0,2.21
Maldives,4,0,0,0
Mali,4,0,0,0
Malta,3,20.383,0,0
Marshall Islands,4,0,0,0
Mauritania,9,0,0,0
Mauritius,4,0,0,0
Mexico,3,0.225,0,0
Moldova,0,0,0,0
Monaco,6,127.408,0,0
Mongolia,0,0,0,0
Montenegro,4,0,0,0
Morocco,0,0.027,0,0
Mozambique,2,0,0,0
Myanmar,0,0,0,0
Namibia,2,0,0,0
Nepal,9,0,0,0
Netherlands,6,16.224,0.233,2.42
New Zealand,5,0,0,0
Nicaragua,2,0,0,0
Niger,2,0,0,0
Nigeria,2,0,0,0
North Macedonia,4,1.92,0,0
Norway,6,20.659,0,1.91
Oman,9,0,0,0
Pakistan,0,0.453,0,2.33
Palestine,6,0,0,0
Panama,0,2.781,0,0
Papua New Guinea,2,0,0,0
Paraguay,6,0.28,0,0
Peru,6,1.304,0,0
Philippines,6,0.018,0.009,1.67
Poland,0,1.533,0.026,2.34
Portugal,0,8.434,0,3
Qatar,0,13.19,0,0.87
Romania,0,1.403,0,1.83
Russia,5,0.185,0,0
Rwanda,0,0.309,0,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,1,235.724,58.931,0.96
Sao Tome and Principe,4,0,0,0
Saudi Arabia,5,0.431,0,1.98
Senegal,0,0,0,0
Serbia,6,1.029,0,0
Seychelles,0,10.169,0,0
Sierra Leone,2,0,0,0
Singapore,0,2.906,0,1.69
Slovakia,6,1.648,0,0
Slovenia,6,16.355,0,1.27
Solomon Islands,2,0,0,0
Somalia,2,0.063,0,0
South Africa,8,0.185,0,0
South Korea,8,1.443,0,0.37
South Sudan,0,0,0,0
Spain,6,45.856,1.134,2.21
Sri Lanka,6,0.467,0,0
Sudan,0,0,0,0
Suriname,0,0,0,0
Sweden,9,8.218,0.099,1.5
Switzerland,0,0,0,2.52
Syria,0,0,0,0
Taiwan,8,0.336,0,0
Tajikistan,2,0,0,0
Tanzania,2,0.017,0,0
Thailand,8,0.473,0,1.61
Timor,2,0,0,0
Togo,9,0,0,0
Trinidad and Tobago,0,1.429,0,0
Tunisia,0,0.169,0,0
Turkey,0,0.142,0,0
Uganda,9,0,0,0
Ukraine,6,0.091,0,0
United Arab Emirates,5,0,0,0
United Kingdom,9,9.059,0.339,2.2
United States,0,4.432,0.082,3.52
Uruguay,0,6.045,0,0
Uzbekistan,0,0.149,0,0
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,6,0.246,0,0
Vietnam,5,0.051,0,0
Yemen,2,0,0,0
Zambia,9,0,0,0
Zimbabwe,2,0,0,0
