Nation,Similarity Score
Afghanistan,26
Albania,21
Algeria,25
Andorra,18
Angola,16
Antigua and Barbuda,18
Armenia,18
Australia,100
Austria,25
Azerbaijan,21
Bahamas,18
Belarus,27
Belgium,6
Belize,27
Benin,22
Bosnia and Herzegovina,12
Brazil,13
Bulgaria,18
Burkina Faso,24
Burundi,9
Cambodia,23
Cameroon,25
Canada,29
Cape Verde,18
Central African Republic,25
Chad,22
Chile,28
Comoros,18
Congo,24
Costa Rica,18
Cote d'Ivoire,28
Croatia,22
Cuba,65
Cyprus,83
Czechia,16
Democratic Republic of Congo,26
Denmark,33
Djibouti,23
Dominica,24
Dominican Republic,24
Ecuador,8
Egypt,26
Equatorial Guinea,18
Eritrea,26
Estonia,33
Eswatini,20
Ethiopia,50
Finland,39
France,1
Gambia,18
Georgia,12
Germany,4
Ghana,31
Greece,32
Grenada,18
Guatemala,17
Guinea,11
Guinea-Bissau,18
Guyana,15
Haiti,24
Honduras,24
Hungary,31
India,12
International,18
Iran,25
Iraq,32
Ireland,17
Israel,16
Italy,8
Jamaica,22
Japan,18
Jordan,23
Kazakhstan,27
Kenya,40
Kosovo,24
Kyrgyzstan,10
Laos,22
Latvia,70
Lebanon,21
Lesotho,26
Liberia,16
Libya,25
Liechtenstein,18
Lithuania,65
Luxembourg,22
Madagascar,30
Malawi,34
Maldives,24
Mali,24
Malta,51
Marshall Islands,18
Mauritania,19
Mauritius,25
Mexico,36
Moldova,5
Monaco,2
Montenegro,18
Morocco,24
Mozambique,19
Myanmar,62
Namibia,28
Netherlands,19
Nicaragua,18
Niger,24
North Macedonia,18
Norway,27
Pakistan,20
Palestine,23
Papua New Guinea,10
Peru,25
Philippines,11
Portugal,6
Qatar,15
Romania,14
Russia,13
Saint Kitts and Nevis,18
Saint Lucia,18
Saint Vincent and the Grenadines,18
Samoa,18
San Marino,22
Sao Tome and Principe,18
Saudi Arabia,64
Senegal,30
Serbia,18
Seychelles,12
Sierra Leone,22
Slovakia,46
Slovenia,33
Solomon Islands,16
Somalia,23
South Africa,34
South Korea,51
South Sudan,34
Spain,10
Sri Lanka,36
Sudan,13
Suriname,28
Sweden,22
Switzerland,24
Syria,23
Tanzania,20
Timor,14
Togo,43
Trinidad and Tobago,17
Tunisia,33
Turkey,19
Uganda,12
Ukraine,22
United Arab Emirates,41
United States,9
Uruguay,50
Vanuatu,24
Vatican,18
Venezuela,27
Vietnam,55
Yemen,21
Zambia,44
Zimbabwe,12
Taiwan,104
Bolivia,11
Brunei,7
China,12
El Salvador,16
Fiji,54
Indonesia,10
Malaysia,58
Mongolia,11
New Zealand,158
Oman,7
Singapore,23
Bahrain,21
Iceland,39
Nepal,10
Bangladesh,12
Botswana,8
Gabon,9
Panama,4
Uzbekistan,6
Barbados,6
Bhutan,8
Nigeria,8
Poland,5
Argentina,6
Colombia,5
Kuwait,6
Paraguay,12
Rwanda,42
Hong Kong,1
