Nation,Similarity Score
Afghanistan,34
Albania,68
Algeria,53
Andorra,49
Angola,51
Antigua and Barbuda,10
Armenia,39
Australia,26
Austria,63
Azerbaijan,64
Bahamas,51
Belarus,38
Belgium,52
Belize,62
Benin,23
Bosnia and Herzegovina,67
Brazil,107
Bulgaria,49
Burkina Faso,33
Burundi,13
Cambodia,21
Cameroon,30
Canada,71
Cape Verde,86
Central African Republic,26
Chad,38
Chile,74
Comoros,11
Congo,45
Costa Rica,109
Cote d'Ivoire,35
Croatia,79
Cuba,66
Cyprus,38
Czechia,98
Democratic Republic of Congo,36
Denmark,78
Djibouti,44
Dominica,35
Dominican Republic,75
Ecuador,72
Egypt,47
Equatorial Guinea,10
Eritrea,52
Estonia,72
Eswatini,56
Ethiopia,50
Finland,79
France,53
Gambia,42
Georgia,59
Germany,68
Ghana,37
Greece,74
Grenada,10
Guatemala,71
Guinea,38
Guinea-Bissau,10
Guyana,76
Haiti,48
Honduras,85
Hungary,48
India,67
International,10
Iran,54
Iraq,99
Ireland,62
Italy,44
Jamaica,85
Japan,65
Jordan,46
Kazakhstan,97
Kenya,58
Kosovo,71
Kyrgyzstan,89
Laos,30
Latvia,62
Lebanon,67
Lesotho,49
Liberia,47
Libya,80
Liechtenstein,14
Lithuania,39
Luxembourg,48
Madagascar,45
Malawi,36
Maldives,65
Mali,27
Malta,48
Marshall Islands,10
Mauritania,38
Mauritius,29
Mexico,72
Moldova,78
Monaco,41
Montenegro,65
Morocco,74
Mozambique,43
Myanmar,57
Namibia,41
Netherlands,65
Nicaragua,11
Niger,15
North Macedonia,22
Norway,89
Pakistan,55
Palestine,76
Papua New Guinea,46
Peru,113
Philippines,76
Portugal,56
Qatar,93
Romania,71
Russia,61
Saint Kitts and Nevis,10
Saint Lucia,10
Saint Vincent and the Grenadines,10
Samoa,10
San Marino,34
Sao Tome and Principe,11
Saudi Arabia,52
Senegal,43
Serbia,70
Seychelles,43
Sierra Leone,30
Slovakia,40
Slovenia,30
Solomon Islands,23
Somalia,25
South Africa,87
South Korea,43
South Sudan,43
Spain,98
Sri Lanka,63
Sudan,36
Suriname,61
Sweden,44
Switzerland,63
Syria,45
Tanzania,16
Thailand,16
Timor,26
Togo,59
Trinidad and Tobago,61
Tunisia,67
Turkey,80
Uganda,61
Ukraine,61
United Arab Emirates,62
United States,80
Uruguay,64
Vanuatu,26
Vatican,10
Venezuela,60
Vietnam,41
Yemen,20
Zambia,53
Zimbabwe,63
Bangladesh,67
Bhutan,57
Botswana,57
Brunei,37
El Salvador,77
Iceland,71
Indonesia,48
Malaysia,95
Nepal,78
New Zealand,31
Rwanda,71
Singapore,36
Taiwan,21
Argentina,121
Bahrain,146
Barbados,45
Colombia,102
Fiji,44
Gabon,53
Kuwait,114
Nigeria,42
Oman,89
Panama,94
Paraguay,88
Poland,39
Tajikistan,20
United Kingdom,43
Uzbekistan,44
Bolivia,85
China,47
Mongolia,35
Hong Kong,2
