Nation,Similarity Score
Bolivia,46
Brunei,36
China,66
El Salvador,60
Georgia,27
Italy,37
Malaysia,65
Mongolia,60
Philippines,60
Singapore,62
Taiwan,28
Vietnam,68
Iraq,9
South Korea,65
Afghanistan,27
Albania,29
Algeria,61
Angola,61
Argentina,1
Australia,64
Azerbaijan,52
Bahrain,1
Bangladesh,61
Barbados,33
Belize,24
Benin,54
Bhutan,61
Bosnia and Herzegovina,12
Botswana,49
Brazil,11
Bulgaria,27
Burkina Faso,42
Cambodia,38
Cameroon,67
Canada,48
Cape Verde,8
Central African Republic,58
Chile,16
Colombia,2
Congo,61
Costa Rica,9
Cote d'Ivoire,34
Croatia,12
Cuba,61
Cyprus,42
Czechia,6
Democratic Republic of Congo,57
Djibouti,62
Dominican Republic,43
Ecuador,35
Egypt,62
Eritrea,61
Estonia,27
Eswatini,56
Ethiopia,61
Fiji,62
Finland,38
Gabon,61
Gambia,61
Ghana,60
Greece,51
Guatemala,56
Guinea,62
Guyana,36
Haiti,41
Honduras,34
Hungary,13
India,35
Indonesia,61
Iran,51
Jamaica,49
Jordan,31
Kazakhstan,56
Kenya,61
Kosovo,43
Kuwait,2
Kyrgyzstan,47
Laos,33
Latvia,34
Lebanon,4
Lesotho,63
Liberia,62
Libya,7
Lithuania,26
Madagascar,65
Malawi,66
Mali,52
Mauritania,27
Mauritius,27
Mexico,51
Moldova,7
Morocco,23
Mozambique,64
Myanmar,60
Namibia,50
Nepal,28
New Zealand,31
Niger,29
Nigeria,65
Norway,42
Oman,25
Pakistan,53
Palestine,8
Papua New Guinea,63
Paraguay,10
Peru,17
Poland,11
Qatar,16
Romania,9
Russia,28
Rwanda,61
Saudi Arabia,61
Senegal,44
Serbia,55
Seychelles,34
Sierra Leone,28
Slovakia,9
Slovenia,25
Solomon Islands,38
Somalia,40
South Africa,61
South Sudan,51
Sri Lanka,31
Sudan,62
Suriname,47
Syria,60
Tanzania,29
Thailand,58
Timor,31
Togo,63
Trinidad and Tobago,43
Tunisia,18
Turkey,59
Uganda,61
Ukraine,8
United Arab Emirates,7
Uruguay,47
Uzbekistan,61
Vanuatu,28
Venezuela,57
Zambia,65
Zimbabwe,61
Andorra,33
Austria,11
Iceland,16
Japan,35
Switzerland,27
Tajikistan,33
Yemen,38
Denmark,23
Germany,41
Luxembourg,18
Belgium,10
Dominica,29
France,18
Ireland,23
Netherlands,8
San Marino,20
Spain,18
Chad,60
Portugal,18
Sweden,38
United Kingdom,19
Antigua and Barbuda,25
Belarus,18
Burundi,25
Comoros,25
Equatorial Guinea,25
Grenada,25
Guinea-Bissau,25
International,25
Liechtenstein,5
Marshall Islands,25
Nicaragua,25
Saint Kitts and Nevis,25
Saint Lucia,25
Saint Vincent and the Grenadines,25
Samoa,25
Sao Tome and Principe,25
Vatican,23
United States,1
Malta,1
Bahamas,4
Monaco,10
Israel,6
Maldives,10
