Nation,Similarity Score
Afghanistan,160
Algeria,179
Andorra,65
Angola,195
Antigua and Barbuda,26
Armenia,44
Australia,123
Austria,118
Azerbaijan,210
Bahamas,51
Belarus,59
Belgium,143
Belize,209
Benin,92
Bosnia and Herzegovina,180
Brazil,130
Bulgaria,120
Burkina Faso,112
Burundi,34
Cambodia,65
Cameroon,115
Canada,193
Cape Verde,183
Central African Republic,149
Chad,157
Chile,104
Comoros,26
Congo,182
Costa Rica,156
Cote d'Ivoire,116
Croatia,126
Cuba,170
Cyprus,190
Czechia,78
Democratic Republic of Congo,165
Denmark,166
Djibouti,133
Dominica,108
Dominican Republic,181
Ecuador,192
Egypt,177
Equatorial Guinea,26
Eritrea,185
Estonia,91
Eswatini,212
Ethiopia,179
Finland,62
France,131
Gambia,186
Georgia,147
Germany,151
Ghana,121
Greece,190
Grenada,26
Guatemala,203
Guinea,174
Guinea-Bissau,27
Guyana,197
Haiti,165
Honduras,199
Hungary,151
India,216
International,26
Iran,166
Iraq,201
Ireland,142
Israel,134
Italy,110
Jamaica,181
Japan,40
Jordan,165
Kazakhstan,189
Kenya,193
Kosovo,195
Kyrgyzstan,192
Laos,84
Latvia,138
Lebanon,216
Lesotho,157
Liberia,189
Libya,236
Liechtenstein,32
Lithuania,138
Luxembourg,81
Madagascar,155
Malawi,129
Maldives,46
Mali,99
Malta,71
Marshall Islands,26
Mauritania,124
Mauritius,99
Mexico,192
Moldova,182
Monaco,101
Montenegro,40
Morocco,232
Mozambique,150
Myanmar,183
Namibia,138
Netherlands,123
Nicaragua,39
Niger,50
North Macedonia,45
Norway,109
Pakistan,179
Palestine,241
Papua New Guinea,111
Peru,110
Philippines,196
Portugal,160
Qatar,92
Romania,185
Russia,213
Saint Kitts and Nevis,26
Saint Lucia,26
Saint Vincent and the Grenadines,26
Samoa,26
San Marino,73
Sao Tome and Principe,26
Saudi Arabia,168
Senegal,114
Serbia,156
Seychelles,68
Sierra Leone,92
Slovakia,118
Slovenia,115
Solomon Islands,65
Somalia,71
South Africa,156
South Korea,106
South Sudan,168
Spain,133
Sri Lanka,140
Sudan,180
Suriname,164
Sweden,139
Switzerland,90
Syria,173
Tanzania,49
Thailand,123
Timor,67
Togo,125
Trinidad and Tobago,177
Tunisia,129
Turkey,144
Uganda,179
Ukraine,219
United Arab Emirates,168
United States,107
Uruguay,84
Vanuatu,119
Vatican,25
Venezuela,216
Vietnam,124
Yemen,61
Zambia,104
Zimbabwe,184
Argentina,165
Bahrain,67
Bangladesh,181
Barbados,124
Bhutan,171
Botswana,144
Brunei,69
Colombia,165
El Salvador,190
Fiji,155
Gabon,155
Iceland,65
Kuwait,107
Malaysia,122
Nepal,200
New Zealand,73
Nigeria,179
Oman,124
Panama,121
Paraguay,217
Poland,122
Rwanda,166
Singapore,95
Tajikistan,70
United Kingdom,157
Uzbekistan,177
Indonesia,130
Taiwan,7
Bolivia,153
China,152
Mongolia,108
Hong Kong,29
