country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,0.411
Albania,2,0,0,42.741
Algeria,0,0,0,6.933
Andorra,7,0,0,207.08
Angola,4,0,0,2.16
Antigua and Barbuda,5,0,0,0
Argentina,7,0,0,236.394
Armenia,6,0,0,64.119
Australia,4,0,0,2.784
Austria,2,14.212,3.109,39.638
Azerbaijan,1,0,0,13.019
Bahamas,5,0,0,0
Bahrain,7,0,0,389.049
Bangladesh,1,0,0,11.713
Barbados,4,0,0,3.48
Belarus,3,0,0,19.366
Belgium,6,18.551,4.487,54.359
Belize,9,0,0,128.263
Benin,5,0,0,0
Bhutan,4,0,0,1.296
Bolivia,6,0,0,68.448
Bosnia and Herzegovina,9,0,0,103.023
Botswana,9,0,0,118.216
Brazil,7,0,0,235.995
Brunei,5,0,0,0
Bulgaria,8,109.809,8.059,25.761
Burkina Faso,4,0,0,1.579
Burundi,5,0,0,0.252
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,3,0,0,16.268
Cape Verde,9,0,0,134.895
Central African Republic,5,0,0,0
Chad,5,0,0,0.304
Chile,9,0,0,102.949
China,5,0,0,0.015
Colombia,9,0,0,166.834
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,7,0,0,239.885
Cote d'Ivoire,4,0,0,2.313
Croatia,8,68.936,0,81.359
Cuba,0,0,0,4.591
Cyprus,0,0,0,4.567
Czechia,6,18.396,4.669,74.424
Democratic Republic of Congo,5,0,0,0.268
Denmark,2,3.108,0.518,30.04
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,5,0,0,0
Ecuador,6,0,0,46.194
Egypt,4,0,0,1.534
El Salvador,1,0,0,15.263
Equatorial Guinea,0,0,0,4.989
Eritrea,5,0,0,0
Estonia,1,5.277,0,11.308
Eswatini,6,0,0,51.717
Ethiopia,1,0,0,11.334
Fiji,5,0,0,0
Finland,0,2.527,0.18,4.512
France,9,71.285,7.155,138.601
Gabon,2,0,0,28.305
Gambia,0,0,0,7.862
Georgia,0,0,0,7.019
Germany,3,0,0,17.223
Ghana,4,0,0,2.06
Greece,3,0,0,19.38
Grenada,5,0,0,0
Guatemala,2,0,0,38.067
Guinea,0,0,0,5.33
Guinea-Bissau,3,0,0,20.325
Guyana,5,0,0,0
Haiti,4,0,0,2.192
Honduras,6,0,0,64.616
Hong Kong,5,0,0,0
Hungary,6,12.422,0,47.514
Iceland,3,0,0,20.513
India,6,0,0,62.632
Indonesia,1,0,0,11.951
International,5,0,0,0
Iran,3,0,0,24.121
Iraq,9,0,0,125.204
Ireland,3,8.911,1.418,19.644
Israel,7,0,0,303.043
Italy,2,28.58,2.001,28.646
Jamaica,3,0,0,22.964
Japan,0,0,0,4.649
Jordan,0,0,0,6.665
Kazakhstan,2,0,0,30.357
Kenya,4,0,0,3.329
Kosovo,6,0,0,61.57
Kuwait,7,0,0,202.549
Kyrgyzstan,1,0,0,9.81
Laos,5,0,0,0
Latvia,4,3.181,0,3.181
Lebanon,6,0,0,77.211
Lesotho,2,0,0,29.408
Liberia,5,0,0,0
Libya,9,0,0,97.798
Liechtenstein,5,0,0,0
Lithuania,1,0,0,9.551
Luxembourg,6,15.975,0,68.693
Madagascar,4,0,0,2.925
Malawi,5,0,0,0.784
Malaysia,5,0,0,0.34
Maldives,9,0,0,148
Mali,5,0,0,0.346
Malta,2,0,0,43.031
Marshall Islands,5,0,0,0
Mauritania,0,0,0,4.301
Mauritius,5,0,0,0
Mexico,6,0,0,48.056
Moldova,9,0,0,132.376
Monaco,9,0,0,101.926
Mongolia,5,0,0,0
Montenegro,9,0,0,175.142
Morocco,6,0,0,47.412
Mozambique,4,0,0,1.856
Myanmar,5,0,0,1.103
Namibia,6,0,0,94.848
Nepal,6,0,0,46.642
Netherlands,6,0,2.801,47.681
New Zealand,5,0,0,0.622
Nicaragua,5,0,0,0
Niger,5,0,0,0
Nigeria,5,0,0,0.752
North Macedonia,6,0,0,52.319
Norway,3,2.951,0,20.475
Oman,5,0,0,0
Pakistan,4,0,0,2.322
Palestine,9,0,0,131.532
Panama,9,0,0,158.062
Papua New Guinea,5,0,0,0.894
Paraguay,9,0,0,97.441
Peru,7,0,0,394.761
Philippines,2,0,0,33.482
Poland,8,57.575,0,18.258
Portugal,2,33.246,3.923,39.817
Qatar,6,0,0,75.32
Romania,6,0,25.211,69.603
Russia,2,0,0,34.701
Rwanda,4,0,0,3.783
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,5,0,0,0
