country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,1,0,0,0.437
Albania,7,0,0,54.556
Algeria,3,0,0,3.649
Andorra,1,0,0,0
Angola,3,0,0,4.321
Antigua and Barbuda,1,0,0,0
Argentina,6,0,0,309.786
Armenia,5,0,0,165.697
Australia,1,0,0,0.51
Austria,2,43.858,10.881,96.931
Azerbaijan,3,0,0,7.89
Bahamas,1,0,0,0
Bahrain,6,0,0,299.721
Bangladesh,3,0,0,9.157
Barbados,9,0,0,10.439
Belarus,4,0,0,41.061
Belgium,5,66.525,13.46,224.943
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,4,0,0,34.695
Bosnia and Herzegovina,0,0,0,85.345
Botswana,1,0,0,0
Brazil,5,0,0,170.103
Brunei,1,0,0,0
Bulgaria,2,123.337,6.764,0
Burkina Faso,1,0,0,1.531
Burundi,1,0,0,0.168
Cambodia,1,0,0,0.06
Cameroon,1,0,0,0
Canada,4,0,0,48.301
Cape Verde,5,0,0,183.457
Central African Republic,1,0,0,0
Chad,1,0,0,0.183
Chile,0,0,0,92.016
China,1,0,0,0.015
Colombia,0,0,0,111.236
Comoros,3,0,0,5.75
Congo,1,0,0,0
Costa Rica,5,0,0,209.654
Cote d'Ivoire,1,0,0,1.175
Croatia,2,72.346,0,57
Cuba,3,0,0,6.445
Cyprus,8,0,0,19.409
Czechia,6,105.892,20.637,326.081
Democratic Republic of Congo,1,0,0,0.29
Denmark,7,18.818,2.59,69.576
Djibouti,1,0,0,1.012
Dominica,9,0,0,13.891
Dominican Republic,4,0,0,47.843
Ecuador,0,0,0,87.116
Egypt,1,0,0,1.163
El Salvador,9,0,0,15.109
Equatorial Guinea,9,0,0,10.691
Eritrea,1,0,0,1.692
Estonia,7,27.892,1.508,59.553
Eswatini,9,0,0,15.515
Ethiopia,3,0,0,6.35
Fiji,1,0,0,0
Finland,8,0,0,20.034
France,5,101.634,19.288,198.473
Gabon,1,0,0,0
Gambia,1,0,0,2.069
Georgia,0,0,0,112.304
Germany,8,0,0,31.343
Ghana,1,0,0,0.965
Greece,4,0,0,39.432
Grenada,1,0,0,0
Guatemala,4,0,0,37.007
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,4,0,0,44.498
Haiti,1,0,0,1.315
Honduras,7,0,0,70.472
Hong Kong,1,0,0,0
Hungary,2,78.362,0,87.781
Iceland,0,0,0,120.147
India,7,0,0,59.046
Indonesia,9,0,0,15.26
International,1,0,0,0
Iran,4,0,0,45.54
Iraq,0,0,0,111.704
Ireland,0,24.707,4.05,89.514
Israel,6,0,0,893.185
Italy,2,56.035,4.813,42.142
Jamaica,8,0,0,24.652
Japan,3,0,0,5.163
Jordan,0,0,0,125.06
Kazakhstan,9,0,0,13.368
Kenya,3,0,0,3.422
Kosovo,8,0,0,22.248
Kuwait,0,0,0,115.676
Kyrgyzstan,8,0,0,26.363
Laos,1,0,0,0
Latvia,8,11.133,0,23.327
Lebanon,5,0,0,182.845
Lesotho,8,0,0,20.539
Liberia,1,0,0,0
Libya,0,0,0,99.399
Liechtenstein,8,0,0,26.221
Lithuania,4,0,0,33.428
Luxembourg,0,31.95,4.793,137.385
Madagascar,1,0,0,1.661
Malawi,1,0,0,0.314
Malaysia,3,0,0,8.033
Maldives,0,0,0,116.55
Mali,1,0,0,0.642
Malta,0,0,0,83.798
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0.645
Mauritius,1,0,0,0
Mexico,4,0,0,39.548
Moldova,5,0,0,253.349
Monaco,8,0,0,25.482
Mongolia,1,0,0,0
Montenegro,6,0,0,342.323
Morocco,7,0,0,64.778
Mozambique,3,0,0,5.119
Myanmar,9,0,0,18.563
Namibia,4,0,0,42.504
Nepal,7,0,0,65.587
Netherlands,5,0,10.738,192.298
New Zealand,1,0,0,0
Nicaragua,1,0,0,0
Niger,1,0,0,0
Nigeria,1,0,0,0.742
North Macedonia,7,0,0,77.278
Norway,8,4.611,0,22.504
Oman,1,0,0,0
Pakistan,3,0,0,2.829
Palestine,0,0,0,82.918
Panama,5,0,0,173.126
Papua New Guinea,1,0,0,0.559
Paraguay,5,0,0,145.951
Peru,0,0,0,92.837
Philippines,8,0,0,21.765
Poland,2,67.641,0,51.973
Portugal,2,66.884,10.494,83.753
Qatar,7,0,0,69.072
Romania,0,0,28.954,108.433
Russia,7,0,0,60.541
Rwanda,1,0,0,0.232
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,1,0,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,9,0,0,14.132
Senegal,1,0,0,2.21
Serbia,9,0,0,16.313
Seychelles,1,0,0,0
Sierra Leone,1,0,0,0.878
Singapore,3,0,0,3.248
Slovakia,5,34.984,0,145.98
Slovenia,2,41.367,7.215,84.178
Solomon Islands,1,0,0,0
Somalia,1,0,0,0.315
South Africa,8,0,0,29.422
South Korea,1,0,0,1.229
South Sudan,1,0,0,0
Spain,2,225.838,33.387,201.455
Sri Lanka,1,0,0,0.093
Sudan,1,0,0,0.296
Suriname,8,0,0,23.865
Sweden,7,0,0,74.461
Switzerland,7,0,0,63.55
Syria,1,0,0,2.686
Taiwan,1,0,0,0.042
Tajikistan,3,0,0,4.404
Tanzania,1,0,0,0
Thailand,1,0,0,0.086
Timor,1,0,0,0
Togo,3,0,0,3.02
Trinidad and Tobago,8,0,0,27.867
Tunisia,1,0,0,0
Turkey,9,0,0,16.683
Uganda,3,0,0,3.454
Ukraine,0,0,0,95.555
United Arab Emirates,0,0,0,117.083
United Kingdom,0,36.871,5.023,102.068
United States,2,93.507,18.921,137.029
Uruguay,3,0,0,4.318
Uzbekistan,9,0,0,14.132
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,8,0,0,31.896
Vietnam,1,0,0,0.01
Yemen,1,0,0,0.168
Zambia,1,0,0,2.339
Zimbabwe,1,0,0,0.807
