country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,9,0,0,1.028
Albania,6,0,0,54.903
Algeria,2,0,0,9.19
Andorra,4,0,0,245.907
Angola,9,0,0,1.491
Antigua and Barbuda,2,0,0,10.212
Argentina,8,0,0,148.089
Armenia,6,0,0,70.869
Australia,2,0,0,9.686
Austria,0,11.214,2.221,28.313
Azerbaijan,1,0,0,14.4
Bahamas,4,0,0,272.093
Bahrain,3,0,0,216.857
Bangladesh,1,0,0,16.68
Barbados,2,0,0,6.96
Belarus,1,0,0,13.546
Belgium,6,28.819,7.162,50.217
Belize,3,0,0,196.167
Benin,9,0,0,2.64
Bhutan,9,0,0,0
Bolivia,8,0,0,173.991
Bosnia and Herzegovina,5,0,0,103.633
Botswana,9,0,0,0
Brazil,3,0,0,231.926
Brunei,9,0,0,2.286
Bulgaria,7,108.226,8.635,21.731
Burkina Faso,9,0,0,0.239
Burundi,9,0,0,0.505
Cambodia,9,0,0,0
Cameroon,9,0,0,0.942
Canada,2,0,0,8.585
Cape Verde,8,0,0,122.305
Central African Republic,9,0,0,0
Chad,9,0,0,0.061
Chile,6,0,0,61.832
China,9,0,0,0.023
Colombia,4,0,0,256.589
Comoros,9,0,0,0
Congo,9,0,0,3.443
Costa Rica,8,0,0,150.37
Cote d'Ivoire,9,0,0,3.109
Croatia,6,29.718,0,53.346
Cuba,2,0,0,6.533
Cyprus,0,0,0,29.684
Czechia,0,10.272,2.334,29.415
Democratic Republic of Congo,9,0,0,0.223
Denmark,1,2.762,0.173,15.538
Djibouti,9,0,0,0
Dominica,9,0,0,0
Dominican Republic,5,0,0,92.552
Ecuador,5,0,0,86.946
Egypt,9,0,0,1.573
El Salvador,0,0,0,39.314
Equatorial Guinea,6,0,0,50.606
Eritrea,9,0,0,0
Estonia,2,7.538,0.754,5.277
Eswatini,6,0,0,59.474
Ethiopia,2,0,0,11.621
Fiji,9,0,0,0
Finland,2,1.444,0,5.234
France,7,73.246,5.546,0
Gabon,1,0,0,22.015
Gambia,6,0,0,71.172
Georgia,9,0,0,2.507
Germany,1,0,0,18.93
Ghana,9,0,0,3.25
Greece,1,0,0,20.34
