country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,0.925
Albania,8,0,0,45.173
Algeria,7,0,0,12.132
Andorra,0,0,0,25.885
Angola,6,0,0,1.947
Antigua and Barbuda,4,0,0,0
Argentina,9,0,0,150.28
Armenia,8,0,0,66.144
Australia,8,0,0,28.039
Austria,0,9.327,2.554,10.659
Azerbaijan,0,0,0,22.29
Bahamas,9,0,0,91.545
Bahrain,3,0,0,174.543
Bangladesh,7,0,0,11.646
Barbados,4,0,0,0
Belarus,7,0,0,8.89
Belgium,0,22.865,5.436,28.819
Belize,4,0,0,0
Benin,7,0,0,8.991
Bhutan,6,0,0,2.592
Bolivia,9,0,0,129.786
Bosnia and Herzegovina,9,0,0,120.092
Botswana,4,0,0,0
Brazil,3,0,0,242.77
Brunei,4,0,0,0
Bulgaria,1,118.444,6.188,36.699
Burkina Faso,4,0,0,0.144
Burundi,4,0,0,0
Cambodia,4,0,0,0.179
Cameroon,0,0,0,17.442
Canada,0,0,0,18.176
Cape Verde,9,0,0,86.333
Central African Republic,2,0,0,0.828
Chad,4,0,0,0.122
Chile,9,0,0,76.846
China,4,0,0,0.074
Colombia,9,0,0,140.106
Comoros,6,0,0,2.3
Congo,4,0,0,0
Costa Rica,9,0,0,85.393
Cote d'Ivoire,6,0,0,2.767
Croatia,0,28.5,0,5.846
Cuba,6,0,0,2.737
Cyprus,8,0,0,28.542
Czechia,0,10.832,1.214,25.96
Democratic Republic of Congo,2,0,0,0.502
Denmark,0,4.144,0.518,13.639
Djibouti,7,0,0,8.097
Dominica,4,0,0,0
Dominican Republic,9,0,0,108.592
Ecuador,8,0,0,52.259
Egypt,2,0,0,1.094
El Salvador,8,0,0,64.599
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,5,6.785,1.508,8.292
Eswatini,0,0,0,15.515
Ethiopia,5,0,0,5.115
Fiji,4,0,0,0
Finland,6,1.083,0.18,3.068
France,1,78.454,5.577,51.751
Gabon,4,0,0,0
Gambia,9,0,0,71.586
Georgia,2,0,0,0.752
Germany,7,0,0,8.558
Ghana,4,0,0,0
Greece,7,0,0,11.321
Grenada,4,0,0,0
Guatemala,8,0,0,45.938
Guinea,7,0,0,9.518
Guinea-Bissau,4,0,0,0
Guyana,8,0,0,29.241
Haiti,4,0,0,0
Honduras,8,0,0,50.986
Hungary,5,7.764,0,0.932
Iceland,7,2.93,0,8.791
India,8,0,0,38.05
Indonesia,7,0,0,7.027
International,4,0,0,0
Iran,8,0,0,32.753
Iraq,9,0,0,70.508
Ireland,7,2.835,1.013,9.113
Israel,3,0,0,199.756
Italy,5,13.265,0.678,3.142
Jamaica,5,0,0,5.066
Japan,7,0,0,9.867
Jordan,2,0,0,0.588
Kazakhstan,9,0,0,76.371
Kenya,7,0,0,11.251
Kosovo,9,0,0,116.413
Kuwait,9,0,0,111.227
Kyrgyzstan,8,0,0,63.15
Laos,4,0,0,0
Latvia,2,3.181,0,1.59
Lebanon,4,0,0,0
Lesotho,6,0,0,3.734
Liberia,4,0,0,0.395
Libya,0,0,0,23.431
Liechtenstein,4,0,0,0
Lithuania,5,0,0,6.245
Luxembourg,1,75.083,7.988,84.668
Madagascar,7,0,0,8.487
Malawi,6,0,0,4.652
Malaysia,4,0,0,0.031
Maldives,3,0,0,283.049
Mali,4,0,0,0
Malta,8,0,0,36.237
Marshall Islands,4,0,0,0
Mauritania,7,0,0,7.743
Mauritius,4,0,0,0
Mexico,8,0,0,47.684
Moldova,9,0,0,82.301
Monaco,8,0,0,50.963
Mongolia,4,0,0,0
Montenegro,9,0,0,95.532
Morocco,8,0,0,27.661
Mozambique,2,0,0,1.792
Myanmar,4,0,0,0.018
Namibia,0,0,0,25.188
Nepal,7,0,0,8.889
Netherlands,8,0,2.101,28.772
New Zealand,4,0,0,0.415
Nicaragua,8,0,0,34.719
Niger,4,0,0,0
Nigeria,2,0,0,1.475
North Macedonia,8,0,0,35.519
Norway,5,2.214,0,5.165
Oman,4,0,0,0
Pakistan,4,0,0,0
Palestine,8,0,0,44.889
Panama,3,0,0,224.346
Papua New Guinea,4,0,0,0.335
Paraguay,0,0,0,17.946
Peru,3,0,0,205.933
Philippines,8,0,0,57.154
Poland,0,49.119,0,17.967
Portugal,0,39.326,4.315,10.984
Qatar,9,0,0,74.972
Romania,8,0,22.664,64.041
Russia,8,0,0,35.091
Rwanda,2,0,0,0.54
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,6,0,0,4.563
Saudi Arabia,8,0,0,39.151
Senegal,6,0,0,2.747
Serbia,8,0,0,42.177
Seychelles,4,0,0,0
Sierra Leone,2,0,0,0.878
Singapore,8,0,0,50.424
Slovakia,6,1.832,0,2.564
Slovenia,5,10.582,0.962,4.329
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,9,0,0,75.132
South Korea,2,0,0,0.644
South Sudan,2,0,0,0.715
Spain,9,0,0,123.196
Sri Lanka,4,0,0,0.28
Sudan,2,0,0,0.958
Suriname,9,0,0,150.008
Sweden,8,0,0,33.072
Switzerland,0,0,0,15.021
Syria,6,0,0,2.571
Taiwan,4,0,0,0.084
Tajikistan,6,0,0,4.718
Tanzania,4,0,0,0
Thailand,4,0,0,0.014
Timor,2,0,0,0.758
Togo,2,0,0,1.449
Trinidad and Tobago,7,0,0,8.575
Tunisia,2,0,0,1.608
Turkey,7,0,0,12.841
Uganda,4,0,0,0.175
Ukraine,0,0,0,25.129
United Arab Emirates,0,0,0,19.109
United Kingdom,0,16.763,1.12,9.943
United States,1,161.449,30.837,173.059
Uruguay,6,0,0,2.591
Uzbekistan,8,0,0,29.311
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,0,0,0,24.054
Vietnam,4,0,0,0.205
Yemen,2,0,0,0.872
Zambia,7,0,0,11.586
Zimbabwe,7,0,0,9.823
