country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,7,0,0,6.139
Albania,1,0,0,24.672
Algeria,7,0,0,10.558
Andorra,9,0,0,0
Angola,9,0,0,0
Antigua and Barbuda,5,0,0,20.423
Argentina,0,0,0,58.236
Armenia,3,0,0,111.365
Australia,7,0,0,6.745
Austria,7,7.439,1.221,9.438
Azerbaijan,0,0,0,50.596
Bahamas,9,0,0,0
Bahrain,6,0,0,266.81
Bangladesh,5,0,0,19.437
Barbados,9,0,0,0
Belarus,1,0,0,26.457
Belgium,2,14.582,2.33,3.624
Belize,9,0,0,0
Benin,9,0,0,0
Bhutan,9,0,0,0
Bolivia,3,0,0,103.829
Bosnia and Herzegovina,6,0,0,151.182
Botswana,5,0,0,15.734
Brazil,3,0,0,95.169
Brunei,9,0,0,0
Bulgaria,4,67.641,4.174,25.042
Burkina Faso,9,0,0,0.622
Burundi,9,0,0,0
Cambodia,9,0,0,0
Cameroon,9,0,0,0
Canada,5,0,0,11.155
Cape Verde,5,0,0,21.583
Central African Republic,5,0,0,13.251
Chad,9,0,0,0
Chile,6,0,0,158.243
China,9,0,0,0.013
Colombia,0,0,0,62.32
Comoros,9,0,0,0
Congo,9,0,0,0
Costa Rica,0,0,0,48.095
Cote d'Ivoire,7,0,0,7.355
Croatia,2,21.923,0,16.808
Cuba,9,0,0,0.706
Cyprus,9,0,0,1.142
Czechia,8,6.443,0.934,4.762
Democratic Republic of Congo,9,0,0,0.234
Denmark,7,3.971,1.209,7.942
Djibouti,1,0,0,30.364
Dominica,9,0,0,0
Dominican Republic,0,0,0,64.805
Ecuador,1,0,0,23.919
Egypt,7,0,0,9.469
El Salvador,1,0,0,38.543
Equatorial Guinea,9,0,0,0
Eritrea,9,0,0,0
Estonia,9,2.262,0.754,0.754
Eswatini,5,0,0,19.825
Ethiopia,9,0,0,0
Fiji,8,0,0,2.231
Finland,9,3.429,0.18,0.722
France,4,119.589,7.982,21.065
Gabon,0,0,0,55.263
Gambia,9,0,0,1.655
Georgia,9,0,0,0.501
Germany,7,0,0,6.457
Ghana,1,0,0,31.925
Greece,8,0,0,4.125
Grenada,9,0,0,0
Guatemala,1,0,0,40.412
Guinea,9,0,0,0
Guinea-Bissau,5,0,0,12.703
Guyana,9,0,0,0
Haiti,8,0,0,3.333
Honduras,0,0,0,72.895
Hungary,2,14.906,0,0.621
Iceland,7,0,0,5.861
India,5,0,0,16.124
Indonesia,8,0,0,4.42
International,9,0,0,0
Iran,1,0,0,31.11
Iraq,0,0,0,44.652
Ireland,9,3.848,2.025,0.81
Israel,3,0,0,131.014
Italy,2,16.837,1.191,3.44
Jamaica,9,0,0,1.689
Japan,9,0,0,1.423
Jordan,9,0,0,0.294
Kazakhstan,0,0,0,59.063
Kenya,8,0,0,3.366
Kosovo,3,0,0,78.643
Kuwait,6,0,0,164.615
Kyrgyzstan,3,0,0,117.103
Laos,9,0,0,0
Latvia,9,2.651,0,1.59
Lebanon,9,0,0,1.758
Lesotho,7,0,0,5.602
