country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0.822,6.525
Albania,2,0,1.39,29.536
Algeria,2,0,0.274,12.634
Andorra,2,0,0,12.942
Angola,2,0,0.03,1.065
Antigua and Barbuda,2,0,0,0
Argentina,1,0.253,1.814,93.726
Armenia,0,0,3.712,173.797
Australia,2,2.349,0.078,12.667
Austria,2,0,0.111,14.767
Azerbaijan,1,0,0.69,55.133
Bahamas,2,0,0,7.629
Bahrain,0,5.799,3.526,283.266
Bangladesh,2,0.085,0.2,21.453
Barbados,2,0,0,3.48
Belarus,2,0,0.635,18.414
Belgium,2,1.411,0.086,7.852
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,1,0.211,3.769,115.737
Bosnia and Herzegovina,1,0,2.743,131.065
Botswana,2,0,0,0
Brazil,0,0,5.801,187.825
Brunei,2,0,0,0
Bulgaria,2,0.703,0.864,33.389
Burkina Faso,2,0,0,0.048
Burundi,2,0,0,0
Cambodia,2,0,0,0.06
Cameroon,2,0,0,0
Canada,2,1.044,0.318,9.088
Cape Verde,1,0.977,0,104.319
Central African Republic,2,0,0,1.242
Chad,2,0,0,0.061
Chile,1,0.639,6.12,89.558
China,2,0,0.001,0.014
Colombia,1,0.506,3.714,103.591
Comoros,2,0,0,0
Congo,2,0,0,35.157
Costa Rica,1,0.273,0.589,98.938
Cote d'Ivoire,2,0.069,0,13.875
Croatia,2,0.439,0,30.692
Cuba,2,0.244,0,0.53
Cyprus,2,1.893,0,2.283
Czechia,2,0.438,0,12.513
Democratic Republic of Congo,2,0.006,0.022,0.313
Denmark,2,2.822,0,5.352
Djibouti,2,0,0,6.073
Dominica,2,0,0,0
Dominican Republic,1,0.292,1.751,125.923
Ecuador,1,0.126,1.587,43.02
Egypt,2,0,0.577,8.922
El Salvador,1,0.384,1.233,52.727
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,0.4,0,0.754
Eswatini,1,0,0,47.407
Ethiopia,2,0.045,0.061,1.844
Fiji,2,0,0,0
Finland,2,0.98,-0.18,-0.902
France,2,1.23,1.394,14.217
Gabon,1,0,0,42.683
Gambia,2,0,0,0
Georgia,2,0,0,1.253
Germany,2,0,0.024,5.18
Ghana,2,0.071,0,14.225
Greece,2,0.524,0,2.59
Grenada,2,0,0,0
Guatemala,1,0.182,2.679,67.092
Guinea,2,0,0,5.787
Guinea-Bissau,2,0,0,0
Guyana,2,0,1.271,6.357
Haiti,2,0,0.175,9.121
Honduras,1,0,1.817,93.896
Hungary,2,0.293,0,0.518
Iceland,2,0.401,0,0
India,2,0.232,0.438,23.678
Indonesia,2,0,0.318,5.564
International,2,0,0,0
Iran,2,0.297,2.369,28.431
Iraq,1,0,2.163,52.458
Ireland,2,0.888,0.405,2.633
Israel,0,3.546,0.693,216.855
Italy,2,0.801,0.215,2.679
Jamaica,2,0.12,0,0.338
Japan,2,0.09,0,5.811
Jordan,2,0,0,0.294
Kazakhstan,1,1.033,0,89.153
Kenya,2,0.079,0.13,8.573
Kosovo,1,0,2.07,61.57
Kuwait,0,0.946,0.702,164.615
Kyrgyzstan,1,0,2.452,128.445
Laos,2,0,0,0
Latvia,2,1.049,0,2.121
Lebanon,2,0,0.147,13.332
Lesotho,2,0,0,0
Liberia,2,0,0,6.327
Libya,2,0.139,0.146,3.784
Liechtenstein,2,0,0,0
Lithuania,2,1.172,0,2.571
Luxembourg,1,22.809,0,105.435
Madagascar,2,0,0.144,9.462
Malawi,2,0.018,0.157,6.116
Malaysia,2,0.209,0,0.154
Maldives,1,1.258,0,55.5
Mali,2,0,0,0.494
Malta,2,2.462,0,0
