country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.103,4.213
Albania,0,0,0,3.127
Algeria,0,0,0.068,3.375
Andorra,0,0,12.942,0
Angola,0,0,0,0.091
Antigua and Barbuda,0,0,0,10.212
Argentina,0,0.054,0.155,2.301
Armenia,2,0,0.337,27.672
Australia,0,0.989,0,0.471
Austria,0,0.853,0.555,8.772
Azerbaijan,0,0,0.099,4.931
Bahamas,0,0,0,0
Bahrain,2,2.579,0,76.399
Bangladesh,0,0.035,0.012,3.467
Barbados,0,0,0,0
Belarus,2,1.02,0.423,94.187
Belgium,2,2.032,9.405,44.264
Belize,0,0,0,0
Benin,0,0,0.082,2.145
Bhutan,0,0,0,0
Bolivia,0,0.036,0.343,5.311
Bosnia and Herzegovina,0,0,0.305,7.315
Botswana,0,0,0,0
Brazil,2,0,1.91,23.593
Brunei,0,0,0,0
Bulgaria,0,0,0.288,7.052
Burkina Faso,0,0,0.048,0.191
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,2,0.807,6.014,49.971
Cape Verde,0,0,0,1.799
Central African Republic,0,0,0,4.555
Chad,0,0,0,0
Chile,2,0.466,0.366,51.527
China,0,0,0,0.002
Colombia,0,0.084,0.413,9.807
Comoros,0,0,0,0
Congo,0,0,0,1.631
Costa Rica,0,0.033,0,1.178
Cote d'Ivoire,0,0,0.038,2.199
Croatia,0,0,1.462,2.192
Cuba,0,0.185,0.265,3.178
Cyprus,0,2.771,0,7.992
Czechia,0,0.42,0.374,5.136
Democratic Republic of Congo,0,0.003,0.011,0.357
Denmark,2,2.494,1.381,26.415
Djibouti,0,0,0,8.097
Dominica,0,0,0,0
Dominican Republic,2,0.153,1.106,29.13
Ecuador,2,0.154,9.239,79.465
Egypt,0,0,0.137,3.498
El Salvador,0,0.226,0,4.471
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0.577,0,3.769
Eswatini,0,0,0,5.172
Ethiopia,0,0.008,0,0.017
Fiji,0,0.046,0,0
Finland,0,0.609,1.263,10.107
France,0,0,3.34,0.092
Gabon,0,0,0,0
