country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0.514,17.057
Albania,2,0,0,19.807
Algeria,2,0,0.16,2.486
Andorra,2,0,0,0
Angola,2,0,0,0.061
Antigua and Barbuda,2,0,0,0
Argentina,2,0.098,0.398,28.365
Armenia,0,0,1.687,223.742
Australia,2,1.165,0,0.588
Austria,2,0.429,0,3.442
Azerbaijan,1,0,0.395,38.169
Bahamas,2,0,0,0
Bahrain,0,4.449,2.938,302.072
Bangladesh,2,0.088,0.194,19.072
Barbados,2,0,0,0
Belarus,1,0,0.529,77.466
Belgium,2,0.539,0.431,9.578
Belize,2,0,0,0
Benin,2,0,0,2.475
Bhutan,2,0,0,0
Bolivia,1,0.112,2.227,52.857
Bosnia and Herzegovina,2,0,0,0
Botswana,2,0,0,0
Brazil,1,0,2.879,80.495
Brunei,2,0,0,0
Bulgaria,2,0.284,0.288,3.454
Burkina Faso,2,0,0,0.096
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,0
Canada,2,1.029,0.927,9.565
Cape Verde,1,0.272,0,43.166
Central African Republic,2,0,0,0
Chad,2,0,0.061,0.122
Chile,0,1.054,11.613,362.938
China,2,0,0,0.034
Colombia,1,0.24,1.474,43.099
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,2,0.06,0,10.404
Cote d'Ivoire,2,0.032,0,8.947
Croatia,2,0.035,0,0.244
Cuba,2,0.219,0,0.883
Cyprus,2,1.429,0,3.425
Czechia,2,0.105,0.093,3.082
Democratic Republic of Congo,2,0,0.011,0.603
Denmark,2,1.564,0,9.323
Djibouti,2,0,2.024,16.194
Dominica,2,0,0,0
Dominican Republic,1,0.162,1.383,35.952
Ecuador,2,0.051,1.247,22.388
Egypt,2,0,0.889,15.811
El Salvador,2,0.37,0.308,18.038
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,8.741
Estonia,2,0.61,0,0
Eswatini,2,0,0.862,3.448
Ethiopia,2,0.042,0.017,1.557
Fiji,2,0.022,0,0
Finland,2,0.149,0.18,3.068
France,2,0.1,0.138,6.235
Gabon,2,0,0,0
Gambia,2,0,0,0
Georgia,2,0,0,3.259
Germany,2,0,0.095,2.996
Ghana,2,0.053,0.193,27.226
Greece,2,0.333,0,0.863
Grenada,2,0,0,0
Guatemala,2,0.04,0.949,19.759
Guinea,2,0,0,3.655
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,0
Haiti,2,0,0,0
Honduras,1,0,0.202,40.688
Hungary,2,0.37,0.311,0.518
Iceland,2,0.041,0,5.861
India,2,0.11,0.236,8.335
Indonesia,2,0,0.157,3.133
International,2,0,0,0
Iran,2,0.294,1.274,29.431
Iraq,2,0.247,1.442,31.301
Ireland,2,0.509,0.203,1.62
Israel,2,1.021,0.231,15.712
Italy,2,0.935,0.728,5.59
Jamaica,2,0.116,0,0.675
Japan,2,0.011,0,0.601
Jordan,2,0,0,0.784
Kazakhstan,2,1.453,0.213,13.74
Kenya,2,0.059,0.056,2.548
Kosovo,2,0,0.517,27.422
Kuwait,1,0.544,1.639,106.309
Kyrgyzstan,2,0,0,11.956
Laos,2,0,0,0
Latvia,2,0.74,0,0
Lebanon,2,0,0,0.586
Lesotho,2,0,0,0
Liberia,2,0,0,2.373
Libya,2,0.161,0.291,5.239
Liechtenstein,2,0,0,0
Lithuania,2,0.631,0,1.837
Luxembourg,2,1.067,0,11.183
Madagascar,2,0,0,0.722
Malawi,2,0.005,0.052,0.941
Malaysia,2,0.163,0.031,0.247
Maldives,1,1.164,0,40.7
Mali,2,0,0,1.63
Malta,2,1.255,0,6.794
Marshall Islands,2,0,0,0
Mauritania,2,0,0.86,21.722
Mauritius,2,0,0,0
Mexico,2,0.035,2.086,32.164
Moldova,1,0,1.983,69.659
Monaco,2,0,0,0
Mongolia,2,0,0,0
Montenegro,2,0,0,1.592
Morocco,2,0.45,0,2.736
Mozambique,2,0.018,0.032,0.96
Myanmar,2,0.032,0,0
Namibia,2,0.066,0,0
Nepal,2,0.209,0.034,14.586
Netherlands,2,0,0.117,8.346
New Zealand,2,0.158,0,0
Nicaragua,2,0,0,0
Niger,2,0,0,0
Nigeria,2,0.012,0.063,1.955
North Macedonia,1,0.373,4.32,77.758
Norway,2,0.209,0,0.553
Oman,0,0.704,0.979,274.937
Pakistan,1,0.134,0.806,54.656
Palestine,2,0,0,0.588
Panama,0,0.436,1.854,314.965
Papua New Guinea,2,0,0,0
Paraguay,2,0.207,0,3.926
Peru,0,0.035,11.525,272.566
Philippines,2,0.078,0.128,4.91
Poland,2,0.45,0.264,9.908
Portugal,2,0.466,0.49,22.262
Qatar,0,1.348,1.041,411.654
Romania,2,0.412,0.832,16.634
Russia,1,1.925,0.815,60.363
Rwanda,2,0.27,0,3.165
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,2,0,0,9.126
Saudi Arabia,1,0.582,1.149,121.589
Senegal,2,0.073,0,5.614
Serbia,2,0.265,0.147,8.671
Seychelles,2,0,0,0
Sierra Leone,2,0,0,4.638
Singapore,1,0,0,69.569
Slovakia,2,0.009,0,0.549
Slovenia,2,0.102,0,1.443
Solomon Islands,2,0,0,0
Somalia,2,0,0.063,2.454
South Africa,1,0.574,0.961,72.536
South Korea,2,0.149,0,0.702
South Sudan,2,0,0,0
Spain,2,0,0,6.908
Sri Lanka,2,0.052,0,0.234
Sudan,2,0,0.274,4.858
Suriname,2,0,0,20.456
Sweden,1,0,3.07,41.389
Switzerland,2,0.207,0,2.658
Syria,2,0,0,0.4
Taiwan,2,0.005,0,0
Tajikistan,2,0,0,6.71
Tanzania,2,0,0,0
Thailand,2,0.069,0,0.014
Timor,2,0,0,0
Togo,2,0.015,0,0
Trinidad and Tobago,2,0.035,0,4.287
Tunisia,2,0.126,0,0.169
Turkey,2,0.536,0.178,18.52
Uganda,2,0,0,0.044
Ukraine,2,0.234,0.206,15.411
United Arab Emirates,2,3.846,0.101,30.737
United Kingdom,2,0.982,0.398,11.888
United States,1,1.264,0.946,57.459
Uruguay,2,0.226,0,0.288
Uzbekistan,2,0,0,3.406
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,2,0,0.035,2.602
Vietnam,2,0,0,0
Yemen,2,0,0.134,0.771
Zambia,2,0.016,0.054,0.054
Zimbabwe,2,0.006,0,1.817
