country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.334,14.488
Albania,0,0,0.347,17.374
Algeria,0,0,0.251,2.759
Andorra,0,0,0,0
Angola,0,0,0.03,0.213
Antigua and Barbuda,0,0,0,0
Argentina,2,0.171,0.774,30.821
Armenia,1,0,3.037,183.583
Australia,0,1.089,0,0.824
Austria,0,0.879,0.666,1.554
Azerbaijan,2,0,0.69,32.448
Bahamas,0,0,0,0
Bahrain,1,0,1.175,239.777
Bangladesh,0,0.106,0.261,24.337
Barbados,0,0,0,0
Belarus,2,0,0.635,70.164
Belgium,0,1.321,1.035,7.679
Belize,0,0,0,0
Benin,0,0,0,3.299
Bhutan,0,0,0,0
Bolivia,2,0.105,1.713,68.705
Bosnia and Herzegovina,0,0,0,17.069
Botswana,0,0,0,8.08
Brazil,1,0,5.97,151.431
Brunei,0,0,0,0
Bulgaria,0,0,0.432,12.809
Burkina Faso,0,0,0,0.191
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,0,1,1.086,10.704
Cape Verde,0,0.435,0,19.785
Central African Republic,2,0,0.828,31.886
Chad,0,0,0,0.061
Chile,2,0.661,12.136,99.392
China,0,0,0,0.025
Colombia,2,0.299,1.238,41.566
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,0,0.089,0,14.723
Cote d'Ivoire,0,0.046,0.076,14.557
Croatia,0,0.045,0,0.731
Cuba,0,0.228,0,0.618
Cyprus,0,1.381,0,0
Czechia,0,0.377,0.187,4.762
Democratic Republic of Congo,0,0.006,0.033,1.407
Denmark,0,3.319,0,7.596
Djibouti,0,0,0,6.073
Dominica,0,0,0,0
Dominican Republic,2,0.238,1.659,38.625
Ecuador,2,0.072,2.097,31.004
Egypt,0,0,0.821,13.319
El Salvador,0,0.381,0.463,19.272
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,2.82
Estonia,0,1.13,0,1.508
Eswatini,2,0,0,37.064
Ethiopia,0,0.046,0.017,1.122
Fiji,0,0,0,0
Finland,0,0.493,0,0.902
France,0,0.615,0.429,7.017
Gabon,2,0,0.449,51.668
Gambia,0,0,0,0
Georgia,0,0,0,2.256
Germany,0,0,0.37,4.201
