country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0.206,7.09
Albania,2,0,0.695,26.757
Algeria,2,0,0.16,5.473
Andorra,2,0,0,0
Angola,2,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,1,0.223,0.752,63.856
Armenia,0,0,4.387,256.139
Australia,2,1.941,0,0.235
Austria,2,0.688,0,4.996
Azerbaijan,1,0,0.69,50.99
Bahamas,2,0,0,0
Bahrain,0,5.11,1.175,425.486
Bangladesh,2,0.112,0.243,23.487
Barbados,2,0,0,0
Belarus,2,2.157,0.635,35.029
Belgium,2,1.256,0.431,8.542
Belize,2,0,0,2.515
Benin,2,0,0,2.97
Bhutan,2,0,0,0
Bolivia,1,0.174,1.799,78.814
Bosnia and Herzegovina,1,0,0.914,42.368
Botswana,2,0,0,0
Brazil,0,0,4.658,220.456
Brunei,2,0,0,0
Bulgaria,2,0.399,0.576,15.111
Burkina Faso,2,0,0,0.335
Burundi,2,0,0,0
Cambodia,2,0,0,0.538
Cameroon,2,0,0,0
Canada,2,1.057,0.106,4.398
Cape Verde,1,0.514,3.597,43.166
Central African Republic,2,0,0,19.877
Chad,2,0,0,0.122
Chile,0,0.955,8.631,224.731
China,2,0,0,0.017
Colombia,1,0.371,3.086,75.526
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,2,0.135,0,29.838
Cote d'Ivoire,2,0.059,0.152,15.354
Croatia,2,0,0,13.641
Cuba,2,0.202,0,0.353
Cyprus,2,1.209,0,0
Czechia,2,0.423,0.374,15.688
Democratic Republic of Congo,2,0.011,0.078,1.574
Denmark,2,2.734,0.173,6.733
Djibouti,2,0,0,8.097
Dominica,2,0,0,0
Dominican Republic,1,0.336,1.291,57.43
Ecuador,2,0.113,3.571,39.676
Egypt,2,0,0.85,15.879
El Salvador,2,0.397,1.079,27.905
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,6.485
Estonia,2,0.427,0,1.508
Eswatini,2,0,0,18.963
Ethiopia,2,0.047,0.07,2.175
Fiji,2,0.035,0,0
Finland,2,0.393,0.18,3.429
France,2,0.786,0.398,24.328
Gabon,1,0,0,54.814
Gambia,2,0,0,0
Georgia,2,0,0,0.501
Germany,2,0,0.298,7.937
Ghana,2,0.061,0.257,11.618
Greece,2,0.385,0,2.111
Grenada,2,0,0,0
Guatemala,2,0.11,2.735,11.666
Guinea,2,0,0,6.548
Guinea-Bissau,2,0,1.524,29.472
Guyana,2,0,0,0
Haiti,2,0,0.175,15.698
Honduras,1,0,4.543,63.405
