country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0,1.028
Albania,1,0,2.085,169.921
Algeria,2,0,0.296,14.39
Andorra,2,0,0,0
Angola,2,0,0.03,3.682
Antigua and Barbuda,2,0,0,0
Argentina,1,0.594,8.187,260.777
Armenia,0,0,10.124,745.807
Australia,2,0,0,0.314
Austria,0,3.672,7.994,717.712
Azerbaijan,1,0,1.677,144.489
Bahamas,2,0,0,0
Bahrain,1,6.81,0,139.282
Bangladesh,2,0.082,0.091,8.92
Barbados,2,0,0,10.439
Belarus,2,0,0.317,104.875
Belgium,0,3.396,16.221,750.931
Belize,2,0,2.515,98.083
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,2,0.107,1.114,12.165
Bosnia and Herzegovina,0,0,16.764,585.525
Botswana,2,0,0,0
Brazil,1,0,4.276,193.621
Brunei,2,0,0,0
Bulgaria,0,1.602,8.347,552.498
Burkina Faso,2,0,0,0.574
Burundi,2,0,0,0
Cambodia,2,0,0,0.12
Cameroon,2,0,0,0
Canada,1,1.68,1.616,142.891
Cape Verde,1,0.942,5.396,134.895
Central African Republic,2,0,0,0
Chad,2,0,0,0.548
Chile,2,2.118,2.406,94.579
China,2,0,0,0.027
Colombia,1,0.705,3.852,191.734
Comoros,2,0,0,0
Congo,2,0,0,5.618
Costa Rica,1,0,1.767,206.12
Cote d'Ivoire,2,0.023,0,0.455
Croatia,0,2.27,8.282,703.974
Cuba,2,0.853,0.088,3.885
Cyprus,1,4.216,0,255.737
Czechia,0,3.766,14.38,1078.721
Democratic Republic of Congo,2,0.002,0,0.748
Denmark,1,11.939,0.863,246.366
Djibouti,2,0,0,5.061
Dominica,2,0,0,0
Dominican Republic,2,0,0.092,43.879
Ecuador,2,0.247,1.757,41.093
Egypt,2,0,0.137,2.189
El Salvador,2,0,0.771,28.368
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,1,3.682,0,181.676
Eswatini,2,0,0,7.758
Ethiopia,2,0.041,0.035,3.088
Fiji,2,0.156,0,0
Finland,2,2.73,0.18,48.008
France,0,5.757,12.685,930.347
Gabon,2,0,0,7.638
Gambia,2,0,0.414,1.241
Georgia,0,0,5.515,695.633
Germany,1,0,1.552,272.367
Ghana,2,0.065,0,0
Greece,1,2.493,1.247,234.768
Grenada,2,0,0,0
Guatemala,2,0.215,1.563,36.449
Guinea,2,0,0,0
Guinea-Bissau,2,0,0,0
Guyana,2,0,3.814,81.367
Haiti,2,0,0,1.579
Honduras,2,0,0.505,23.121
Hungary,0,2.073,10.662,487.456
Iceland,2,4.352,0,64.469
India,2,0.885,0.418,36.49
Indonesia,2,0.108,0.344,13.812
International,2,0,0,0
Iran,2,0,5.048,105.533
Iraq,2,0.495,1.715,88.707
Ireland,2,2.392,1.418,99.64
Israel,2,3.65,1.849,79.833
Italy,0,3.874,7.377,625.221
Jamaica,2,0.186,0.338,17.898
Japan,2,0.223,0.032,9.267
Jordan,0,2.284,6.567,527.681
Kazakhstan,2,1.695,0,43.778
Kenya,2,0.133,0.391,20.624
Kosovo,1,0,6.209,376.661
Kuwait,1,1.762,1.171,193.183
Kyrgyzstan,2,0,0.46,67.288
Laos,2,0,0,0
Latvia,1,3.721,3.711,189.269
Lebanon,1,0,2.491,313.826
Lesotho,2,0,0,1.867
Liberia,2,0,0,0.395
Libya,1,0.314,1.164,146.115
Liechtenstein,0,0,0,1284.841
Lithuania,0,5.308,2.204,608.311
Luxembourg,0,21.117,4.793,1052.756
Madagascar,2,0,0,0
Malawi,2,0.034,0,0.105
Malaysia,2,0.706,0.062,54.224
Maldives,2,2.725,1.85,72.15
Mali,2,0,0,1.185
Malta,1,6.661,6.794,292.16
Marshall Islands,2,0,0,0
Mauritania,2,0,0,5.807
Mauritius,2,0,0,0
Mexico,2,0.121,4.274,46.001
Moldova,1,0,3.966,231.782
Monaco,0,0,0,611.558
Mongolia,2,0,0,0.305
Montenegro,0,0,0,869.341
Morocco,1,0.558,1.842,146.245
Mozambique,2,0.037,0.064,3.007
Myanmar,2,0,0.441,24.665
Namibia,2,0.298,0,20.859
Nepal,2,0.348,0.618,99.839
Netherlands,1,0,6.887,424.865
New Zealand,2,0,0,0.415
Nicaragua,2,0,0,0
Niger,2,0,0,0.165
Nigeria,2,0,0,1.082
North Macedonia,0,1.634,5.76,540.948
Norway,2,5.051,0.184,111.783
Oman,2,0,0,0
Pakistan,2,0.162,0.091,6.8
Palestine,2,0.907,0.588,108.597
Panama,1,1.717,3.245,276.492
Papua New Guinea,2,0,0,0
Paraguay,2,0.411,1.402,98.563
Peru,2,0.267,0,0
Philippines,2,0.343,0.475,19.018
Poland,0,1.961,11.758,715.678
Portugal,0,4.175,5.1,544.293
Qatar,2,1.931,0,66.642
Romania,0,0,6.394,533.328
Russia,1,3.775,2.529,139.57
Rwanda,2,0.139,0,1.235
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,21.783
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,2,0,0,9.126
Saudi Arabia,2,1.543,0.488,12.524
Senegal,2,0.046,0,0.478
Serbia,1,1.903,1.47,335.362
Seychelles,2,0,0,10.169
Sierra Leone,2,0,0,0.251
Singapore,2,0,0,0.684
Slovakia,1,2.888,5.678,431.164
Slovenia,0,3.05,12.506,752.309
Solomon Islands,2,0,0,0
Somalia,2,0,0,0
South Africa,2,0.389,1.214,29.692
South Korea,2,0.235,0.02,1.736
South Sudan,2,0,0,0
Spain,0,0,7.422,481.576
Sri Lanka,2,0.543,0.047,18.68
Sudan,2,0,0,0
Suriname,2,0,0,3.409
Sweden,1,3.309,1.98,465.083
Switzerland,0,3.779,9.475,1087.165
Syria,2,0,0.229,3.543
Taiwan,2,0.017,0,0.168
Tajikistan,2,0,0,3.879
Tanzania,2,0,0,0
Thailand,2,0.046,0,0.172
Timor,2,0,0,0
Togo,2,0.087,0,2.174
Trinidad and Tobago,2,0.078,0,17.149
Tunisia,2,0,0,0
Turkey,2,1.722,0.984,28.883
Uganda,2,0.073,0.306,6.209
Ukraine,1,0,4.802,227.17
United Arab Emirates,1,13.913,0.202,130.632
United Kingdom,1,5.029,5.229,343.547
United States,1,4.639,3.61,379.779
Uruguay,2,0.876,0,17.56
Uzbekistan,2,0,0,3.884
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,2,0,0.07,13.504
Vietnam,2,0,0,0.051
Yemen,2,0,0.034,0.134
Zambia,2,0.335,0,2.665
Zimbabwe,2,0.051,0.135,1.817
