country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0,0.565
Albania,2,0,1.737,53.166
Algeria,2,0,0.137,4.789
Andorra,2,0,0,0
Angola,2,0,0,1.613
Antigua and Barbuda,2,0,0,10.212
Argentina,1,0.46,3.164,205.24
Armenia,0,0,0.675,82.342
Australia,2,0,0.196,0.51
Austria,0,2.013,0.222,90.269
Azerbaijan,2,0,0.197,14.597
Bahamas,0,0,10.172,94.088
Bahrain,1,13.418,0.588,364.367
Bangladesh,2,0.08,0.194,9.515
Barbados,2,0,0,0
Belarus,2,0,0.317,24.446
Belgium,0,2.277,0.604,94.826
Belize,2,0,0,40.239
Benin,2,0,0,0
Bhutan,2,0,0,9.072
Bolivia,2,0.141,3.084,35.895
Bosnia and Herzegovina,0,0,1.829,97.537
Botswana,2,0,0,0
Brazil,0,0,3.477,155.519
Brunei,2,0,0,0
Bulgaria,2,1.289,0.288,12.377
Burkina Faso,2,0,0,0.909
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,2.26
Canada,2,1.705,0.159,14.679
Cape Verde,0,0.853,0,80.937
Central African Republic,2,0,0,0
Chad,2,0,0,0.122
Chile,0,1.822,2.877,96.62
China,2,0,0,0.016
Colombia,0,0.44,7.35,155.789
Comoros,2,0,0,0
Congo,2,0,0,1.087
Costa Rica,1,0.611,3.926,262.656
Cote d'Ivoire,2,0.064,0,2.616
Croatia,2,1.329,0,51.641
Cuba,2,0.594,0.177,4.503
Cyprus,2,3.368,0,28.542
Czechia,1,1.422,0.374,190.868
Democratic Republic of Congo,2,0.002,0,0.357
Denmark,0,6.915,0,101.861
Djibouti,2,0,0,0
Dominica,2,0,0,0
Dominican Republic,0,0.358,0.922,89.234
Ecuador,0,0.378,2.267,84.509
Egypt,2,0,0.166,1.251
El Salvador,2,0.38,0.617,12.642
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,1.752,0,45.984
Eswatini,2,0,0.862,25.858
Ethiopia,2,0.09,0.148,5.358
Fiji,2,0.037,0,0
Finland,2,2.212,0,11.551
France,2,1.453,0,2.957
Gabon,2,0,0,0
Gambia,2,0,0,7.862
Georgia,2,0,0,46.877
Germany,2,0,0.024,20.111
Ghana,2,0.05,0.064,3.765
Greece,2,1.18,0.384,23.026
Grenada,2,0,0,0
Guatemala,2,0.073,1.619,45.1
Guinea,2,0,0,4.188
Guinea-Bissau,2,0,0,0
Guyana,0,0,2.543,83.91
Haiti,2,0,0,0
Honduras,0,0,2.019,53.712
Hong Kong,2,0,0,0
Hungary,0,1.294,0.621,83.744
Iceland,1,4.114,0,225.641
India,0,0.639,0.821,67.105
Indonesia,2,0.089,0.409,15.238
International,2,0,0,0
Iran,2,0,1.976,33.872
Iraq,0,0.434,2.064,97.135
Ireland,0,2.912,0,54.073
Israel,1,4.949,3.119,440.065
Italy,2,1.707,0.397,27.075
Jamaica,0,0.213,1.689,63.151
Japan,2,0.075,0.032,4.752
Jordan,2,0,0.098,19.21
Kazakhstan,2,0.986,0.053,15.977
Kenya,2,0,0,1.953
Kosovo,2,0,1.552,32.596
Kuwait,0,0.83,0.234,121.998
Kyrgyzstan,2,0,0,13.948
Laos,2,0,0,0
Latvia,2,1.273,0,9.013
Lebanon,0,0,0.733,114.132
Lesotho,2,0,0,0
Liberia,2,0,0,0.198
Libya,0,0.504,2.62,115.844
Liechtenstein,2,0,0,26.221
Lithuania,2,1.153,0,36.366
Luxembourg,2,5.904,0,0
Madagascar,2,0.021,0.072,1.77
Malawi,2,0,0,0.105
Malaysia,2,0.316,0.031,0.618
Maldives,0,2.605,0,149.85
Mali,2,0,0,0.741
Malta,0,4.974,4.53,147.212
Marshall Islands,2,0,0,0
Mauritania,2,0.087,0,0.86
Mauritius,2,0,0,0
Mexico,2,0.048,3.529,40.075
Moldova,0,0,3.718,170.552
Monaco,2,0,0,25.482
Mongolia,2,0,0,0.305
Montenegro,1,0,1.592,297.741
Morocco,0,0.647,1.084,69.14
Mozambique,2,0.058,0.032,8.734
