country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.026,1.259
Albania,0,0,0.347,2.78
Algeria,0,0,0.296,1.984
Andorra,1,0,25.885,168.252
Angola,0,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,0,0.037,0.111,1.527
Armenia,0,0,0.675,9.449
Australia,0,0.171,0.039,2.51
Austria,0,0.376,1.777,20.541
Azerbaijan,0,0,0.099,4.833
Bahamas,0,0,0,5.086
Bahrain,2,2.049,0.588,98.144
Bangladesh,0,0.011,0.043,1.269
Barbados,0,0,0,0
Belarus,2,0.41,0.423,38.31
Belgium,2,0.704,21.916,45.731
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,0,0,0.086,2.056
Bosnia and Herzegovina,0,0,0.305,14.021
Botswana,0,0,0,0
Brazil,0,0,0.96,8.619
Brunei,0,0,0,0
Bulgaria,0,0,0.432,4.03
Burkina Faso,0,0,0.144,1.483
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0.075,1.055
Canada,2,0.464,3.179,35.901
Cape Verde,0,0,0,1.799
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,0,0.144,0.523,20.506
China,0,0,0,0.065
Colombia,0,0.045,0.295,2.496
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,0,0.015,0,1.178
Cote d'Ivoire,0,0.005,0,0.455
Croatia,0,0.139,1.462,13.154
Cuba,0,0.149,0,3.532
Cyprus,2,1.944,0,37.676
Czechia,0,0.576,1.681,4.856
Democratic Republic of Congo,0,0.002,0,0.067
Denmark,2,1.074,2.417,33.321
Djibouti,2,0,0,65.789
Dominica,0,0,0,0
Dominican Republic,0,0.119,0.553,10.97
Ecuador,0,0.015,0.794,4.194
Egypt,0,0,0.137,1.564
El Salvador,0,0.086,0,1.85
Equatorial Guinea,0,0,0,14.255
Eritrea,0,0,0,0
Estonia,2,1.401,2.262,30.907
Eswatini,0,0,0,0
Ethiopia,0,0.004,0,0.07
Fiji,0,0.013,0,0
Finland,0,0.221,0.902,17.507
France,2,0,11.414,76.156
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,0,0,7.019
Germany,0,0,1.194,15.361
Ghana,0,0,0,2.253
Greece,0,0,0.192,2.399
Grenada,0,0,0,0
Guatemala,0,0.003,0,0.614
Guinea,0,0,0,3.35
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,2.543
Haiti,0,0,0,0
Honduras,0,0,0.101,1.01
Hungary,0,0.104,1.346,5.59
Iceland,0,3.068,0,26.374
India,0,0.02,0.025,0.749
Indonesia,0,0.015,0.219,1.031
International,0,0,0,0
Iran,0,0,1.167,18.74
Iraq,0,0.19,0,0.547
Ireland,1,0.866,8.303,168.496
Israel,2,1.465,0.924,46.098
Italy,2,0.443,9.957,49.155
Jamaica,0,0,0,0
Japan,0,0.065,0.111,3.985
Jordan,0,0,0,0.588
Kazakhstan,0,0.202,0.107,7.509
Kenya,0,0.013,0,0.149
Kosovo,0,0,0.517,7.761
Kuwait,0,0,0.234,12.879
Kyrgyzstan,0,0,0,1.686
Laos,0,0,0,0
Latvia,0,0.128,0,1.06
Lebanon,0,0,0.147,1.319
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0.002,0,1.31
Liechtenstein,0,0,0,0
Lithuania,0,0.595,1.837,2.939
Luxembourg,0,2.192,-3.195,23.963
Madagascar,0,0,0,0.072
Malawi,0,0,0,0
Malaysia,0,0.095,0.154,5.252
Maldives,0,0.044,0,0
Mali,0,0,0.148,1.037
Malta,0,2.405,0,20.383
Marshall Islands,0,0,0,0
Mauritania,0,0.014,0,0
Mauritius,0,0,0,0
Mexico,0,0.023,0.574,2.986
Moldova,2,0,1.239,55.033
Monaco,0,0,0,0
Mongolia,0,0,0,3.965
Montenegro,0,0,1.592,14.33
Morocco,0,0.022,0,3.387
Mozambique,0,0.003,0,0.224
Myanmar,0,0.007,0,0.018
Namibia,0,0,0,0
Nepal,0,0.021,0,0.069
Netherlands,2,0,7.12,50.774
New Zealand,0,0.648,0.829,3.525
Nicaragua,0,0,0,0
