country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,48.15
Albania,1,0,0,57.41
Algeria,1,0,0,79.63
Andorra,1,0,0,45.37
Angola,1,0,0,76.39
Antigua and Barbuda,1,0,0,0
Argentina,1,0.434,2.5,87.96
Armenia,1,0,0,0
Australia,2,0,251.7,79.17
Austria,1,1.551,38.2,35.19
Azerbaijan,1,0,0,85.19
Bahamas,1,0,0,0
Bahrain,1,0,25.7,69.44
Bangladesh,1,0.079,5,80.09
Barbados,1,0,0,38.89
Belarus,1,0,71.1,16.67
Belgium,1,1.796,35.6,58.33
Belize,1,0,0,72.69
Benin,1,0,0,41.67
Bhutan,1,0,0,97.22
Bolivia,1,0.222,2.3,84.26
Bosnia and Herzegovina,1,0,0,53.7
Botswana,1,0,0,47.22
Brazil,1,0,0,69.91
Brunei,1,0,0,40.74
Bulgaria,1,0.985,38.1,38.89
Burkina Faso,1,0,0,48.15
Burundi,1,0,0,11.11
Cambodia,1,0,0,47.22
Cameroon,1,0,0,60.19
Canada,2,1.586,128.4,64.35
Cape Verde,1,0.653,8.2,65.28
Central African Republic,1,0,0,54.63
Chad,1,0,0,64.81
Chile,1,1.5,15.6,81.94
China,1,0,0,78.24
Colombia,1,0.602,0,87.04
Comoros,1,0,0,0
Congo,1,0,0,67.59
Costa Rica,1,0.361,0,72.22
Cote d'Ivoire,1,0.036,16,38.43
Croatia,1,0.401,8.6,35.19
Cuba,1,0.403,91.2,82.41
Cyprus,2,3.655,272.4,47.22
Czechia,1,0.907,26.1,36.11
Democratic Republic of Congo,1,0.003,11.3,40.74
Denmark,2,6.164,309.1,50.93
Djibouti,1,0,0,50.93
Dominica,1,0,0,36.11
Dominican Republic,1,0.363,4.9,78.7
Ecuador,1,0.156,0,73.61
Egypt,1,0,0,62.96
El Salvador,1,0.382,9.1,89.81
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,89.81
Estonia,2,1.046,120.6,23.15
Eswatini,1,0,0,64.81
Ethiopia,1,0.2,14.4,80.56
Fiji,1,0.059,0,54.63
Finland,0,2.915,551.9,32.41
France,1,2.527,31.2,48.15
Gabon,1,0,0,66.67
Gambia,1,0,0,77.78
Georgia,1,0,0,57.41
Germany,1,0,0,56.94
Ghana,1,0.052,6.2,52.78
Greece,1,0,81.1,56.02
Grenada,1,0,0,0
Guatemala,1,0.188,3.9,87.04
Guinea,1,0,0,70.83
Guinea-Bissau,1,0,0,0
