country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,0,0,0,67.59
Albania,0,0,0,84.26
Algeria,0,0,0,86.57
Andorra,0,0,0,48.15
Angola,0,0,0,90.74
Antigua and Barbuda,1,0,0,0
Argentina,0,0.028,7.5,100
Armenia,1,0,0,0
Australia,0,0,34,73.15
Austria,0,4.033,13.3,81.48
Azerbaijan,0,0,0,88.89
Bahamas,1,0,0,0
Bahrain,0,0,38.4,78.7
Bangladesh,2,0.001,90.4,87.04
Barbados,0,0,0,73.15
Belarus,1,0,36.7,8.33
Belgium,0,0.525,3.7,81.48
Belize,0,0,0,75
Benin,0,0,0,70.83
Bhutan,0,0,0,83.33
Bolivia,0,0,6.6,84.26
Bosnia and Herzegovina,0,0,0,89.81
Botswana,0,0,0,86.11
Brazil,0,0,0,74.54
Brunei,0,0,0,52.78
Bulgaria,0,0,0,71.3
Burkina Faso,0,0,0,84.26
Burundi,1,0,0,13.89
Cambodia,0,0,0,57.41
Cameroon,0,0,0,57.41
Canada,0,0.443,15.5,74.54
Cape Verde,0,0,0,79.63
Central African Republic,0,0,0,68.52
Chad,1,0,0,33.33
Chile,0,0.14,11.6,73.15
China,0,0,0,73.61
Colombia,0,0.023,0,87.96
Comoros,1,0,0,0
Congo,0,0,0,97.22
Costa Rica,0,0.026,0,75
Cote d'Ivoire,0,0,0,80.56
Croatia,0,0.164,8,96.3
Cuba,0,0.071,18.7,66.67
Cyprus,0,0.688,0,92.59
Czechia,0,0.623,19.2,74.07
Democratic Republic of Congo,0,0,0,77.78
Denmark,0,0.993,13.2,72.22
Djibouti,0,0,0,94.44
Dominica,0,0,0,79.63
Dominican Republic,0,0.017,2.8,92.59
Ecuador,0,0.04,0,93.52
Egypt,0,0,0,84.26
El Salvador,0,0,0,88.89
Equatorial Guinea,1,0,0,0
Eritrea,0,0,0,93.52
Estonia,0,1.949,32.6,77.78
Eswatini,0,0,0,86.11
Ethiopia,0,0.001,28.8,68.52
Fiji,2,0.027,80.4,88.89
Finland,0,0.421,17.8,67.59
France,0,0,0,87.96
Gabon,0,0,0,66.67
Gambia,0,0,0,78.7
Georgia,0,0,0,100
Germany,0,0,0,76.85
Ghana,2,0,81.1,86.11
Greece,0,0.143,10.5,84.26
Grenada,1,0,0,0
Guatemala,0,0.003,16.5,93.52
Guinea,0,0,0,78.7
Guinea-Bissau,1,0,0,0
Guyana,0,0,0,57.41
Haiti,0,0,0,82.41
Honduras,0,0,0,100
Hungary,0,0.123,25.9,76.85
Iceland,0,3.707,16.6,53.7
India,0,0,11.9,100
Indonesia,0,0.002,3.6,50.93
International,1,0,0,0
Iran,0,0,0,57.41
Iraq,0,0,0,96.3
Ireland,0,0.4,6.9,85.19
Israel,0,1.181,12.9,85.19
Italy,0,0.658,6.4,91.67
