country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,67.59
Albania,2,0,0,84.26
Algeria,2,0,0,86.57
Andorra,2,0,0,48.15
Angola,2,0,0,90.74
Antigua and Barbuda,0,0,0,0
Argentina,2,0.013,5.2,100
Armenia,0,0,0,0
Australia,2,0,29.1,71.3
Austria,2,0.321,4.9,81.48
Azerbaijan,2,0,0,88.89
Bahamas,0,0,0,0
Bahrain,2,0,41.8,78.7
Bangladesh,2,0.001,80.5,87.04
Barbados,2,0,0,73.15
Belarus,0,0.106,107.1,8.33
Belgium,2,0.555,3.6,81.48
Belize,2,0,0,54.63
Benin,2,0,0,70.83
Bhutan,2,0,0,83.33
Bolivia,2,0.007,6.5,84.26
Bosnia and Herzegovina,2,0,0,89.81
Botswana,2,0,0,61.11
Brazil,2,0,0,74.54
Brunei,2,0,0,52.78
Bulgaria,2,0,0,73.15
Burkina Faso,2,0,0,84.26
Burundi,0,0,0,13.89
Cambodia,2,0,0,57.41
Cameroon,2,0,0,57.41
Canada,2,0.409,20.2,72.69
Cape Verde,2,0,0,74.07
Central African Republic,2,0,0,68.52
Chad,0,0,0,27.78
Chile,2,0.159,0,73.15
China,2,0,0,73.61
Colombia,2,0.08,0,87.96
Comoros,0,0,0,0
Congo,2,0,0,97.22
Costa Rica,2,0.03,0,71.3
Cote d'Ivoire,2,0,0,80.56
Croatia,2,0.149,8,96.3
Cuba,2,0.039,14.7,66.67
Cyprus,2,0.628,0,92.59
Czechia,2,0.622,17.2,82.41
Democratic Republic of Congo,2,0,0,77.78
Denmark,2,0.554,10.8,72.22
Djibouti,2,0,0,94.44
Dominica,0,0,0,30.56
Dominican Republic,2,0.041,3.3,92.59
Ecuador,2,0.035,0,93.52
Egypt,2,0,0,84.26
El Salvador,2,0,0,88.89
Equatorial Guinea,0,0,0,0
Eritrea,2,0,0,80.56
Estonia,2,1.526,23,77.78
Eswatini,2,0,0,86.11
Ethiopia,2,0.001,35,68.52
Fiji,1,0.012,188.8,88.89
Finland,2,0.204,15.5,67.59
France,2,0,0,87.96
Gabon,2,0,0,66.67
Gambia,2,0,0,78.7
Georgia,2,0,0,100
Germany,2,0,0,76.85
Ghana,2,0,42.8,86.11
Greece,2,0.074,13.4,84.26
Grenada,0,0,0,0
Guatemala,2,0.002,22.2,93.52
Guinea,2,0,0,78.7
Guinea-Bissau,0,0,0,0
Guyana,2,0,0,57.41
Haiti,2,0,0,82.41
Honduras,2,0,0,100
Hong Kong,2,0,0,63.89
Hungary,2,0.087,26.3,76.85
Iceland,2,4.724,16,53.7
India,2,0,23.6,100
Indonesia,2,0,4.5,50.93
International,0,0,0,0
Iran,2,0,0,57.41
Iraq,2,0,0,96.3
Ireland,2,0.39,8,85.19
Israel,2,0.923,10.7,81.48
Italy,2,0.49,5.7,91.67
Jamaica,2,0,15.4,75
Japan,0,0.015,9.1,40.74
Jordan,2,0,0,100
Kazakhstan,2,0.527,77.6,92.13
Kenya,2,0.004,24.5,87.04
Kosovo,2,0,0,92.59
Kuwait,2,0,0,81.48
Kyrgyzstan,2,0,0,92.13
Laos,2,0,0,96.3
Latvia,2,0.265,30.6,69.44
Lebanon,2,0,0,85.19
Lesotho,2,0,0,90.74
Liberia,2,0,0,79.63
Libya,2,0,0,90.74
Liechtenstein,0,0,0,0
Lithuania,2,0.542,22.9,81.48
Luxembourg,2,1.495,9,79.63
Madagascar,2,0,0,91.67
Malawi,2,0,0,52.78
Malaysia,2,0.033,16.3,73.15
Maldives,0,0,81.2,0
Mali,2,0,0,72.22
Malta,0,1.416,64.3,0
Marshall Islands,0,0,0,0
Mauritania,2,0,0,77.78
Mauritius,2,0,0,82.41
Mexico,2,0.012,11.3,82.41
Moldova,2,0,0,87.04
Monaco,2,0,0,85.19
Mongolia,2,0,0,62.96
Montenegro,0,0,0,0
Morocco,2,0.004,4.6,93.52
Mozambique,0,0.001,0,47.22
Myanmar,2,0,0,57.41
Namibia,2,0,0,66.67
Nepal,1,0.002,149.2,96.3
Netherlands,2,0,0,79.63
New Zealand,2,0.422,24.9,96.3
Nicaragua,0,0,0,15.74
Niger,2,0,0,61.11
Nigeria,2,0,0,82.87
North Macedonia,0,0.188,0,0
Norway,2,0.636,11,79.63
Oman,2,0,0,85.19
Pakistan,2,0.001,9.3,96.3
Palestine,2,0,0,96.3
Panama,2,0.084,3.9,75.93
Papua New Guinea,2,0,0,74.07
Paraguay,2,0.013,14.6,93.52
Peru,2,0.039,0,94.44
Philippines,2,0,0,100
Poland,2,0,0,81.48
Portugal,2,0.779,9.4,82.41
Qatar,2,0.795,42.4,86.11
Romania,2,0.081,8.3,87.04
Russia,1,0,116,87.04
Rwanda,2,0,0,90.74
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,0,0,83.33
Sao Tome and Principe,0,0,0,0
Saudi Arabia,2,0.211,54.3,89.81
Senegal,2,0.006,9.5,77.78
Serbia,2,0.07,4.4,100
Seychelles,2,0,0,52.78
Sierra Leone,2,0,0,57.41
Singapore,0,0,0,38.89
Slovakia,2,0.161,29.5,75
Slovenia,2,0.62,23.8,89.81
Solomon Islands,0,0,0,44.44
Somalia,2,0,0,52.78
South Africa,2,0.045,32,87.96
South Korea,2,0.234,80.8,75.93
South Sudan,2,0,0,73.15
Spain,2,0,0,85.19
Sri Lanka,2,0.01,25.3,100
Sudan,2,0,0,76.85
Suriname,2,0,0,71.3
Sweden,2,0,0,53.7
Switzerland,2,0.823,6.4,73.15
Syria,2,0,0,84.26
Taiwan,0,0.039,56.5,31.48
Tajikistan,0,0,0,19.44
Tanzania,0,0,0,47.22
Thailand,2,0.036,23.6,68.06
Timor,2,0,0,75
Togo,2,0.011,26,69.44
Trinidad and Tobago,2,0,0,79.63
Tunisia,2,0.047,11.8,90.74
Turkey,2,0.183,0,75.93
Uganda,2,0,0,93.52
Ukraine,2,0,0,88.89
United Arab Emirates,1,1.361,160.8,84.26
United Kingdom,2,0.175,0,79.63
United States,2,0.42,0,72.69
Uruguay,2,0.113,0,62.96
Uzbekistan,2,0,0,90.74
Vanuatu,2,0,0,83.33
Vatican,0,0,0,0
Venezuela,2,0,0,82.41
Vietnam,1,0,401.7,83.33
Yemen,0,0,0,38.89
Zambia,2,0.002,13.1,47.22
Zimbabwe,2,0,0,87.96
