country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,8.33
Albania,1,0,0,50.93
Algeria,1,0,0,68.52
Andorra,1,0,0,62.96
Angola,1,0,0,60.19
Antigua and Barbuda,1,0,0,0
Argentina,1,0.561,2.4,79.17
Armenia,1,0,0,0
Australia,2,2.055,6200.8,52.31
Austria,1,3.505,4.3,75
Azerbaijan,1,0,0,64.35
Bahamas,1,0,0,0
Bahrain,1,6.086,52.2,58.33
Bangladesh,1,0.088,8.5,80.09
Barbados,1,0,0,40.74
Belarus,1,0,26.6,22.22
Belgium,1,2.743,4.7,65.74
Belize,1,0,0,66.67
Benin,1,0,0,40.74
Bhutan,1,0,0,66.67
Bolivia,1,0.085,9.2,84.26
Bosnia and Herzegovina,1,0,0,48.15
Botswana,1,0,0,56.48
Brazil,1,0,0,54.17
Brunei,1,0,0,35.19
Bulgaria,1,1.593,3,48.15
Burkina Faso,1,0,0,22.22
Burundi,1,0,0,14.81
Cambodia,1,0,0,39.81
Cameroon,1,0,0,45.37
Canada,1,1.384,13.3,60.65
Cape Verde,1,1.225,7.1,71.3
Central African Republic,1,0,0,24.07
Chad,1,0,0,70.37
Chile,1,1.159,24.5,81.94
China,1,0,0,63.43
Colombia,1,0.593,0,65.74
Comoros,1,0,0,0
Congo,1,0,0,47.22
Costa Rica,1,0,0,55.56
Cote d'Ivoire,1,0.029,63.1,25
Croatia,1,2.358,3.6,31.48
Cuba,1,0.724,210.8,59.26
Cyprus,1,3.757,17.6,69.44
Czechia,1,3.075,3.7,73.15
Democratic Republic of Congo,1,0.003,6.7,22.22
Denmark,1,13.12,66.7,54.63
Djibouti,1,0,0,43.52
Dominica,1,0,0,34.26
Dominican Republic,1,0,8.1,64.81
Ecuador,1,0.237,0,52.78
Egypt,1,0,0,60.19
El Salvador,1,0,15.2,52.78
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,82.41
Estonia,1,3.944,26.1,25.93
Eswatini,1,0,0,48.15
Ethiopia,1,0.045,12.4,51.85
Fiji,1,0,825.2,49.07
Finland,1,2.958,64.2,40.74
France,1,0.773,8.4,78.7
Gabon,1,0,0,66.67
Gambia,1,0,0,36.11
Georgia,1,0,0,64.81
Germany,1,0,0,64.81
Ghana,1,0.049,23.5,38.89
Greece,1,2.467,9.1,78.7
Grenada,1,0,0,0
Guatemala,1,0.305,6.8,49.54
Guinea,1,0,0,37.04
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,72.22
Haiti,1,0,0,47.22
Honduras,1,0,0,87.04
Hungary,1,2.172,4.1,72.22
Iceland,1,2.535,46.3,52.78
India,1,0.836,24.3,61.57
Indonesia,1,0.138,7.8,50.46
International,1,0,0,0
Iran,1,0,3.9,68.06
Iraq,1,0.432,5.5,51.85
Ireland,1,2.185,27.7,81.48
Israel,1,4.677,51.6,65.74
Italy,1,3.732,6.2,79.63
Jamaica,1,0.185,13.3,67.59
Japan,1,0.266,20.2,38.89
Jordan,1,2.092,4.6,78.7
Kazakhstan,1,1.77,39.6,66.2
Kenya,1,0,6.2,62.96
Kosovo,1,0,0,74.07
Kuwait,1,1.594,8.6,62.96
Kyrgyzstan,1,0,0,56.02
Laos,1,0,0,33.33
Latvia,1,4.04,19.9,53.7
Lebanon,1,0,0,57.41
Lesotho,1,0,0,47.22
Liberia,1,0,0,57.41
Libya,1,0.524,4.2,79.63
Liechtenstein,1,0,0,0
Lithuania,1,4.547,7.6,62.96
Luxembourg,1,18.589,21.5,56.48
Madagascar,1,0,14.2,37.04
Malawi,1,0.024,172.3,50.93
Malaysia,1,0.593,17.6,80.09
Maldives,1,2.176,41.8,0
Mali,1,0,0,37.96
Malta,1,7.836,23.3,0
Marshall Islands,1,0,0,0
Mauritania,1,0,27,17.59
Mauritius,1,0,0,16.67
Mexico,1,0.136,2.2,71.76
Moldova,1,0,0,48.15
Monaco,1,0,0,0
Mongolia,1,0,0,35.19
Montenegro,1,0,0,0
Morocco,1,0.589,4.1,66.2
Mozambique,1,0.042,16.7,55.09
Myanmar,1,0,0,79.63
Namibia,1,0.445,27.5,37.96
Nepal,1,0.346,4.1,63.89
Netherlands,1,0,0,65.74
New Zealand,0,1.243,1710.2,22.22
Nicaragua,1,0,0,8.33
Niger,1,0,0,24.07
Nigeria,1,0,21.6,50.93
North Macedonia,1,1.591,2.8,0
Norway,1,4.402,40.8,52.78
Oman,1,0,0,37.04
Pakistan,1,0.145,20.9,47.69
Palestine,1,1.001,8.1,40.74
Panama,1,1.457,6.8,58.33
Papua New Guinea,1,0,0,37.96
Paraguay,1,0.378,4.8,64.81
Peru,1,0.277,0,74.07
Philippines,1,0.33,16.7,68.98
Poland,1,1.374,2.3,71.3
Portugal,1,4.292,7.3,60.65
Qatar,1,1.782,23.2,64.81
Romania,1,0,3.8,66.67
Russia,1,4.055,26.1,44.91
Rwanda,1,0.23,94.1,58.33
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,1,0,0,40.74
Sao Tome and Principe,1,0,0,0
Saudi Arabia,1,1.461,134.9,50
Senegal,1,0.044,60.6,37.96
Serbia,1,1.839,4.7,54.63
Seychelles,1,0,0,31.48
Sierra Leone,1,0,0,31.48
Singapore,0,0,3275.8,52.78
Slovakia,1,2.305,6.5,73.15
Slovenia,1,3.255,3.9,68.52
Solomon Islands,1,0,0,43.52
Somalia,1,0,0,37.96
South Africa,1,0.463,12.2,38.89
South Korea,1,0.229,78.3,44.44
South Sudan,1,0,218.6,35.19
Spain,1,0,8.8,71.3
Sri Lanka,1,0.472,22.3,55.09
Sudan,1,0,0,28.7
Suriname,1,0,0,54.63
Sweden,1,3.687,8.5,50
Switzerland,1,3.601,3.8,59.26
Syria,1,0,0,54.17
Taiwan,1,0.012,112.4,23.15
Tajikistan,1,0,0,33.33
Tanzania,1,0,0,13.89
Thailand,1,0.067,644.7,47.22
Timor,1,0,0,25.93
Togo,1,0.104,34.4,52.78
Trinidad and Tobago,1,0.064,5.6,65.74
Tunisia,1,0,0,62.96
Turkey,1,1.731,57.6,62.5
Uganda,1,0.04,11.3,45.37
Ukraine,1,1.004,4.9,58.8
United Arab Emirates,1,11.592,107.7,45.37
United Kingdom,1,5.206,13.4,63.89
United States,1,4.829,0,65.28
Uruguay,1,1.25,53,43.52
Uzbekistan,1,0,0,39.81
Vanuatu,1,0,0,22.22
Vatican,1,0,0,0
Venezuela,1,0,0,87.96
Vietnam,1,0,0,43.06
Yemen,1,0,0,24.07
Zambia,1,0.219,96.8,45.37
Zimbabwe,1,0.041,22.3,67.59
