country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,78.7
Albania,2,0,0,62.96
Algeria,2,0,0,79.63
Andorra,2,0,0,45.37
Angola,2,0,0,79.17
Antigua and Barbuda,2,0,0,0
Argentina,2,0.238,2.5,90.74
Armenia,2,0,0,0
Australia,2,1.536,121.6,75.46
Austria,2,0.569,75.2,35.19
Azerbaijan,2,0,0,93.52
Bahamas,2,0,0,0
Bahrain,2,4.364,22.3,69.44
Bangladesh,2,0.022,4.5,80.09
Barbados,2,0,0,45.37
Belarus,2,0,73.4,16.67
Belgium,2,1.009,38,62.96
Belize,2,0,0,69.44
Benin,2,0,0,41.67
Bhutan,2,0,0,62.96
Bolivia,2,0.254,1.9,84.26
Bosnia and Herzegovina,2,0,0,59.26
Botswana,2,0,0,64.35
Brazil,2,0,0,72.69
Brunei,2,0,0,39.81
Bulgaria,2,0.215,21.6,41.67
Burkina Faso,2,0,0,56.48
Burundi,2,0,0,11.11
Cambodia,2,0,0,38.89
Cameroon,2,0,0,60.19
Canada,2,1.185,114.6,67.13
Cape Verde,2,0.396,9.5,65.28
Central African Republic,2,0,0,54.63
Chad,2,0,0,64.81
Chile,2,1.303,10.7,87.5
China,2,0,0,78.24
Colombia,2,0.74,0,87.04
Comoros,2,0,0,0
Congo,2,0,0,62.04
Costa Rica,2,0.396,0,62.96
Cote d'Ivoire,2,0.042,12.9,31.94
Croatia,2,0.24,23.1,35.19
Cuba,0,0.308,159.3,66.67
Cyprus,0,3.338,165.4,47.22
Czechia,2,0.247,30.6,36.11
Democratic Republic of Congo,2,0.003,8.6,55.56
Denmark,0,2.713,363.1,50.93
Djibouti,2,0,0,50.93
Dominica,2,0,0,44.44
Dominican Republic,2,0.155,2.6,78.7
Ecuador,2,0.05,0,76.39
Egypt,2,0,0,60.19
El Salvador,2,0.379,6.1,89.81
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,89.81
Estonia,2,0.237,90.1,23.15
Eswatini,2,0,0,80.56
Ethiopia,2,0.066,11.6,80.56
Fiji,2,0,0,54.63
Finland,0,0.824,577.4,35.19
France,2,0.253,71.4,46.3
Gabon,2,0,0,66.67
Gambia,2,0,0,35.65
Georgia,2,0,0,51.85
Germany,2,0,100,57.87
Ghana,2,0.105,5.7,52.78
Greece,0,0.57,208.4,46.3
Grenada,2,0,0,0
Guatemala,2,0.032,3.5,87.04
Guinea,2,0,0,68.52
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,75.93
Haiti,2,0,0,28.7
Honduras,2,0,0,96.3
Hungary,0,0.218,184.4,54.63
Iceland,2,3.531,83.4,46.3
India,2,0.336,9.6,79.63
Indonesia,2,0.024,6.7,62.5
International,2,0,0,0
Iran,2,0.308,9.8,61.57
Iraq,2,0.358,6.1,92.59
Ireland,2,0.634,107.4,38.89
Israel,2,1.165,13.6,52.78
Italy,0,0.716,182.5,48.15
Jamaica,2,0.237,68.5,68.52
Japan,2,0.084,13.8,34.26
Jordan,2,0,0,48.15
Kazakhstan,2,0.674,9.1,80.56
Kenya,2,0.1,9.1,73.15
Kosovo,2,0,0,69.44
Kuwait,2,0.478,5.8,65.74
Kyrgyzstan,2,0,0,79.17
Laos,2,0,0,36.11
Latvia,0,0.718,426.7,47.22
Lebanon,2,0,0,61.11
Lesotho,2,0,0,71.3
Liberia,2,0,0,64.81
Libya,2,0.132,7.7,87.96
Liechtenstein,2,0,0,0
Lithuania,0,0.5,213.8,34.26
Luxembourg,2,1.374,93.8,25.93
Madagascar,2,0,2.4,68.98
Malawi,2,0.019,7,60.19
Malaysia,0,0.139,407.2,47.22
Maldives,2,2.187,9.3,0
Mali,2,0,0,47.22
Malta,2,3.255,66.3,0
Marshall Islands,2,0,0,0
Mauritania,2,0,25.8,29.63
Mauritius,2,0,0,16.67
Mexico,2,0.035,1.8,70.83
Moldova,2,0,0,57.41
Monaco,2,0,0,0
Mongolia,2,0,0,60.19
Montenegro,2,0,0,0
Morocco,2,0.576,28.1,64.81
Mozambique,2,0.023,26.1,51.85
Myanmar,1,0.019,2568.8,74.07
Namibia,2,0.541,11.4,50
Nepal,2,0.304,28.4,78.7
Netherlands,2,0,50,39.81
New Zealand,1,0.35,1454.5,22.22
Nicaragua,2,0,0,20.37
Niger,2,0,0,25.93
Nigeria,2,0.007,7.5,73.15
North Macedonia,2,0.681,10.5,0
Norway,0,0.35,223.1,40.74
Oman,2,0,0,94.44
Pakistan,2,0.05,23.2,66.67
Palestine,2,0,0,83.33
Panama,2,0.746,3.1,80.56
Papua New Guinea,2,0,0,49.07
Paraguay,2,0.142,10.1,78.7
Peru,2,0.099,0,81.48
Philippines,2,0.216,9.5,76.85
Poland,2,0.442,35.4,39.81
Portugal,2,0.698,74.2,65.28
Qatar,2,0.649,15.6,77.78
Romania,2,0.418,17.3,42.59
Russia,2,1.622,49.4,68.06
Rwanda,2,0.203,123.5,75.93
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,33.33
Sao Tome and Principe,2,0,0,0
Saudi Arabia,2,1.279,32.4,65.74
Senegal,2,0.055,12.9,32.41
Serbia,2,1.234,26.3,55.56
Seychelles,2,0,0,23.15
Sierra Leone,2,0,0,32.41
Singapore,2,0,62.3,50
Slovakia,2,0.14,73.4,35.19
Slovenia,2,0.131,52.3,50
Solomon Islands,2,0,0,36.11
Somalia,2,0,0,31.48
South Africa,2,0.587,4,80.56
South Korea,0,0.096,255.9,44.91
South Sudan,2,0,0,80.56
Spain,2,0,19.7,64.35
Sri Lanka,0,0.072,257.6,41.67
Sudan,2,0,0,71.3
Suriname,2,0,0,75.93
Sweden,2,0.749,34,59.26
Switzerland,2,0.246,33.1,43.06
Syria,2,0,0,69.44
Taiwan,2,0.006,84.4,23.15
Tajikistan,2,0,0,49.07
Tanzania,2,0,0,27.78
Thailand,1,0.046,1285.4,52.78
Timor,2,0,0,29.63
Togo,2,0.05,27.8,45.37
Trinidad and Tobago,2,0.237,49,60.19
Tunisia,2,0.134,56.1,26.85
Turkey,2,0.477,46.4,42.59
Uganda,0,0.054,275.7,76.85
Ukraine,2,0.281,12.6,48.61
United Arab Emirates,0,4.29,160.1,43.52
United Kingdom,0,1.828,172.8,69.91
United States,2,1.873,0,67.13
Uruguay,0,0.533,149.5,23.15
Uzbekistan,2,0,0,73.15
Vanuatu,2,0,0,66.67
Vatican,2,0,0,0
Venezuela,2,0,0,86.11
Vietnam,2,0.113,0,75.46
Yemen,2,0,0,31.48
Zambia,2,0.03,4.8,50.93
Zimbabwe,2,0.108,7,80.56
