Nation,Similarity Score
Bolivia,5
China,37
Mongolia,39
France,10
Iraq,1
Italy,2
Japan,12
South Korea,40
Vietnam,38
Afghanistan,3
Australia,16
Barbados,9
Benin,35
Botswana,24
Brazil,1
Bulgaria,2
Cape Verde,2
Central African Republic,40
Costa Rica,5
Cuba,10
Ethiopia,15
Finland,9
Gabon,27
Hungary,1
Jamaica,4
Latvia,4
Malaysia,27
Mali,23
Namibia,11
Niger,3
Papua New Guinea,39
Slovakia,2
South Sudan,20
Sudan,52
Suriname,11
Thailand,38
Timor,10
Togo,41
Uruguay,32
Andorra,20
Brunei,10
Cambodia,11
Czechia,2
Ghana,34
Iceland,2
Iran,2
Madagascar,50
Malawi,56
Mozambique,36
Norway,6
Somalia,25
Yemen,22
Zambia,40
Austria,1
Burkina Faso,6
Cameroon,44
Croatia,2
Denmark,1
Estonia,4
Germany,6
Greece,4
Laos,11
Lesotho,48
Luxembourg,10
Serbia,23
Seychelles,11
Switzerland,6
Ireland,5
Lithuania,1
Mauritius,1
New Zealand,2
San Marino,5
Slovenia,3
Solomon Islands,19
Spain,9
Taiwan,2
Tanzania,1
Tunisia,10
Algeria,10
Angola,11
Bangladesh,10
Belize,7
Bhutan,9
Canada,11
Chad,19
Congo,52
Eritrea,9
Guinea,51
Guyana,5
Indonesia,30
Kenya,14
Liberia,47
Libya,1
Myanmar,11
Nepal,1
Nigeria,59
Oman,3
Pakistan,20
Paraguay,1
Portugal,1
Rwanda,13
Syria,41
Uganda,14
United Kingdom,3
Uzbekistan,27
Vanuatu,2
Venezuela,3
Zimbabwe,10
Ecuador,8
Egypt,33
Eswatini,22
Gambia,15
Kazakhstan,2
Azerbaijan,6
El Salvador,25
Kyrgyzstan,9
South Africa,10
Georgia,8
Jordan,10
Philippines,4
Saudi Arabia,31
Peru,2
Fiji,45
Guatemala,12
Trinidad and Tobago,3
Cyprus,13
Democratic Republic of Congo,33
Djibouti,38
Singapore,43
Turkey,2
Sweden,19
Lebanon,1
Senegal,23
Haiti,32
Kosovo,7
Cote d'Ivoire,9
Dominica,7
Sierra Leone,7
Sri Lanka,8
Tajikistan,9
Bosnia and Herzegovina,1
Dominican Republic,1
India,2
