Nation,Similarity Score
Afghanistan,86
Albania,22
Algeria,41
Andorra,49
Angola,18
Antigua and Barbuda,292
Armenia,114
Australia,2
Austria,32
Azerbaijan,21
Bahamas,207
Belarus,109
Belgium,5
Belize,26
Benin,21
Bosnia and Herzegovina,8
Brazil,7
Bulgaria,17
Burkina Faso,59
Burundi,190
Cambodia,45
Cameroon,53
Canada,25
Cape Verde,13
Central African Republic,61
Chad,44
Chile,47
Comoros,301
Congo,43
Costa Rica,11
Cote d'Ivoire,56
Croatia,4
Cuba,5
Cyprus,42
Czechia,1
Democratic Republic of Congo,43
Denmark,34
Djibouti,54
Dominica,61
Dominican Republic,42
Ecuador,4
Egypt,51
Equatorial Guinea,294
Eritrea,48
Estonia,57
Eswatini,14
Ethiopia,31
Finland,6
France,1
Gambia,15
Georgia,5
Germany,1
Ghana,29
Greece,33
Grenada,304
Guatemala,5
Guinea,4
Guinea-Bissau,299
Guyana,9
Haiti,39
Honduras,39
Hungary,37
India,2
International,305
Iran,29
Iraq,27
Ireland,12
Israel,7
Italy,6
Jamaica,21
Japan,15
Jordan,41
Kazakhstan,6
Kenya,19
Kosovo,45
Kyrgyzstan,5
Laos,58
Latvia,23
Lebanon,21
Lesotho,41
Liberia,7
Libya,20
Liechtenstein,236
Lithuania,36
Luxembourg,42
Madagascar,52
Malawi,20
Maldives,157
Mali,54
Malta,172
Marshall Islands,305
Mauritania,48
Mauritius,109
Mexico,50
Moldova,1
Monaco,94
Montenegro,156
Morocco,41
Mozambique,20
Myanmar,29
Namibia,47
Netherlands,38
Nicaragua,194
Niger,106
North Macedonia,152
Norway,9
Pakistan,17
Palestine,31
Papua New Guinea,4
Peru,42
Philippines,1
Portugal,3
Qatar,6
Romania,7
Russia,7
Saint Kitts and Nevis,300
Saint Lucia,297
Samoa,305
San Marino,34
Sao Tome and Principe,290
Saudi Arabia,7
Senegal,52
Serbia,19
Seychelles,15
Sierra Leone,57
Slovakia,25
Slovenia,41
Solomon Islands,21
Somalia,63
South Africa,24
South Korea,8
South Sudan,35
Spain,8
Sri Lanka,7
Sudan,10
Suriname,50
Sweden,38
Switzerland,26
Syria,28
Tanzania,97
Thailand,31
Timor,16
Togo,52
Trinidad and Tobago,7
Tunisia,50
Turkey,9
Uganda,6
Ukraine,40
United Arab Emirates,15
United States,11
Uruguay,57
Vanuatu,79
Vatican,293
Venezuela,36
Vietnam,6
Yemen,60
Zambia,29
Zimbabwe,5
Paraguay,1
Tajikistan,19
Taiwan,41
New Zealand,24
Barbados,2
Brunei,2
Iceland,1
Poland,1
