Nation,Similarity Score
Afghanistan,39
Albania,63
Algeria,55
Angola,40
Antigua and Barbuda,50
Armenia,50
Australia,12
Austria,83
Azerbaijan,58
Bahamas,50
Belarus,54
Belgium,55
Belize,59
Benin,126
Bosnia and Herzegovina,23
Brazil,11
Bulgaria,86
Burkina Faso,127
Burundi,15
Cambodia,166
Cameroon,71
Canada,65
Cape Verde,28
Central African Republic,76
Chad,68
Chile,51
Comoros,50
Congo,54
Costa Rica,29
Cote d'Ivoire,64
Croatia,23
Cuba,32
Cyprus,131
Czechia,78
Democratic Republic of Congo,73
Denmark,88
Djibouti,106
Dominica,87
Dominican Republic,66
Ecuador,24
Egypt,69
Equatorial Guinea,50
Eritrea,51
Estonia,91
Eswatini,30
Ethiopia,49
Finland,76
France,67
Gambia,28
Georgia,39
Germany,67
Ghana,77
Greece,99
Grenada,50
Guatemala,11
Guinea,26
Guinea-Bissau,50
Guyana,27
Haiti,35
Honduras,39
Hungary,71
India,28
International,50
Iran,144
Iraq,33
Ireland,56
Israel,41
Italy,62
Jamaica,19
Japan,70
Jordan,79
Kazakhstan,27
Kenya,54
Kosovo,67
Kyrgyzstan,18
Laos,98
Latvia,78
Lebanon,49
Lesotho,57
Liberia,31
Libya,20
Liechtenstein,50
Lithuania,92
Luxembourg,113
Madagascar,58
Malawi,88
Maldives,50
Mali,109
Malta,50
Marshall Islands,50
Mauritania,15
Mauritius,66
Mexico,55
Moldova,18
Monaco,1
Montenegro,50
Morocco,72
Mozambique,89
Myanmar,45
Namibia,55
Netherlands,134
Nicaragua,46
Niger,99
North Macedonia,50
Norway,78
Pakistan,52
Palestine,43
Papua New Guinea,63
Peru,47
Philippines,16
Portugal,39
Qatar,37
Romania,94
Russia,16
Saint Kitts and Nevis,50
Saint Lucia,50
Saint Vincent and the Grenadines,50
Samoa,50
San Marino,47
Sao Tome and Principe,50
Saudi Arabia,30
Senegal,63
Serbia,96
Seychelles,45
Sierra Leone,73
Slovakia,82
Slovenia,157
Solomon Islands,82
Somalia,127
South Africa,33
South Korea,115
South Sudan,34
Spain,27
Sri Lanka,22
Sudan,16
Suriname,76
Sweden,94
Switzerland,130
Syria,54
Tanzania,108
Thailand,81
Timor,30
Togo,118
Trinidad and Tobago,38
Tunisia,85
Turkey,77
Uganda,25
Ukraine,98
United Arab Emirates,97
United States,32
Uruguay,81
Vanuatu,50
Vatican,50
Venezuela,36
Vietnam,29
Yemen,96
Zambia,133
Zimbabwe,25
Gabon,19
Kuwait,41
Nigeria,27
Paraguay,32
Poland,46
Tajikistan,63
United Kingdom,24
Fiji,34
Nepal,41
New Zealand,34
Oman,2
Argentina,1
Iceland,139
Bahrain,15
Bangladesh,3
Bhutan,22
Singapore,82
Taiwan,57
Barbados,33
Brunei,90
Indonesia,21
Botswana,31
Mongolia,11
Hong Kong,16
China,82
Malaysia,41
Uzbekistan,27
El Salvador,14
Panama,17
Colombia,33
Rwanda,12
