country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,84.26
Albania,3,0,0,89.81
Algeria,3,0,0,76.85
Andorra,5,0,0,50
Angola,3,0,0,75.93
Antigua and Barbuda,4,0,0,0
Argentina,3,0.082,11.7,90.74
Armenia,4,0,0,0
Australia,6,1.582,1936.5,65.74
Austria,2,0.749,141.1,59.26
Azerbaijan,3,0,0,85.19
Bahamas,4,0,0,0
Bahrain,3,6.708,23.6,75
Bangladesh,3,0.052,7.1,89.81
Barbados,3,0,0,81.48
Belarus,4,0,12.4,16.67
Belgium,3,1.802,49.1,75
Belize,3,0,0,85.19
Benin,5,0,0,57.41
Bhutan,3,0,0,83.33
Bolivia,3,0.055,3.2,84.26
Bosnia and Herzegovina,3,0,0,76.85
Botswana,3,0,0,78.7
Brazil,3,0,0,81.02
Brunei,5,0,0,52.78
Bulgaria,3,0.231,33.8,62.96
Burkina Faso,5,0,0,60.19
Burundi,4,0,0,13.89
Cambodia,5,0,0,57.41
Cameroon,5,0,0,63.89
Canada,3,0.879,24.4,70.83
Cape Verde,3,0.182,0,79.63
Central African Republic,3,0,0,75.93
Chad,3,0,0,87.04
Chile,3,0.842,5.4,78.24
China,3,0,0,81.94
Colombia,3,0.12,0,87.04
Comoros,4,0,0,0
Congo,3,0,0,97.22
Costa Rica,5,0.041,0,72.22
Cote d'Ivoire,3,0.028,9.4,69.91
Croatia,2,0.299,134.3,70.37
Cuba,2,0.217,144.7,100
Cyprus,0,2.048,577.4,92.59
Czechia,2,0.634,139.1,57.41
Democratic Republic of Congo,3,0,0,80.56
Denmark,2,2.187,151.1,65.74
Djibouti,3,0,0,94.44
Dominica,5,0,0,72.22
Dominican Republic,3,0.208,5,100
Ecuador,3,0.2,0,86.11
Egypt,3,0,0,84.26
El Salvador,3,0.35,30.6,100
Equatorial Guinea,4,0,0,0
Eritrea,3,0,0,93.52
Estonia,2,0.695,182.7,55.56
Eswatini,3,0,0,84.26
Ethiopia,2,0.032,200.8,80.56
Fiji,3,0.097,0,78.7
Finland,3,0.786,47.2,53.7
France,3,0.742,0,76.85
Gabon,3,0,0,80.56
Gambia,3,0,0,78.7
Georgia,3,0,0,96.3
Germany,5,0,0,64.35
Ghana,5,0.047,11.6,62.04
Greece,2,0.363,216.2,68.52
Grenada,4,0,0,0
Guatemala,3,0.043,4.8,96.3
Guinea,3,0,0,78.7
Guinea-Bissau,4,0,0,0
Guyana,3,0,0,87.04
Haiti,3,0,0,89.81
Honduras,3,0,0,100
Hungary,2,0.412,117.9,66.67
Iceland,6,1.533,3475.5,50
India,3,0.067,23.1,81.94
Indonesia,3,0.016,8.5,74.54
International,4,0,0,0
Iran,5,0.177,8.3,50.93
Iraq,3,0.073,34.8,82.41
Ireland,3,1.154,29.9,90.74
Israel,2,0.658,262,77.78
Italy,3,1.128,64.3,62.96
Jamaica,3,0,67,87.04
Japan,5,0.024,62.1,40.74
Jordan,3,0,0,77.78
Kazakhstan,2,1.252,131.1,81.94
Kenya,3,0.039,59.9,88.89
Kosovo,3,0,0,92.59
Kuwait,3,0.954,0,100
Kyrgyzstan,3,0,0,81.94
Laos,3,0,0,82.41
Latvia,2,1.143,295.7,61.11
Lebanon,3,0,0,85.19
Lesotho,5,0,0,62.04
Liberia,3,0,0,87.96
Libya,3,0.014,0,100
Liechtenstein,4,0,0,0
Lithuania,0,3.039,493.3,75
Luxembourg,2,2.035,137.6,56.48
Madagascar,3,0,52.9,70.37
Malawi,5,0.003,26.6,60.19
Malaysia,0,3.923,577.1,69.44
Maldives,4,0.736,10.2,0
Mali,5,0,0,56.48
Malta,2,3.893,204.3,0
Marshall Islands,4,0,0,0
Mauritania,3,0,13.7,77.78
Mauritius,3,0,0,78.7
Mexico,3,0.06,3.1,82.41
Moldova,3,0,0,84.26
Monaco,5,0,0,68.52
Mongolia,5,0,0,71.3
Montenegro,4,0,0,0
Morocco,3,0.1,23.1,93.52
Mozambique,3,0.008,54.1,56.48
Myanmar,0,0.012,560.2,80.56
Namibia,5,0,0,66.67
Nepal,3,0.043,51,92.59
Netherlands,5,0,0,68.52
New Zealand,1,1.199,6221.7,39.81
Nicaragua,4,0,0,18.52
Niger,5,0,0,33.33
Nigeria,3,0,5.2,84.26
North Macedonia,4,0.221,13.9,0
Norway,2,0.77,163.3,58.33
Oman,3,0,0,87.96
Pakistan,3,0.062,8.7,89.81
Palestine,3,0,0,96.3
Panama,3,0.201,5.8,89.81
Papua New Guinea,5,0,0,56.02
Paraguay,3,0.094,25.6,94.44
Peru,3,0.13,0,92.59
Philippines,3,0.096,42.3,96.3
Poland,3,0.533,45.9,83.33
Portugal,3,2.02,81.8,75
Qatar,3,1.47,3,83.33
Romania,3,0.436,35.3,75
Russia,3,1.661,19.1,78.24
Rwanda,0,0.082,429.5,73.15
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,5,0,0,66.67
Sao Tome and Principe,4,0,0,0
Saudi Arabia,3,0.51,8.3,89.81
Senegal,3,0.067,9.6,72.22
Serbia,3,0.863,80.5,93.52
Seychelles,5,0,0,66.67
Sierra Leone,5,0,0,70.37
