country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,6,0,0,8.33
Albania,6,0,0,8.33
Algeria,2,0,0,0
Andorra,2,0,0,0
Angola,2,0,0,5.56
Antigua and Barbuda,2,0,0,0
Argentina,6,0,0,11.11
Armenia,2,0,0,0
Australia,6,0,0,19.44
Austria,6,0,0,11.11
Azerbaijan,2,0,0,2.78
Bahamas,2,0,0,0
Bahrain,6,0,0,25
Bangladesh,6,0,0,13.89
Barbados,6,0,0,13.89
Belarus,2,0,0,0
Belgium,6,0,0,11.11
Belize,2,0,0,5.56
Benin,6,0,0,8.33
Bhutan,6,0,0,13.89
Bolivia,4,0,0,62.04
Bosnia and Herzegovina,6,0,0,11.11
Botswana,6,0,0,13.89
Brazil,2,0,0,5.56
Brunei,6,0,0,19.44
Bulgaria,6,0,0,13.89
Burkina Faso,2,0,0,0
Burundi,2,0,0,5.56
Cambodia,2,0,0,0
Cameroon,2,0,0,0
Canada,2,0,0,2.78
Cape Verde,6,0,0,11.11
Central African Republic,2,0,0,0
Chad,2,0,0,0
Chile,2,0,0,0
China,4,0,0,81.02
Colombia,6,0,0,12.04
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,6,0,0,11.11
Cote d'Ivoire,2,0,0,0
Croatia,6,0,0,13.89
Cuba,6,0,0,13.89
Cyprus,2,0,0,0
Czechia,6,0.001,0,16.67
Democratic Republic of Congo,2,0,0,2.78
Denmark,2,0.002,0,0
Djibouti,2,0,0,0
Dominica,2,0,0,0
Dominican Republic,2,0,0,0
Ecuador,2,0,0,5.56
Egypt,2,0,0,0
El Salvador,6,0,0,19.44
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,0,0,0
Eswatini,6,0,0,8.33
Ethiopia,2,0,0,2.78
Fiji,6,0,0,19.44
Finland,6,0,0,13.89
France,6,0,0,13.89
Gabon,6,0,0,13.89
Gambia,2,0,0,5.56
Georgia,6,0,0,19.44
Germany,6,0,0,11.11
Ghana,2,0,0,2.78
Greece,6,0,0,11.11
Grenada,2,0,0,0
Guatemala,6,0,0,11.11
Guinea,6,0,0,11.11
Guinea-Bissau,2,0,0,0
Guyana,6,0,0,13.89
Haiti,2,0,0,2.78
Honduras,2,0,0,0
Hungary,2,0,0,0
Iceland,6,0,0,16.67
India,6,0,0,10.19
Indonesia,6,0,0,28.7
International,2,0,0,0
Iran,6,0,0,11.11
Iraq,4,0,0,50.93
Ireland,2,0,0,5.56
Israel,4,0.012,342.7,19.44
Italy,4,0.071,0,69.91
Jamaica,6,0,0,19.44
Japan,6,0,5.7,34.26
Jordan,2,0,0,0
Kazakhstan,6,0,0,8.33
Kenya,6,0,0,13.89
Kosovo,2,0,0,0
Kuwait,6,0,0,13.89
Kyrgyzstan,6,0,0,13.89
Laos,2,0,0,0
Latvia,2,0,0,2.78
Lebanon,6,0,0,8.33
Lesotho,2,0,0,0
Liberia,2,0,0,5.56
Libya,2,0,0,5.56
Liechtenstein,2,0,0,0
Lithuania,2,0,0,0
Luxembourg,0,0.011,0,0
Madagascar,2,0,0,0
Malawi,2,0,0,5.56
Malaysia,6,0,0,19.44
Maldives,2,0,0,0
Mali,2,0,0,0
Malta,0,0.066,0,0
Marshall Islands,2,0,0,0
Mauritania,2,0,0,5.56
Mauritius,2,0,0,0
Mexico,2,0.002,0,0
Moldova,2,0,0,5.56
Monaco,6,0,0,9.26
Mongolia,4,0,0,65.74
Montenegro,2,0,0,0
Morocco,2,0,0,0
Mozambique,6,0,0,8.33
Myanmar,2,0,0,2.78
Namibia,2,0,0,0
Nepal,6,0,0,16.67
Netherlands,2,0,0,0
New Zealand,6,0,0,19.44
Nicaragua,6,0,0,8.33
Niger,2,0,0,0
Nigeria,6,0,0,11.11
North Macedonia,2,0,0,0
Norway,6,0.011,0,11.11
Oman,6,0,0,19.44
Pakistan,6,0,0,19.44
Palestine,2,0,0,5.56
Panama,6,0,0,8.33
Papua New Guinea,6,0,0,13.89
Paraguay,2,0,0,5.56
Peru,2,0,0,0
Philippines,6,0,0,25
Poland,2,0,0,5.56
Portugal,6,0,0,11.11
Qatar,6,0,0,13.89
Romania,6,0,0,16.67
Russia,6,0,0,8.33
Rwanda,6,0,0,13.89
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,6,0,0,16.67
Sao Tome and Principe,2,0,0,0
Saudi Arabia,6,0,0,11.11
Senegal,2,0,0,0
Serbia,6,0,0,13.89
Seychelles,6,0,0,16.67
Sierra Leone,2,0,0,0
Singapore,6,0,0,25
Slovakia,2,0,0,2.78
Slovenia,2,0,0,0
Solomon Islands,6,0,0,8.33
