country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,6,0,0,84.26
Albania,6,0,0,89.81
Algeria,6,0,0,76.85
Andorra,6,0,0,52.78
Angola,6,0,0,78.7
Antigua and Barbuda,0,0,0,0
Argentina,6,0.047,12.8,88.89
Armenia,0,0,0,0
Australia,2,0.534,917.6,69.44
Austria,5,0.782,104.5,75
Azerbaijan,6,0,0,87.96
Bahamas,0,0,0,0
Bahrain,1,2.297,32.6,75
Bangladesh,6,0.03,8.8,93.52
Barbados,6,0,0,88.89
Belarus,0,0.765,9.6,16.67
Belgium,6,1.758,19,81.48
Belize,6,0,0,76.85
Benin,6,0,0,70.83
Bhutan,6,0,0,83.33
Bolivia,6,0.011,3.7,84.26
Bosnia and Herzegovina,6,0,0,90.74
Botswana,6,0,0,86.11
Brazil,6,0,0,77.31
Brunei,6,0,0,58.33
Bulgaria,1,0,37.3,73.15
Burkina Faso,6,0,0,84.26
Burundi,0,0,0,13.89
Cambodia,6,0,0,57.41
Cameroon,6,0,0,71.3
Canada,6,0.559,15.7,72.69
Cape Verde,6,0,0,79.63
Central African Republic,6,0,0,68.52
Chad,6,0,0,88.89
Chile,6,0.258,10.1,73.15
China,6,0,0,56.94
Colombia,6,0.082,0,90.74
Comoros,0,0,0,0
Congo,6,0,0,97.22
Costa Rica,6,0.012,0,81.48
Cote d'Ivoire,6,0.007,10.3,80.56
Croatia,1,0.185,46.5,89.81
Cuba,1,0.162,43.6,83.33
Cyprus,4,3.424,304.5,94.44
Czechia,5,0.816,102.3,57.41
Democratic Republic of Congo,6,0.002,0,80.56
Denmark,5,2.808,82.3,68.52
Djibouti,6,0,0,94.44
Dominica,6,0,0,79.63
Dominican Republic,6,0.128,5.2,100
Ecuador,6,0.075,0,93.52
Egypt,6,0,0,84.26
El Salvador,1,0.189,68.5,94.44
Equatorial Guinea,0,0,0,0
Eritrea,6,0,0,93.52
Estonia,5,1.475,80.3,75
Eswatini,6,0,0,84.26
Ethiopia,4,0.009,581.1,80.56
Fiji,6,0.033,0,88.89
Finland,1,0.684,33.1,60.19
France,6,0,0,87.96
Gabon,6,0,0,79.63
Gambia,6,0,0,78.7
Georgia,6,0,0,96.3
Germany,6,0,0,76.85
Ghana,1,0.238,50.6,62.04
Greece,5,0.359,85.9,84.26
Grenada,0,0,0,0
Guatemala,6,0.015,6.8,96.3
Guinea,6,0,0,78.7
Guinea-Bissau,0,0,0,0
Guyana,6,0,0,87.04
Haiti,6,0,0,89.81
Honduras,6,0,0,100
Hungary,1,0.16,31.1,76.85
Iceland,5,1.489,182.8,53.7
India,6,0.037,22.6,96.3
Indonesia,6,0.011,6.9,80.09
International,0,0,0,0
Iran,6,0,9.9,53.7
Iraq,1,0.116,54,85.19
Ireland,6,1.277,10.8,90.74
Israel,1,1.229,62.4,87.04
Italy,6,0.947,22.6,93.52
Jamaica,6,0,12.7,87.04
Japan,1,0.026,13.1,47.22
Jordan,6,0,0,89.81
Kazakhstan,5,0.571,86.8,92.13
Kenya,1,0,56.3,88.89
Kosovo,6,0,0,92.59
Kuwait,6,0,0,88.89
Kyrgyzstan,6,0,0,92.13
Laos,6,0,0,96.3
Latvia,5,1.262,154.4,69.44
Lebanon,6,0,0,81.48
Lesotho,6,0,0,90.74
Liberia,6,0,0,87.96
Libya,5,0.014,72.1,100
Liechtenstein,0,0,0,0
Lithuania,6,2.153,0,77.78
Luxembourg,1,2.759,52.6,70.37
Madagascar,6,0,0,67.59
Malawi,6,0.002,12.4,60.19
Malaysia,5,0.244,97.1,73.15
Maldives,0,0.777,14.4,0
Mali,6,0,0,72.22
Malta,4,2.734,359.3,0
Marshall Islands,0,0,0,0
Mauritania,6,0.012,0,77.78
Mauritius,6,0,0,82.41
Mexico,6,0.035,3.3,82.41
Moldova,6,0,0,84.26
Monaco,6,0,0,85.19
Mongolia,6,0,0,74.07
Montenegro,0,0,0,0
Morocco,6,0.054,12.6,93.52
Mozambique,1,0.003,16.5,56.48
Myanmar,5,0.007,83.3,86.11
Namibia,6,0,0,73.15
Nepal,5,0.012,185.9,96.3
Netherlands,6,0,0,79.63
New Zealand,2,1.058,1082.8,87.04
Nicaragua,0,0,0,24.07
Niger,6,0,0,61.11
Nigeria,6,0,3.4,85.65
North Macedonia,0,0.174,18.1,0
Norway,1,0.759,42.5,67.59
Oman,6,0,0,92.59
Pakistan,6,0.029,8.3,89.81
Palestine,6,0,0,96.3
Panama,6,0.212,4.8,93.52
Papua New Guinea,6,0,0,70.83
Paraguay,5,0.063,83.8,94.44
Peru,6,0.07,0,94.44
Philippines,6,0.04,21.1,100
Poland,6,0,0,83.33
Portugal,1,1.522,32.2,82.41
Qatar,6,1.006,4.1,83.33
Romania,6,0.337,20.5,87.04
Russia,1,1.127,25.8,85.19
Rwanda,5,0.116,136.3,90.74
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,6,0,0,92.59
Sao Tome and Principe,0,0,0,0
Saudi Arabia,6,0.313,8,94.44
Senegal,6,0.052,10.3,77.78
Serbia,6,0.8,17.4,93.52
Seychelles,6,0,0,93.52
Sierra Leone,6,0,0,77.78
Singapore,6,0,4,85.19
Slovakia,5,1.002,153.7,73.15
Slovenia,5,0.633,112.1,86.11
Solomon Islands,0,0,0,42.59
Somalia,6,0,0,60.19
South Africa,1,0.118,38.3,87.96
South Korea,4,0.128,525.9,43.52
South Sudan,6,0,0,86.11
Spain,1,0,37.4,85.19
Sri Lanka,1,0.053,24.9,79.63
Sudan,6,0,0,87.04
Suriname,6,0,0,82.41
Sweden,6,0,0,64.81
Switzerland,1,0.646,24.7,69.44
Syria,6,0,0,87.04
Taiwan,2,0.029,1387,31.48
Tajikistan,0,0,0,40.74
Tanzania,6,0,0,50
Thailand,4,0.14,409.2,76.85
Timor,6,0,0,77.78
Togo,5,0.011,125.5,73.15
Trinidad and Tobago,6,0,0,90.74
Tunisia,1,0.076,39,90.74
Turkey,6,0.347,12.3,75.93
Uganda,6,0,0,93.52
Ukraine,6,0.119,10.4,88.89
United Arab Emirates,1,2.821,48.6,87.04
United Kingdom,6,0.667,6.7,79.63
United States,6,0.804,0,72.69
Uruguay,1,0.127,50.1,61.11
Uzbekistan,6,0,0,96.3
Vanuatu,6,0,0,77.78
Vatican,0,0,0,0
Venezuela,6,0,0,82.41
Vietnam,3,0.269,30601.4,76.85
Yemen,0,0,0,40.74
Zambia,5,0,108.7,65.28
Zimbabwe,6,0,0,87.96
