country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,38.89
Albania,3,0,0,78.7
Algeria,2,0,0,36.11
Andorra,4,0,0,20.37
Angola,1,0,0,8.33
Antigua and Barbuda,6,0,0,0
Argentina,4,0.001,11,25
Armenia,6,0,0,0
Australia,4,0,0,19.44
Austria,2,0.098,5.5,48.15
Azerbaijan,3,0,0,52.78
Bahamas,6,0,0,0
Bahrain,2,0,33.3,30.56
Bangladesh,2,0,46.6,13.89
Barbados,4,0,0,16.67
Belarus,5,0,276.3,8.33
Belgium,2,0.187,17.6,50.93
Belize,4,0,0,16.67
Benin,4,0,0,16.67
Bhutan,4,0,0,31.48
Bolivia,3,0,0,84.26
Bosnia and Herzegovina,2,0,0,40.28
Botswana,1,0,0,13.89
Brazil,2,0,0,42.13
Brunei,3,0,0,50
Bulgaria,3,0,0,50.93
Burkina Faso,1,0,0,11.11
Burundi,1,0,0,11.11
Cambodia,4,0,0,27.78
Cameroon,6,0,0,2.78
Canada,4,0,0,24.07
Cape Verde,4,0,0,19.44
Central African Republic,1,0,0,11.11
Chad,4,0,0,16.67
Chile,1,0,0,11.11
China,3,0,0,81.02
Colombia,2,0.012,0,34.26
Comoros,6,0,0,0
Congo,1,0,0,5.56
Costa Rica,2,0.025,0,37.04
Cote d'Ivoire,1,0,0,11.11
Croatia,2,0.023,12.7,37.04
Cuba,1,0,0,13.89
Cyprus,2,0,0,38.89
Czechia,3,0.092,20,61.11
Democratic Republic of Congo,1,0,0,11.11
Denmark,3,0.101,5.5,65.74
Djibouti,6,0,0,0
Dominica,6,0,0,0
Dominican Republic,1,0,0,11.11
Ecuador,2,0,0,36.11
Egypt,6,0,0,0
El Salvador,2,0,0,44.44
Equatorial Guinea,6,0,0,0
Eritrea,1,0,0,11.11
Estonia,2,0.125,6.9,33.33
Eswatini,4,0,0,19.44
Ethiopia,6,0,0,2.78
Fiji,4,0.01,0,19.44
Finland,2,0.107,8.5,37.04
France,3,0,0,49.54
Gabon,2,0,0,33.33
Gambia,1,0,0,11.11
Georgia,3,0,0,52.78
Germany,2,0,0,32.87
Ghana,1,0,0,8.33
Greece,3,0.067,11.6,54.63
Grenada,6,0,0,0
Guatemala,5,0,55.9,33.33
Guinea,1,0,0,13.89
Guinea-Bissau,6,0,0,0
Guyana,4,0,0,25
Haiti,1,0,0,13.89
Honduras,2,0,0,33.33
Hungary,2,0.016,26.7,50
Iceland,4,0.947,13.1,16.67
India,2,0,0,36.11
Indonesia,2,0,0,37.04
International,6,0,0,0
Iran,3,0,0,48.15
Iraq,3,0,0,75
Ireland,2,0,0,42.59
Israel,2,0.071,41.5,52.78
Italy,3,0.193,4.4,85.19
Jamaica,3,0,0,59.26
Japan,2,0.001,14.7,40.74
Jordan,1,0,0,11.11
Kazakhstan,4,0.017,0,22.22
Kenya,2,0,49,36.11
Kosovo,3,0,0,72.22
Kuwait,3,0,0,74.07
Kyrgyzstan,2,0,0,34.26
Laos,1,0,0,9.26
Latvia,2,0.168,28,54.63
Lebanon,2,0,0,37.96
Lesotho,1,0,0,11.11
Liberia,1,0,0,11.11
Libya,4,0,0,23.15
Liechtenstein,6,0,0,0
Lithuania,2,0,0,39.81
Luxembourg,2,0.147,10.6,42.59
Madagascar,6,0,0,0
Malawi,1,0,0,11.11
Malaysia,2,0,17.2,38.89
Maldives,6,0,0,0
Mali,6,0,0,0
Malta,5,0.349,61.1,0
Marshall Islands,6,0,0,0
Mauritania,4,0,0,16.67
Mauritius,6,0,0,0
Mexico,6,0.002,54.8,2.78
Moldova,3,0,0,51.85
Monaco,3,0,0,68.52
Mongolia,3,0,0,57.41
Montenegro,6,0,0,0
Morocco,2,0.001,4.7,44.44
Mozambique,1,0,0,8.33
Myanmar,2,0,0,33.33
Namibia,1,0,0,8.33
Nepal,4,0,0,22.22
Netherlands,2,0,0,41.67
New Zealand,0,0.027,622.4,19.44
Nicaragua,1,0,0,8.33
Niger,1,0,0,13.89
Nigeria,1,0,0,11.11
North Macedonia,6,0,0,0
Norway,2,0.509,16.4,46.3
Oman,4,0,0,19.44
Pakistan,3,0,0,52.78
Palestine,3,0,0,74.07
Panama,2,0.047,0,44.44
Papua New Guinea,1,0,0,13.89
Paraguay,3,0.002,9.3,50.93
Peru,3,0.013,0,50
Philippines,2,0,0,34.26
Poland,3,0,0,49.07
Portugal,2,0.123,32.8,32.41
Qatar,4,0,0,30.56
Romania,3,0.02,0,58.33
Russia,0,0.069,976.7,35.65
Rwanda,4,0,0,30.09
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,3,0,0,68.52
Sao Tome and Principe,6,0,0,0
Saudi Arabia,5,0.086,215.9,41.67
Senegal,4,0,5.8,27.78
Serbia,4,0.004,3.9,25
Seychelles,4,0,0,19.44
Sierra Leone,6,0,0,0
Singapore,2,0,0,36.11
Slovakia,3,0.036,16.3,63.89
Slovenia,4,0.441,0,28.7
Solomon Islands,1,0,0,8.33
Somalia,1,0,0,8.33
South Africa,1,0.002,21,13.89
South Korea,5,0,59.4,55.56
South Sudan,1,0,0,8.33
Spain,3,0,0,67.13
Sri Lanka,2,0.004,17.1,49.07
Sudan,2,0,0,45.37
Suriname,2,0,0,33.33
Sweden,4,0,0,27.78
Switzerland,2,0.606,20,33.33
Syria,2,0,0,41.67
Taiwan,0,0.016,380.6,28.7
Tajikistan,1,0,0,13.89
Tanzania,6,0,0,2.78
Thailand,5,0.019,207.4,25
Timor,1,0,0,11.11
Togo,6,0,0,0
Trinidad and Tobago,4,0,0,31.48
Tunisia,2,0.006,0,33.33
Turkey,4,0,0,23.15
Uganda,4,0,0,16.67
Ukraine,3,0,0,50
United Arab Emirates,0,1.015,764.6,34.26
United Kingdom,1,0,0,12.96
United States,2,0.038,10.5,35.65
Uruguay,3,0,0,48.15
Uzbekistan,4,0,0,16.67
Vanuatu,6,0,0,0
Vatican,6,0,0,0
Venezuela,3,0,0,51.85
Vietnam,5,0,89.4,47.22
Yemen,6,0,0,0
Zambia,4,0,0,16.67
Zimbabwe,1,0,0,8.33
