country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,6,0,0,84.26
Albania,6,0,0,89.81
Algeria,6,0,0,76.85
Andorra,0,0,0,52.78
Angola,6,0,0,78.7
Antigua and Barbuda,1,0,0,0
Argentina,6,0.049,14.5,88.89
Armenia,1,0,0,0
Australia,3,0.754,932.6,69.44
Austria,2,0.96,112.4,75
Azerbaijan,6,0,0,87.96
Bahamas,1,0,0,0
Bahrain,4,1.639,36,75
Bangladesh,6,0.034,8.8,93.52
Barbados,6,0,0,88.89
Belarus,1,0.808,9,16.67
Belgium,4,2.146,23.7,81.48
Belize,6,0,0,76.85
Benin,0,0,0,70.83
Bhutan,6,0,0,83.33
Bolivia,6,0.012,3.3,84.26
Bosnia and Herzegovina,6,0,0,90.74
Botswana,6,0,0,86.11
Brazil,6,0,0,77.31
Brunei,0,0,0,58.33
Bulgaria,4,0,39.8,73.15
Burkina Faso,6,0,0,84.26
Burundi,1,0,0,13.89
Cambodia,0,0,0,57.41
Cameroon,0,0,0,71.3
Canada,6,0.711,15.4,72.69
Cape Verde,6,0,0,79.63
Central African Republic,0,0,0,68.52
Chad,6,0,0,88.89
Chile,6,0.413,9,73.15
China,0,0,0,56.94
Colombia,6,0.089,0,90.74
Comoros,1,0,0,0
Congo,6,0,0,97.22
Costa Rica,6,0.021,0,81.48
Cote d'Ivoire,6,0.015,10.4,80.56
Croatia,2,0.595,84.9,89.81
Cuba,4,0.182,49.9,83.33
Cyprus,5,2.802,313.9,94.44
Czechia,2,0.691,93.3,57.41
Democratic Republic of Congo,6,0,0,80.56
Denmark,2,2.754,95.1,68.52
Djibouti,6,0,0,94.44
Dominica,6,0,0,79.63
Dominican Republic,6,0.135,5.7,100
Ecuador,6,0.038,0,93.52
Egypt,6,0,0,84.26
El Salvador,4,0.221,62.6,94.44
Equatorial Guinea,1,0,0,0
Eritrea,6,0,0,93.52
Estonia,2,1.006,91.4,75
Eswatini,6,0,0,84.26
Ethiopia,5,0.012,473.6,80.56
Fiji,6,0.041,0,88.89
Finland,4,0.754,34.8,60.19
France,6,0,0,87.96
Gabon,6,0,0,79.63
Gambia,6,0,0,78.7
Georgia,6,0,0,96.3
Germany,6,0,0,76.85
Ghana,4,0,25.6,62.04
Greece,2,0.292,124.5,84.26
Grenada,1,0,0,0
Guatemala,6,0.011,7.4,96.3
Guinea,6,0,0,78.7
Guinea-Bissau,1,0,0,0
Guyana,6,0,0,87.04
Haiti,6,0,0,89.81
Honduras,6,0,0,100
Hong Kong,0,0,0,66.67
Hungary,4,0.274,35.8,76.85
Iceland,5,2.116,481.2,53.7
India,4,0.043,28,96.3
Indonesia,6,0.017,10.1,80.09
International,1,0,0,0
Iran,0,0.118,9.7,53.7
Iraq,2,0.133,66.6,85.19
Ireland,6,1.664,15.8,90.74
Israel,2,1.147,71.2,84.26
Italy,4,1.132,25.8,93.52
Jamaica,6,0.154,13.9,87.04
Japan,0,0.064,15.6,47.22
Jordan,6,0,0,89.81
Kazakhstan,2,0.911,86.3,92.13
Kenya,4,0,55.1,88.89
Kosovo,6,0,0,92.59
Kuwait,6,0,0,88.89
Kyrgyzstan,6,0,0,88.43
Laos,6,0,0,96.3
Latvia,2,1.63,210.5,69.44
Lebanon,6,0,0,81.48
Lesotho,6,0,0,90.74
Liberia,6,0,0,87.96
Libya,5,0.013,608.4,100
Liechtenstein,1,0,0,0
Lithuania,6,2.806,0,77.78
Luxembourg,2,3.138,70.5,70.37
Madagascar,0,0.004,0,67.59
Malawi,2,0.003,66.5,60.19
Malaysia,2,0,110.5,73.15
Maldives,1,0,7.4,0
Mali,6,0,0,72.22
Malta,5,2.675,328.3,0
Marshall Islands,1,0,0,0
Mauritania,5,0.017,657.3,77.78
Mauritius,6,0,0,82.41
Mexico,6,0.04,3.5,82.41
Moldova,6,0,0,84.26
Monaco,6,0,0,85.19
Mongolia,6,0,0,74.07
Montenegro,1,0,0,0
Morocco,6,0.052,15.1,93.52
Mozambique,0,0.006,25,56.48
Myanmar,2,0.004,192.5,86.11
Namibia,6,0,0,73.15
Nepal,5,0.017,312.6,96.3
Netherlands,6,0,0,79.63
New Zealand,3,1.135,1275.7,83.33
Nicaragua,1,0,0,24.07
Niger,0,0,0,61.11
Nigeria,6,0,4.5,85.65
North Macedonia,1,0.185,16.9,0
Norway,2,0.819,65.3,67.59
Oman,6,0,0,87.96
Pakistan,6,0.037,8,89.81
Palestine,6,0,0,96.3
Panama,6,0.205,5,93.52
Papua New Guinea,0,0,0,70.83
Paraguay,4,0.063,56.4,94.44
Peru,6,0.073,0,94.44
Philippines,4,0.044,20.7,100
Poland,6,0.331,0,83.33
Portugal,4,1.607,35.4,82.41
Qatar,6,1.071,3.7,83.33
Romania,4,0.436,28.9,87.04
Russia,4,1.545,26.8,85.19
Rwanda,2,0.088,100.1,90.74
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,6,0,0,92.59
Sao Tome and Principe,1,0,0,0
Saudi Arabia,6,0.267,7.6,91.67
Senegal,6,0.069,11.7,77.78
Serbia,6,0.985,19.8,96.3
Seychelles,6,0,0,93.52
Sierra Leone,6,0,0,77.78
Singapore,6,0,5.3,85.19
Slovakia,5,0.943,419.9,73.15
Slovenia,2,0.65,115.6,75
Solomon Islands,0,0,0,42.59
Somalia,0,0,0,60.19
South Africa,4,0.175,37.8,87.96
South Korea,5,0,550,43.52
South Sudan,6,0,0,86.11
Spain,5,0,767.9,85.19
Sri Lanka,4,0.065,29.5,79.63
Sudan,6,0,0,87.04
Suriname,6,0,0,82.41
Sweden,0,0,0,64.81
Switzerland,4,0.56,28.6,69.44
Syria,6,0,0,87.04
Taiwan,3,0.021,2174.8,31.48
Tajikistan,0,0,0,40.74
Tanzania,0,0,0,50
Thailand,5,0.164,487.1,76.85
Timor,0,0,0,66.67
Togo,2,0.025,66.5,73.15
Trinidad and Tobago,6,0,0,90.74
Tunisia,4,0.045,48,90.74
Turkey,6,0.498,13.1,75.93
Uganda,6,0,0,93.52
Ukraine,6,0.167,12.2,88.89
United Arab Emirates,4,3.667,51.1,81.48
United Kingdom,6,1.225,9.9,79.63
United States,6,0.959,0,72.69
Uruguay,4,0.252,52.2,61.11
Uzbekistan,6,0,0,96.3
Vanuatu,6,0,0,77.78
Vatican,1,0,0,0
Venezuela,6,0,0,82.41
Vietnam,6,0,0,76.85
Yemen,0,0,0,52.78
Zambia,2,0.012,86.1,65.28
Zimbabwe,6,0,0,87.96
