country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,6,0,0,16.67
Albania,0,0,0,54.63
Algeria,3,0,0,75.93
Andorra,3,0,0,57.41
Angola,3,0,0,71.3
Antigua and Barbuda,6,0,0,0
Argentina,3,0.687,2,82.87
Armenia,6,0,0,0
Australia,2,1.132,2540.2,65.28
Austria,3,2.162,12.6,58.8
Azerbaijan,3,0,0,69.91
Bahamas,6,0,0,0
Bahrain,3,6.138,31.2,63.89
Bangladesh,3,0.083,9.1,80.09
Barbados,0,0,0,29.63
Belarus,4,0,32,16.67
Belgium,3,6.759,6.7,54.63
Belize,3,0,0,66.67
Benin,0,0,0,47.22
Bhutan,3,0,0,77.78
Bolivia,3,0.074,5.7,84.26
Bosnia and Herzegovina,0,0,0,40.74
Botswana,3,0,0,63.89
Brazil,3,0,0,63.43
Brunei,0,0,0,35.19
Bulgaria,0,0.634,5.9,35.19
Burkina Faso,0,0,0,25.93
Burundi,6,0,0,14.81
Cambodia,0,0,0,34.26
Cameroon,0,0,0,45.37
Canada,3,1.589,28.7,60.65
Cape Verde,3,1.04,5.7,68.52
Central African Republic,0,0,0,31.48
Chad,3,0,0,74.07
Chile,3,1.346,19.7,81.94
China,3,0,0,61.57
Colombia,3,0.498,0,65.74
Comoros,6,0,0,0
Congo,0,0,0,50.93
Costa Rica,3,0,0,58.33
Cote d'Ivoire,1,0.035,47.2,36.11
Croatia,0,1.433,6.9,28.7
Cuba,5,0.593,174.6,64.81
Cyprus,1,5.035,35.1,51.85
Czechia,0,3.791,3.5,48.15
Democratic Republic of Congo,0,0,0,49.07
Denmark,1,7.684,77.9,41.67
Djibouti,0,0,0,43.52
Dominica,0,0,0,31.48
Dominican Republic,3,0,7.5,67.59
Ecuador,0,0.121,0,52.78
Egypt,3,0,0,75.93
El Salvador,3,0.383,14.2,52.78
Equatorial Guinea,6,0,0,0
Eritrea,3,0,0,77.78
Estonia,1,2.008,74.2,25.93
Eswatini,0,0,0,48.15
Ethiopia,3,0.057,10,58.33
Fiji,0,0.094,0,49.07
Finland,1,2.953,71.7,36.57
France,0,4.797,8.4,49.54
Gabon,3,0,0,72.22
Gambia,3,0,0,60.19
Georgia,3,0,0,59.26
Germany,3,0,0,58.8
Ghana,1,0.044,37.9,44.44
Greece,3,1.862,35.1,59.72
Grenada,6,0,0,0
Guatemala,0,0.074,6,49.54
