country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,8.33
Albania,2,0,0,8.33
Algeria,3,0,0,0
Andorra,3,0,0,0
Angola,2,0,0,5.56
Antigua and Barbuda,3,0,0,0
Argentina,2,0,0,11.11
Armenia,3,0,0,0
Australia,1,0,0,19.44
Austria,2,0.011,0,11.11
Azerbaijan,3,0,0,2.78
Bahamas,3,0,0,0
Bahrain,1,0,0,30.56
Bangladesh,1,0,0,13.89
Barbados,1,0,0,13.89
Belarus,3,0,0,0
Belgium,2,0,0,11.11
Belize,2,0,0,5.56
Benin,2,0,0,8.33
Bhutan,1,0,0,13.89
Bolivia,4,0,0,62.04
Bosnia and Herzegovina,2,0,0,11.11
Botswana,1,0,0,13.89
Brazil,2,0,0,5.56
Brunei,1,0,0,19.44
Bulgaria,1,0,0,13.89
Burkina Faso,3,0,0,0
Burundi,2,0,0,5.56
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,3,0,0,2.78
Cape Verde,2,0,0,11.11
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,3,0,0,0
China,4,0,0,81.02
Colombia,2,0,0,12.04
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,2,0,0,11.11
Cote d'Ivoire,3,0,0,0
Croatia,1,0,0,13.89
Cuba,1,0,0,13.89
Cyprus,3,0,0,0
Czechia,1,0.002,0,16.67
Democratic Republic of Congo,3,0,0,2.78
Denmark,0,0.005,0,0
Djibouti,3,0,0,0
Dominica,3,0,0,0
Dominican Republic,3,0,0,0
Ecuador,2,0,0,5.56
Egypt,3,0,0,0
El Salvador,1,0,0,19.44
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,0,0,0
Eswatini,2,0,0,8.33
Ethiopia,3,0,0,2.78
Fiji,1,0,0,19.44
Finland,1,0,0,13.89
France,1,0,0,13.89
Gabon,1,0,0,13.89
Gambia,2,0,0,5.56
Georgia,1,0,0,19.44
Germany,1,0,0,16.67
Ghana,3,0,0,2.78
Greece,2,0,0,11.11
Grenada,3,0,0,0
Guatemala,2,0,0,11.11
Guinea,2,0,0,11.11
Guinea-Bissau,3,0,0,0
Guyana,1,0,0,13.89
Haiti,3,0,0,2.78
Honduras,3,0,0,0
Hungary,3,0,0,0
Iceland,1,0,0,16.67
India,2,0,0,10.19
Indonesia,1,0,0,28.7
International,3,0,0,0
Iran,1,0,0,20.37
Iraq,4,0,0,50.93
Ireland,2,0,0,5.56
Israel,4,0.012,209.8,19.44
Italy,4,0.016,0,69.91
Jamaica,1,0,0,19.44
Japan,1,0.001,5.8,34.26
Jordan,3,0,0,0
Kazakhstan,2,0,0,8.33
Kenya,1,0,0,13.89
Kosovo,3,0,0,0
Kuwait,1,0,0,13.89
Kyrgyzstan,1,0,0,13.89
Laos,3,0,0,0
Latvia,3,0,0,2.78
Lebanon,2,0,0,8.33
Lesotho,3,0,0,0
Liberia,2,0,0,5.56
Libya,2,0,0,5.56
Liechtenstein,3,0,0,0
Lithuania,2,0,0,5.56
Luxembourg,0,0.003,0,0
Madagascar,3,0,0,0
Malawi,2,0,0,5.56
Malaysia,1,0.001,0,19.44
Maldives,3,0,0,0
Mali,3,0,0,0
Malta,0,0.113,0,0
Marshall Islands,3,0,0,0
Mauritania,2,0,0,5.56
Mauritius,3,0,0,0
Mexico,3,0.002,0,0
Moldova,2,0,0,8.33
Monaco,2,0,0,9.26
Mongolia,4,0,0,65.74
Montenegro,3,0,0,0
Morocco,3,0,0,0
Mozambique,2,0,0,8.33
Myanmar,3,0,0,2.78
Namibia,3,0,0,0
Nepal,1,0,0,16.67
Netherlands,3,0,0,0
New Zealand,1,0,0,19.44
Nicaragua,2,0,0,8.33
Niger,3,0,0,0
Nigeria,2,0,0,11.11
North Macedonia,3,0,0,0
Norway,2,0.027,0,11.11
Oman,1,0,0,19.44
Pakistan,1,0,0,19.44
Palestine,2,0,0,5.56
Panama,2,0,0,8.33
Papua New Guinea,1,0,0,13.89
Paraguay,2,0,0,5.56
Peru,3,0,0,0
Philippines,1,0,0,25
Poland,2,0,0,5.56
Portugal,2,0,0,11.11
Qatar,1,0,0,13.89
Romania,1,0,0,16.67
Russia,2,0,0,8.33
Rwanda,1,0,0,13.89
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,1,0,0,16.67
Sao Tome and Principe,3,0,0,0
Saudi Arabia,2,0,0,11.11
Senegal,3,0,0,0
Serbia,1,0,0,13.89
Seychelles,1,0,0,16.67
Sierra Leone,3,0,0,0
Singapore,1,0,0,25
Slovakia,3,0,0,2.78
Slovenia,3,0,0,0
Solomon Islands,2,0,0,8.33
Somalia,3,0,0,0
South Africa,3,0,0,2.78
South Korea,4,0.184,29,55.56
South Sudan,2,0,0,5.56
Spain,2,0,0,11.11
