country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,5,0,0,68.52
Sao Tome and Principe,6,0,0,0
Saudi Arabia,4,0.063,573,30.56
Senegal,6,0,7,0
Serbia,2,0.001,55.9,13.89
Seychelles,0,0,0,16.67
Sierra Leone,6,0,0,0
Singapore,3,0,0,25
Slovakia,0,0.013,0,22.22
Slovenia,0,0,0,16.67
Solomon Islands,0,0,0,8.33
Somalia,6,0,0,0
South Africa,1,0,93.2,13.89
South Korea,5,0.158,27.7,55.56
South Sudan,6,0,0,5.56
Spain,3,0,0,25
Sri Lanka,0,0,0,11.11
Sudan,6,0,0,5.56
Suriname,6,0,0,0
Sweden,0,0,0,11.11
Switzerland,2,0.188,17.9,25
Syria,0,0,0,13.89
Taiwan,4,0.02,688.3,28.7
Tajikistan,0,0,0,13.89
Tanzania,6,0,0,2.78
Thailand,4,0.012,672,16.67
Timor,0,0,0,11.11
Togo,6,0,0,0
Trinidad and Tobago,0,0,0,16.67
Tunisia,0,0,0,16.67
Turkey,3,0,0,23.15
Uganda,0,0,0,16.67
Ukraine,0,0,0,11.11
United Arab Emirates,4,0.703,1476.2,21.3
United Kingdom,0,0,0,11.11
United States,0,0.007,0,20.37
Uruguay,6,0,0,0
Uzbekistan,0,0,0,16.67
Vanuatu,6,0,0,0
Vatican,6,0,0,0
Venezuela,0,0,0,11.11
Vietnam,1,0,89,47.22
Yemen,6,0,0,0
Zambia,0,0,0,16.67
Zimbabwe,0,0,0,8.33
