country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,4,0,0,84.26
Albania,4,0,0,86.11
Algeria,4,0,0,76.85
Andorra,6,0,0,50
Angola,4,0,0,77.78
Antigua and Barbuda,5,0,0,0
Argentina,4,0.123,6.4,90.74
Armenia,5,0,0,0
Australia,2,1.183,2669.9,63.43
Austria,3,0.769,200.1,53.7
Azerbaijan,4,0,0,77.78
Bahamas,5,0,0,0
Bahrain,4,3.706,17.2,75
Bangladesh,4,0.069,5,93.52
Barbados,4,0,0,81.48
Belarus,5,0,14.6,16.67
Belgium,0,1.175,56.1,75
Belize,4,0,0,85.19
Benin,6,0,0,57.41
Bhutan,4,0,0,83.33
Bolivia,4,0.066,2.2,84.26
Bosnia and Herzegovina,6,0,0,65.74
Botswana,6,0,0,61.11
Brazil,4,0,0,81.02
Brunei,6,0,0,52.78
Bulgaria,0,0.248,68.9,56.48
Burkina Faso,6,0,0,60.19
Burundi,5,0,0,13.89
Cambodia,6,0,0,57.41
Cameroon,6,0,0,63.89
Canada,4,0.297,27.5,70.83
Cape Verde,4,0,0,79.17
Central African Republic,4,0,0,75.93
Chad,4,0,0,74.07
Chile,4,0.854,3,78.24
China,4,0,0,81.94
Colombia,4,0.212,0,87.04
Comoros,5,0,0,0
Congo,4,0,0,82.41
Costa Rica,4,0.106,0,72.22
Cote d'Ivoire,6,0.02,10.5,64.81
Croatia,2,0.101,2797.2,50.93
Cuba,0,0.178,117.9,100
Cyprus,1,2.698,1087.7,76.85
Czechia,0,0.571,111.3,45.37
Democratic Republic of Congo,4,0.004,0,80.56
Denmark,3,2.034,250.6,57.41
Djibouti,6,0,0,59.26
Dominica,4,0,0,72.22
Dominican Republic,4,0.207,5.4,87.04
Ecuador,4,0.033,0,86.11
Egypt,4,0,0,84.26
El Salvador,4,0.358,30.3,100
Equatorial Guinea,5,0,0,0
Eritrea,4,0,0,93.52
Estonia,3,0.918,174.5,50
Eswatini,4,0,0,84.26
Ethiopia,0,0.044,53.1,80.56
Fiji,4,0.167,0,78.7
Finland,0,0.506,76.7,48.15
France,0,0.76,71.4,75
Gabon,4,0,0,80.56
Gambia,4,0,0,77.78
Georgia,4,0,0,69.44
Germany,6,0,0,59.72
Ghana,6,0.107,17.9,56.48
Greece,1,0.42,768.2,68.52
Grenada,5,0,0,0
Guatemala,4,0.041,3.2,96.3
Guinea,4,0,0,78.7
Guinea-Bissau,5,0,0,0
Guyana,4,0,0,87.04
Haiti,4,0,0,89.81
Honduras,4,0,0,100
Hungary,3,0.636,149.4,66.67
Iceland,1,1.565,1118.9,39.81
India,4,0.088,15.7,79.17
Indonesia,4,0.014,8.2,71.76
International,5,0,0,0
Iran,6,0,8.8,44.44
Iraq,4,0,21.4,92.59
Ireland,0,0.884,71.5,83.33
Israel,0,0.215,95.7,75
Italy,0,1.193,121.6,63.89
Jamaica,0,0.203,82.2,87.04
Japan,0,0.028,73.3,34.26
Jordan,4,0,0,77.78
Kazakhstan,0,1.409,73.9,83.8
Kenya,4,0.071,32.4,88.89
Kosovo,4,0,0,87.04
Kuwait,4,0.939,3.8,100
Kyrgyzstan,4,0,0,79.17
Laos,6,0,0,56.48
Latvia,3,0.757,310.7,61.11
Lebanon,4,0,0,74.07
Lesotho,6,0,0,62.04
Liberia,4,0,0,84.26
Libya,4,0.062,38.7,96.3
Liechtenstein,5,0,0,0
Lithuania,1,1.987,578.9,71.3
Luxembourg,3,3.522,289.9,47.22
Madagascar,4,0.014,7.5,70.37
Malawi,6,0.009,9.9,60.19
Malaysia,0,0.228,77.6,75
Maldives,5,1.258,16.2,0
Mali,6,0,0,56.48
Malta,1,3.096,537.6,0
Marshall Islands,5,0,0,0
Mauritania,4,0.222,15.2,77.78
Mauritius,4,0,0,78.7
Mexico,4,0.072,2.5,82.41
Moldova,4,0,0,80.56
Monaco,4,0,0,68.52
Mongolia,4,0,0,71.3
Montenegro,5,0,0,0
Morocco,3,0.267,174.5,93.52
Mozambique,0,0.013,39.3,62.04
Myanmar,1,0.017,817.1,80.56
Namibia,3,0.017,162.9,66.67
Nepal,4,0.111,31.1,92.59
Netherlands,4,0,0,68.52
New Zealand,6,0.5,0,37.04
Nicaragua,5,0,0,18.52
Niger,6,0,0,33.33
Nigeria,4,0.042,8.2,84.26
North Macedonia,5,0.317,17.6,0
Norway,3,0.478,201.2,58.33
Oman,4,0,0,86.11
Pakistan,4,0.054,5.3,82.41
Palestine,4,0,0,80.56
Panama,4,0.326,4.1,89.81
Papua New Guinea,6,0,0,56.02
Paraguay,0,0.128,69.2,81.48
Peru,4,0.152,0,89.81
Philippines,4,0.078,17.1,77.78
Poland,0,0.657,54.3,79.63
Portugal,0,1.582,53.8,71.3
Qatar,4,2.035,2.6,83.33
Romania,0,0.595,54.2,75
Russia,4,2.166,31.3,78.24
Rwanda,3,0.103,283.5,73.15
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,6,0,0,66.67
Sao Tome and Principe,5,0,0,0
Saudi Arabia,4,0.549,8.7,91.67
Senegal,4,0.074,12.8,72.22
Serbia,0,0.766,89.2,49.07
Seychelles,6,0,0,59.26
Sierra Leone,4,0,0,70.37
Singapore,4,0,17.3,81.48
Slovakia,1,0.629,837,73.15
Slovenia,1,0.295,822.1,44.91
Solomon Islands,6,0,0,33.33
Somalia,6,0,0,48.15
South Africa,4,0.412,15,84.26
South Korea,3,0.278,284.2,55.09
South Sudan,4,0,0,85.19
Spain,0,0,83.1,68.06
Sri Lanka,4,0.062,22.7,76.85
Sudan,4,0,0,91.67
Suriname,4,0,0,72.22
Sweden,6,0,0,64.81
Switzerland,3,0.429,221.4,58.33
Syria,4,0,0,69.44
Taiwan,1,0.007,1384.6,25.93
Tajikistan,6,0,0,44.44
Tanzania,6,0,0,41.67
Thailand,1,0.125,1476,75
Timor,6,0,0,33.33
Togo,0,0.056,61.6,73.15
Trinidad and Tobago,4,0.002,0,87.04
Tunisia,3,0.053,203.9,79.63
Turkey,4,0.429,25.8,75.93
Uganda,4,0,0,80.56
Ukraine,4,0.333,26.3,83.33
United Arab Emirates,0,3.756,47.7,72.22
United Kingdom,0,1.408,52.1,69.44
United States,4,1.628,0,72.69
Uruguay,0,0.357,94.1,61.11
Uzbekistan,4,0,0,86.11
Vanuatu,6,0,0,66.67
Vatican,5,0,0,0
Venezuela,4,0,0,85.19
Vietnam,4,0,0,69.44
Yemen,6,0,0,58.33
Zambia,0,0,42.7,43.52
Zimbabwe,4,0.028,17,87.96
