country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,78.7
Albania,1,0,0,62.96
Algeria,1,0,0,74.07
Andorra,2,0,0,45.37
Angola,1,0,0,76.39
Antigua and Barbuda,5,0,0,0
Argentina,1,0.311,2.6,90.74
Armenia,5,0,0,0
Australia,4,2.345,171.9,68.06
Austria,4,1.008,126.9,35.19
Azerbaijan,1,0,0,96.3
Bahamas,5,0,0,0
Bahrain,2,0,21.9,69.44
Bangladesh,1,0.073,4.4,80.09
Barbados,2,0,0,54.63
Belarus,2,0,60,16.67
Belgium,2,1.146,46.9,50
Belize,1,0,0,69.44
Benin,2,0,0,41.67
Bhutan,1,0,0,62.96
Bolivia,1,0.243,1.6,84.26
Bosnia and Herzegovina,2,0,0,56.48
Botswana,2,0,0,57.41
Brazil,1,0,0,81.02
Brunei,2,0,0,49.07
Bulgaria,2,0,20,36.11
Burkina Faso,2,0,0,45.37
Burundi,5,0,0,13.89
Cambodia,2,0,0,38.89
Cameroon,2,0,0,60.19
Canada,4,1.141,102.6,67.13
Cape Verde,1,0.541,7.1,68.06
Central African Republic,2,0,0,53.7
Chad,1,0,0,67.59
Chile,1,0.669,7.3,84.72
China,1,0,0,78.24
Colombia,1,0.566,0,87.04
Comoros,5,0,0,0
Congo,1,0,0,62.04
Costa Rica,1,0.241,0,73.61
Cote d'Ivoire,2,0.043,5.9,60.65
Croatia,2,0.312,15.7,35.19
Cuba,3,0.265,844,66.67
Cyprus,3,2.814,744.8,47.22
Czechia,2,0.617,29.3,37.5
Democratic Republic of Congo,2,0.008,9.2,55.56
Denmark,6,2.872,393.1,54.63
Djibouti,2,0,0,50.93
Dominica,2,0,0,44.44
Dominican Republic,1,0.379,3,78.7
Ecuador,1,0.13,0,79.63
Egypt,2,0,0,60.19
El Salvador,1,0.382,7.4,89.81
Equatorial Guinea,5,0,0,0
Eritrea,1,0,0,89.81
Estonia,6,0.433,316.5,25.93
Eswatini,1,0,0,80.56
Ethiopia,1,0.063,14.2,80.56
Fiji,6,0.09,314.7,51.85
Finland,6,0.91,456.8,35.19
France,4,1.368,83.3,46.3
Gabon,1,0,0,66.67
Gambia,5,0,0,35.65
Georgia,2,0,0,51.85
Germany,2,0,0,55.09
Ghana,2,0.125,5.9,52.78
Greece,4,0.458,197,57.41
Grenada,5,0,0,0
Guatemala,1,0.195,2.4,96.3
