country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,1.079,0.9,0
Albania,0,58.378,1,0
Algeria,2,8.917,0.91,0
Andorra,1,491.814,1.45,0
Angola,2,1.491,1.12,0
Antigua and Barbuda,5,0,0,0
Argentina,1,233.429,1.14,0
Armenia,5,44.208,0.91,0
Australia,2,4.627,0.62,0
Austria,3,36.308,1.18,2.554
Azerbaijan,2,14.597,1.01,0
Bahamas,1,279.722,1.09,0
Bahrain,1,186.297,1.02,0
Bangladesh,2,15.295,0.94,0
Barbados,4,3.48,0.81,0
Belarus,4,26.139,1.15,0
Belgium,0,50.304,1,6.989
Belize,0,75.449,1.17,0
Benin,4,2.475,0.94,0
Bhutan,2,0,0.76,0
Bolivia,0,93.806,0.89,0
Bosnia and Herzegovina,0,86.259,1.16,0
Botswana,3,0,0.77,0
Brazil,1,221.872,0.97,0
Brunei,4,0,0,0
Bulgaria,3,23.315,0.96,8.635
Burkina Faso,3,0.67,1,0
Burundi,5,0,0.72,0
Cambodia,4,0,0.24,0
Cameroon,2,0,1.01,0
Canada,2,12.638,1.12,0
Cape Verde,0,111.513,1.08,0
Central African Republic,3,1.449,0.61,0
Chad,2,0.183,0.99,0
Chile,0,72.19,0.97,0
China,2,0.022,0.6,0
Colombia,1,199.085,0.95,0
Comoros,5,0,0.66,0
Congo,2,0,0.57,0
Costa Rica,1,196.698,1.14,0
Cote d'Ivoire,4,1.554,0.95,0
Croatia,0,87.205,1.36,0
Cuba,2,1.324,0.96,0
Cyprus,3,11.417,0.92,0
Czechia,3,37.632,1.26,3.175
Democratic Republic of Congo,4,0.234,1.06,0
Denmark,3,9.841,1.16,0.518
Djibouti,3,0,0.38,0
Dominica,4,0,0,0
Dominican Republic,2,31.342,0.84,0
Ecuador,0,86.096,0.98,0
Egypt,2,2.013,1.02,0
El Salvador,2,23.743,1.02,0
Equatorial Guinea,5,1.426,0.43,0
Eritrea,2,0,0.25,0
Estonia,4,12.815,1.33,0
Eswatini,0,51.717,0.86,0
Ethiopia,2,13.335,1.09,0
Fiji,3,0,0,0
Finland,4,3.79,1.19,0.18
France,0,83.832,1.25,5.714
Gabon,3,26.508,1.03,0
Gambia,2,9.103,0.99,0
Georgia,2,1.755,0.98,0
Germany,3,17.032,1.09,0
Ghana,3,1.673,0.97,0
Greece,3,28.111,1.16,0
Grenada,5,0,0,0
Guatemala,0,59.334,1,0
Guinea,2,2.97,1.08,0
Guinea-Bissau,5,28.455,0.58,0
Guyana,3,41.955,1.25,0
Haiti,4,0.877,0.93,0
Honduras,0,77.944,1.05,0
Hungary,3,7.557,1.84,0
Iceland,3,14.652,0.93,0
India,0,62.092,1.09,0
Indonesia,2,8.431,1.14,0
International,5,0,0,0
Iran,3,26.705,0.98,0
Iraq,0,95.394,1.03,0
Ireland,3,32.808,1.21,0.81
Israel,1,225.636,1.16,0
Italy,3,22.593,1.49,1.141
Jamaica,2,24.315,1.55,0
Japan,4,7.045,0.84,0
Jordan,2,3.92,1.53,0
Kazakhstan,2,0,0.54,0
Kenya,2,3.961,0.74,0
Kosovo,0,81.23,0.89,0
Kuwait,1,163.444,1.03,0
Kyrgyzstan,2,17.32,0.67,0
Laos,4,0,0,0
Latvia,3,9.543,1.1,0
Lebanon,0,82.192,1.2,0
Lesotho,2,0.934,0.98,0
Liberia,2,0.593,0.9,0
Libya,0,80.48,1.21,0
Liechtenstein,5,0,0.14,0
Lithuania,4,11.755,1.17,0
Luxembourg,0,143.775,1,3.195
Madagascar,2,2.853,0.77,0
Malawi,2,2.666,0.83,0
Malaysia,2,0.185,1.04,0
Maldives,1,329.299,1.03,0
Mali,3,0.198,1.09,0
Malta,0,104.181,0.97,0
Marshall Islands,5,0,0,0
Mauritania,4,3.656,0.86,0
Mauritius,4,0,0.29,0
Mexico,3,40.851,0.97,0
Moldova,1,154.687,1.09,0
Monaco,5,0,0.44,0
Mongolia,2,0.305,0.34,0
Montenegro,0,87.571,1.16,0
Morocco,3,36.196,1.08,0
Mozambique,2,2.624,1.11,0
Myanmar,2,1.397,2,0
Namibia,0,106.654,1.1,0
Nepal,2,30.374,1.26,0
Netherlands,3,40.794,1.04,2.685
New Zealand,2,1.452,1.08,0
Nicaragua,4,0,0.37,0
Niger,4,0,0.75,0
Nigeria,2,1.072,0.82,0
North Macedonia,5,55.199,0.95,0
Norway,4,9.223,1.17,0
Oman,2,32.507,1.04,0
Pakistan,3,2.182,0.86,0
Palestine,0,93.503,1.3,0
Panama,1,162.465,0.94,0
Papua New Guinea,3,0,0.78,0
Paraguay,0,90.291,1.22,0
Peru,1,210.604,1.03,0
Philippines,0,47.426,0.97,0
Poland,3,19.262,1.01,0
Portugal,3,35.502,1.24,3.727
Qatar,0,84.691,0.89,0
Romania,0,65.289,1.01,26.095
Russia,3,31.809,0.98,0
Rwanda,2,6.794,1.26,0
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,4,0,0.25,0
Sao Tome and Principe,5,0,0.57,0
Saudi Arabia,3,30.677,0.85,0
Senegal,4,7.764,0.86,0
Serbia,3,22.632,0.71,0
Seychelles,4,0,0.18,0
Sierra Leone,4,0.251,0.96,0
Singapore,3,10.256,0.64,0
Slovakia,4,15.386,1.31,0
Slovenia,3,17.317,1.23,0
Solomon Islands,4,0,0,0
Somalia,4,0,0.71,0
South Africa,3,45.255,0.68,0
South Korea,3,8.602,1.48,0
South Sudan,2,0.268,0.95,0
Spain,1,156.048,1.35,14.908
Sri Lanka,4,0.607,1.17,0
Sudan,2,0,1.02,0
Suriname,2,44.321,0.93,0
Sweden,3,24.358,1.12,0
Switzerland,3,44.254,1.19,0
Syria,2,4.286,1.05,0
Taiwan,4,0,0.84,0
Tajikistan,3,3.565,0.94,0
Tanzania,4,0,0,0
Thailand,3,0.029,1.04,0
Timor,4,0,0,0
Togo,3,2.053,1.05,0
Trinidad and Tobago,0,113.613,1.49,0
Tunisia,4,11.592,1.46,0
Turkey,3,15.568,1.08,0
Uganda,2,2.142,1.46,0
Ukraine,3,38.963,1.13,0
United Arab Emirates,3,40.342,1.19,0
