country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,0.694,1.4,0
Albania,0,3.127,1.05,0
Algeria,0,2.645,1.18,0
Andorra,5,103.54,0.66,0
Angola,0,0.152,0,0
Antigua and Barbuda,2,0,0,0
Argentina,0,1.969,1.25,0
Armenia,2,15.861,1.21,0
Australia,4,1.804,0.43,0
Austria,4,8.438,0.46,23.095
Azerbaijan,0,3.255,0.79,0
Bahamas,2,2.543,0,0
Bahrain,4,19.394,1.32,0
Bangladesh,0,1.858,2.06,0
Barbados,0,0,0,0
Belarus,2,54.819,1.7,0
Belgium,1,90.167,0.99,93.273
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,4,2.399,1.41,0
Bosnia and Herzegovina,0,16.459,1.16,0
Botswana,0,0,0,0
Brazil,4,14.001,1.56,0
Brunei,3,2.286,0.22,0
Bulgaria,4,4.605,1.24,6.332
Burkina Faso,4,0.383,0.95,0
Burundi,2,0,0,0
Cambodia,3,0,0.08,0
Cameroon,4,0.791,1.27,0
Canada,5,40.856,1.23,0
Cape Verde,4,3.597,0,0
Central African Republic,4,0,0,0
Chad,0,0.365,0,0
Chile,5,47.447,1.36,0
China,3,0.019,0.89,0
Colombia,4,3.577,1.3,0
Comoros,2,0,0,0
Congo,0,0,0.79,0
Costa Rica,4,1.178,0.8,0
Cote d'Ivoire,4,4.284,1.25,0
Croatia,0,4.385,0.64,0
Cuba,4,5.562,1.15,0
Cyprus,0,12.559,0.71,0
Czechia,4,5.323,0.75,7.003
Democratic Republic of Congo,4,0.223,1.13,0
Denmark,5,29.177,0.99,15.02
Djibouti,0,0,1.37,0
Dominica,4,0,0,0
Dominican Republic,0,19.266,1.3,0
Ecuador,5,32.421,1.17,0
Egypt,4,1.837,1.31,0
El Salvador,0,2.004,1.17,0
Equatorial Guinea,2,0,0,0
Eritrea,0,1.128,0,0
Estonia,5,39.954,0.79,7.538
Eswatini,4,5.172,0,0
Ethiopia,4,0.078,0,0
Fiji,0,0,0,0
Finland,5,34.653,1.06,12.634
France,0,0.031,1.18,87.83
Gabon,4,0,1.15,0
Gambia,4,0,0,0
Georgia,0,4.512,1.05,0
Germany,5,23.214,0.75,0
Ghana,4,6.211,1.43,0
Greece,4,1.055,0.86,0
Grenada,2,0,0,0
Guatemala,0,1.172,1.28,0
Guinea,4,3.122,1.14,0
Guinea-Bissau,2,1.524,0,0
Guyana,0,0,0,0
Haiti,0,0.088,0,0
Honduras,0,1.514,1.29,0
Hungary,4,7.35,1.11,0
Iceland,3,17.582,0.37,14.652
India,0,0.993,1.56,0
Indonesia,4,1.188,1.23,0
International,2,0,0,0
Iran,3,16.359,0.77,0
Iraq,0,0.771,0.87,0
Ireland,1,157.56,1.13,27.138
Israel,5,33.62,0.77,0
Italy,5,57.739,0.85,45.202
Jamaica,4,6.754,0.96,0
Japan,3,4.665,1.06,0
Jordan,0,0.588,0.72,0
Kazakhstan,0,3.675,1.41,0
Kenya,0,0.298,1.05,0
Kosovo,0,16.039,1.15,0
Kuwait,0,21.777,1.37,0
Kyrgyzstan,0,2.606,1.1,0
Laos,0,0,0,0
Latvia,4,15.905,0.91,0
Lebanon,4,0.586,0.97,0
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0
Liechtenstein,2,0,0,0
Lithuania,5,33.06,0.95,0
Luxembourg,5,91.058,0.66,49.523
Madagascar,0,0.108,0.58,0
Malawi,3,0,0,0
Malaysia,4,1.668,0.77,0
Maldives,2,12.95,0,0
Mali,4,2.222,1.09,0
Malta,2,9.059,0.6,2.265
Marshall Islands,2,0,0,0
Mauritania,4,0,0,0
Mauritius,4,0.786,0.36,0
Mexico,4,4.824,1.55,0
Moldova,5,28.26,1.2,0
Monaco,4,0,0,0
Mongolia,4,0,0,0
Montenegro,2,6.369,0.46,0
Morocco,0,3.278,1.33,0
Mozambique,3,0.032,0,0
Myanmar,0,0.184,0,0
Namibia,4,0,0,0
Nepal,0,0.034,0,0
Netherlands,5,66.94,0.94,61.979
New Zealand,0,2.696,0.45,0
Nicaragua,2,0,0,0
Niger,3,0.496,0.87,0
Nigeria,4,0.238,1.65,0
North Macedonia,2,25.439,1,0
Norway,4,18.261,0.73,0
Oman,0,21.736,1.3,0
Pakistan,0,3.214,1.48,0
Palestine,0,1.176,0.85,0
Panama,5,44.962,1.18,0
Papua New Guinea,4,0,0,0
Paraguay,0,0.421,1.05,0
Peru,5,28.236,1.65,0
Philippines,0,1.907,1.02,0
Poland,4,9.591,1.1,0
Portugal,5,65.021,0.91,22.36
Qatar,1,119.748,1.65,0
Romania,0,18.245,1.09,12.891
Russia,5,32.789,1.86,0
Rwanda,0,0.077,0.66,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,1,589.31,1.07,0
Sao Tome and Principe,2,0,0,0
Saudi Arabia,5,32.516,1.66,0
Senegal,4,0.478,1.41,0
Serbia,5,44.676,1.17,0
Seychelles,0,0,0,0
Sierra Leone,4,0.501,0,0
Singapore,1,161.016,2.1,0
Slovakia,4,7.326,1.03,0
