country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,5.215,1.22,0
Albania,2,196.331,1.16,0
Algeria,3,24.811,1.19,0
Andorra,1,634.181,1.06,0
Angola,3,2.434,1.04,0
Antigua and Barbuda,0,0,0.33,0
Argentina,5,92.575,0.89,0
Armenia,4,467.395,0.91,0
Australia,3,0.51,1.04,0
Austria,1,580.254,0.9,75.835
Azerbaijan,4,315.213,1.43,0
Bahamas,0,45.773,0.69,0
Bahrain,5,66.996,0.88,0
Bangladesh,3,12.508,1.12,0
Barbados,3,13.919,1.17,0
Belarus,2,165.515,1.16,0
Belgium,2,161.783,0.63,103.023
Belize,2,183.592,1.14,0
Benin,3,0,0.95,0
Bhutan,3,3.888,0.98,0
Bolivia,3,4.797,0.91,0
Bosnia and Herzegovina,2,212.447,1.16,0
Botswana,3,0,0.74,0
Brazil,5,87.576,1.12,0
Brunei,3,0,0,0
Bulgaria,2,161.619,1.1,58.718
Burkina Faso,0,1.531,1.02,0
Burundi,0,0.505,0.83,0
Cambodia,3,0,0.87,0
Cameroon,3,0,0.94,0
Canada,2,125.721,1.14,0
Cape Verde,5,75.541,1.05,0
Central African Republic,0,0,0.66,0
Chad,3,0.548,0.94,0
Chile,5,78.311,1,0
China,3,0.055,1.64,0
Colombia,2,155.73,1.01,0
Comoros,0,0,0.63,0
Congo,3,0,0.52,0
Costa Rica,3,0,1.1,0
Cote d'Ivoire,0,0.455,0.97,0
Croatia,1,805.794,1.17,0
Cuba,3,4.238,1.07,0
Cyprus,2,213.495,1.18,0
Czechia,2,141.283,0.74,77.318
Democratic Republic of Congo,0,0,1.11,0
Denmark,2,146.922,1.1,6.733
Djibouti,3,7.085,0.77,0
Dominica,3,0,0,0
Dominican Republic,5,58.998,1.19,0
Ecuador,5,43.473,0.99,0
Egypt,3,3.43,1.22,0
El Salvador,5,48.102,1.13,0
Equatorial Guinea,0,0,0.56,0
Eritrea,3,0,0.43,0
Estonia,2,263.091,1.32,12.815
Eswatini,3,12.067,1.28,0
Ethiopia,3,3.766,1.03,0
Fiji,3,0,0,0
Finland,5,76.344,1.26,0
France,2,201.567,0.86,68.803
Gabon,3,0,1.11,0
Gambia,3,0,0.56,0
Georgia,1,1014.746,1.16,0
Germany,5,52.242,1.05,0
Ghana,3,5.053,1.12,0
Greece,2,143.72,1.08,0
Grenada,0,0,0,0
Guatemala,3,11.833,1.02,0
Guinea,3,2.132,1.09,0
Guinea-Bissau,0,0,0.39,0
Guyana,5,50.854,1.03,0
Haiti,3,0,0.94,0
Honduras,3,0,1.03,0
Hungary,4,447.189,1.04,0
Iceland,3,23.443,0.76,0
India,3,31.927,0.97,0
Indonesia,3,15.94,1.1,0
International,0,0,0,0
Iran,2,155.406,1.08,0
Iraq,5,43.906,0.86,0
Ireland,5,64.401,0.79,6.278
Israel,5,88.383,1.09,0
Italy,4,468.676,0.92,62.866
Jamaica,0,14.859,1.02,0
Japan,3,17.102,1.24,0
Jordan,4,516.312,1.04,0
Kazakhstan,5,46.494,1.22,0
Kenya,3,18.002,1.02,0
Kosovo,4,365.795,1.25,0
Kuwait,5,75.4,0.71,0
Kyrgyzstan,5,66.215,0.95,0
Laos,3,0,0,0
Latvia,2,199.342,1.3,0
Lebanon,2,174.787,1.07,0
Lesotho,3,0.467,0.83,0
Liberia,3,0,1.05,0
Libya,2,147.716,1,0
Liechtenstein,5,78.664,0.92,0
Lithuania,1,847.448,1.26,0
Luxembourg,3,0,1.07,75.083
Madagascar,3,1.119,0.57,0
Malawi,3,0,0.83,0
Malaysia,5,33.863,1.12,0
Maldives,0,55.5,1.11,0
Mali,3,2.42,1.16,0
Malta,2,231.01,0.97,0
Marshall Islands,0,0,0,0
Mauritania,0,6.882,1.58,0
Mauritius,0,0,0.74,0
Mexico,5,71.254,1.09,0
Moldova,4,310.365,1.15,0
Monaco,0,25.482,0.68,0
Mongolia,3,9.761,1.5,0
Montenegro,1,651.21,0.97,0
Morocco,5,107.801,0.97,0
Mozambique,3,1.792,1.06,0
Myanmar,3,25.694,1.09,0
Namibia,3,21.252,1.14,0
Nepal,5,57.281,0.89,0
Netherlands,4,319.407,0.91,33.149
New Zealand,0,0.415,1.2,0
Nicaragua,0,0,0.62,0
Niger,0,0.702,1.46,0
Nigeria,3,0.752,1.07,0
North Macedonia,4,533.748,1.04,0
Norway,5,76.182,1.02,0
Oman,2,141.189,0.96,0
Pakistan,3,12.477,1.27,0
Palestine,4,272.473,1.47,0
Panama,4,279.505,1.18,0
Papua New Guinea,3,0,0.71,0
Paraguay,5,86.785,1.08,0
Peru,3,0,0.96,0
Philippines,3,17.941,0.95,0
Poland,4,471.799,0.96,0
Portugal,4,469.563,1.01,48.153
Qatar,5,57.965,0.88,0
Romania,4,303.415,1.03,61.026
Russia,2,166.479,1.09,0
Rwanda,3,3.474,1.32,0
Saint Kitts and Nevis,0,18.8,0,0
Saint Lucia,5,87.132,0.86,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,3,0,1.24,0
Sao Tome and Principe,0,0,0.82,0
Saudi Arabia,3,6.434,0.89,0
Senegal,3,1.015,1.2,0
Serbia,1,734.063,1.45,0
Seychelles,3,0,0.16,0
Sierra Leone,3,0,0.94,0
Singapore,3,2.051,1.15,0
Slovakia,2,180.232,0.97,0
Slovenia,4,492.561,1.03,94.76
Solomon Islands,3,0,0,0
Somalia,3,3.964,0.73,0
South Africa,5,38.274,1.17,0
South Korea,3,5.286,1.2,0
South Sudan,3,0,1.12,0
Spain,3,0,0.95,0
Sri Lanka,3,18.68,1.08,0
Sudan,0,4.858,1.41,0
Suriname,3,1.705,0.84,0
Sweden,3,0,1.49,0
Switzerland,3,0,0.93,0
Syria,3,4.057,1.1,0
Taiwan,0,0.252,1.14,0
Tajikistan,3,4.194,0.99,0
Tanzania,0,0,0,0
Thailand,3,0.1,1.14,0
Timor,0,0,0,0
Togo,3,1.691,1.04,0
Trinidad and Tobago,5,90.033,1.24,0
Tunisia,5,104.919,1.02,0
Turkey,5,71.343,1.61,0
Uganda,3,6.581,1.15,0
Ukraine,4,282.734,1.14,0
United Arab Emirates,2,121.835,1.02,0
United Kingdom,4,274.976,0.82,21.418
United States,4,431.438,1.1,49.58
Uruguay,5,38.863,1.21,0
Uzbekistan,3,5.557,0.91,0
Vanuatu,3,0,0,0
Vatican,0,0,0,0
Venezuela,3,14.067,0.98,0
Vietnam,3,0.01,1.02,0
Yemen,0,0.201,1.61,0
Zambia,3,1.632,0.9,0
Zimbabwe,3,3.23,1.28,0
