country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,0.771,1.41,0
Albania,4,7.645,1.14,0
Algeria,4,2.03,1.03,0
Andorra,3,51.77,0.63,0
Angola,4,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,4,2.257,1.25,0
Armenia,5,16.199,1.25,0
Australia,0,0.51,0.4,0
Austria,0,5.107,0.45,21.54
Azerbaijan,4,3.748,0.8,0
Bahamas,5,12.715,0,0
Bahrain,0,15.28,1.32,0
Bangladesh,4,2.987,1.92,0
Barbados,4,0,0,0
Belarus,5,48.363,1.61,0
Belgium,3,128.305,0.94,93.101
Belize,0,0,0,0
Benin,0,1.567,0,0
Bhutan,4,0,0,0
Bolivia,4,3.769,1.42,0
Bosnia and Herzegovina,4,7.315,1.16,0
Botswana,4,0,0,0
Brazil,0,9.828,1.53,0
Brunei,1,0,0.19,0
Bulgaria,0,5.037,1.25,5.181
Burkina Faso,4,0.239,0.95,0
Burundi,5,0,0,0
Cambodia,1,0,0.07,0
Cameroon,0,5.5,1.27,0
Canada,3,53.654,1.19,0
Cape Verde,0,10.792,0,0
Central African Republic,0,0,0,0
Chad,4,0,0,0
Chile,0,21.919,1.34,0
China,1,0.008,0.66,0
Colombia,4,3.636,1.3,0
Comoros,5,0,0,0
Congo,4,3.081,0.8,0
Costa Rica,0,0.393,0.8,0
Cote d'Ivoire,0,0,1.23,0
Croatia,4,2.436,0.62,0
Cuba,0,4.591,1.08,0
Cyprus,4,5.708,0.66,0
Czechia,0,14.38,0.76,7.284
Democratic Republic of Congo,0,0.056,1.13,0
Denmark,0,22.617,0.97,14.502
Djibouti,4,0,1.17,0
Dominica,0,0,0,0
Dominican Republic,4,26.18,1.25,0
Ecuador,4,37.408,1.11,0
Egypt,4,1.847,1.3,0
El Salvador,4,2.621,1.17,0
Equatorial Guinea,5,0,0,0
Eritrea,4,0,0,0
Estonia,0,5.277,0.73,10.554
Eswatini,4,1.724,0,0
Ethiopia,0,0.026,0.24,0
Fiji,4,1.116,0,0
Finland,1,15.341,1.04,12.092
France,3,36.493,1.13,85.548
Gabon,0,4.942,1.15,0
Gambia,0,0,0,0
Georgia,4,2.005,0.84,0
Germany,0,22.451,0.72,0
Ghana,1,0,1.42,0
Greece,4,0.959,0.9,0
Grenada,5,0,0,0
Guatemala,4,1.786,1.29,0
Guinea,0,3.274,1.14,0
Guinea-Bissau,5,0,0,0
Guyana,4,0,0,0
Haiti,4,0.877,0,0
Honduras,4,0.505,1.3,0
Hungary,0,7.039,1.09,0
Iceland,1,5.861,0.33,14.652
India,4,0.67,1.51,0
Indonesia,0,0.676,1.16,0
International,5,0,0,0
Iran,1,15.406,0.77,0
Iraq,4,0.87,0.94,0
Ireland,3,81.21,1.04,28.15
Israel,0,34.544,0.78,0
Italy,3,37.313,0.82,42.556
Jamaica,0,16.885,0.98,0
Japan,1,2.72,0.93,0
Jordan,4,0.784,0.75,0
Kazakhstan,4,9.373,1.39,0
Kenya,4,0.205,1.08,0
Kosovo,4,26.387,1.12,0
Kuwait,4,18.733,1.35,0
Kyrgyzstan,4,2.146,1.07,0
Laos,4,0,0,0
Latvia,0,6.362,0.91,0
Lebanon,4,0.586,0.98,0
Lesotho,4,0,0,0
Liberia,4,1.582,0,0
Libya,4,0,0,0
Liechtenstein,5,0,0,0
Lithuania,0,10.285,0.89,0
Luxembourg,0,12.78,0.63,49.523
Madagascar,0,0,0.61,0
Malawi,1,0,0,0
Malaysia,0,1.112,0.75,0
Maldives,5,31.45,0,0
