country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,0.899,1.04,0
Albania,2,36.834,0.94,0
Algeria,1,3.489,0.78,0
Andorra,1,0,1.46,0
Angola,1,1.4,1.13,0
Antigua and Barbuda,3,30.635,0,0
Argentina,5,195.616,1.06,0
Armenia,5,110.69,1.33,0
Australia,1,0.157,0.61,0
Austria,5,73.503,1.08,9.327
Azerbaijan,1,12.624,0.87,0
Bahamas,5,122.06,1.05,0
Bahrain,4,344.385,0.95,0
Bangladesh,1,7.742,0.89,0
Barbados,0,0,0.67,0
Belarus,0,33.865,1.24,0
Belgium,5,118.727,1.36,11.648
Belize,1,0,1.16,0
Benin,0,1.237,0.94,0
Bhutan,1,2.592,0.78,0
Bolivia,2,26.471,0.81,0
Bosnia and Herzegovina,2,37.491,1.16,0
Botswana,1,0,0.76,0
Brazil,2,67.36,0.96,0
Brunei,0,0,0,0
Bulgaria,0,8.347,1.27,5.901
Burkina Faso,0,1.674,0.99,0
Burundi,3,0,0.74,0
Cambodia,0,0,0.33,0
Cameroon,1,0,0.94,0
Canada,2,43.93,1.3,0
Cape Verde,5,125.902,1.07,0
Central African Republic,1,0,0.55,0
Chad,1,0.061,1,0
Chile,5,100.543,1,0
China,1,0.019,0.98,0
Colombia,5,137.925,0.97,0
Comoros,3,0,0.65,0
Congo,1,0.544,0.56,0
Costa Rica,1,0,1.02,0
Cote d'Ivoire,0,1.099,0.92,0
Croatia,2,46.282,0.95,0
Cuba,1,3.973,0.93,0
Cyprus,1,13.7,1.42,0
Czechia,5,121.674,1.22,17.462
Democratic Republic of Congo,0,0.212,1.07,0
Denmark,5,73.202,1.19,2.935
Djibouti,1,0,0.84,0
Dominica,5,83.344,0,0
Dominican Republic,2,39.547,0.9,0
Ecuador,2,43.417,0.99,0
Egypt,1,1.016,0.92,0
El Salvador,2,33.147,1.07,0
Equatorial Guinea,3,0,0.49,0
Eritrea,1,0,0.3,0
Estonia,0,26.384,1.22,0.754
Eswatini,1,10.343,0.83,0
Ethiopia,1,5.497,0.93,0
Fiji,1,0,0,0
Finland,0,18.951,1.34,0
France,1,0.291,1.27,17.036
Gabon,1,0,1.05,0
Gambia,1,5.793,0.64,0
Georgia,5,73.699,1.45,0
Germany,0,15.671,1.17,0
Ghana,0,5.31,1.03,0
Greece,1,20.723,1.13,0
Grenada,3,0,0,0
Guatemala,2,21.769,1,0
Guinea,1,5.178,1.08,0
Guinea-Bissau,3,0,0.46,0
Guyana,2,59.754,1.07,0
Haiti,0,1.491,0.91,0
Honduras,1,0,1.04,0
Hong Kong,1,0,0,0
Hungary,5,96.994,1.15,0
Iceland,5,64.469,1.5,0
India,2,59.543,0.96,0
Indonesia,1,14.163,1.05,0
International,3,0,0,0
Iran,2,40.027,1.08,0
Iraq,5,86.544,0.99,0
Ireland,5,87.083,1.29,3.443
Israel,4,394.429,1.12,0
Italy,2,29.209,1.14,4.201
Jamaica,2,55.046,1.05,0
Japan,0,3.819,1.02,0
Jordan,2,42.242,1.74,0
Kazakhstan,1,15.604,0.94,0
Kenya,1,4.538,1.13,0
Kosovo,2,24.317,0.94,0
Kuwait,5,80.786,0.87,0
Kyrgyzstan,2,24.677,1.23,0
Laos,0,0,0,0
Latvia,0,11.664,1.56,0
Lebanon,5,148.269,1.17,0
Lesotho,1,0,0.93,0
Liberia,1,0.198,0.97,0
Libya,2,78.006,1.1,0
Liechtenstein,3,0,0.97,0
Lithuania,0,33.06,1.34,0
Luxembourg,0,0,1.18,4.793
Madagascar,1,1.011,0.78,0
Malawi,1,0.105,0.84,0
Malaysia,1,4.634,1.62,0
Maldives,5,98.05,0.91,0
Mali,0,0.296,1.1,0
Malta,3,47.561,0.9,0
Marshall Islands,3,0,0,0
Mauritania,0,0.43,0.83,0
Mauritius,0,0,0.47,0
Mexico,2,30.14,1.06,0
Moldova,5,84.532,1.14,0
Monaco,3,0,0.92,0
Mongolia,0,0,0.29,0
Montenegro,5,184.695,0.94,0
Morocco,2,66.214,1.07,0
Mozambique,1,7.231,1.09,0
Myanmar,1,13.656,1.49,0
Namibia,2,45.259,0.86,0
Nepal,2,53.987,1.17,0
Netherlands,5,177.474,1.37,9.279
New Zealand,0,0,0.71,0
Nicaragua,3,0,0.48,0
Niger,3,0.083,0.92,0
Nigeria,1,0.611,0.94,0
North Macedonia,5,70.078,1.14,0
Norway,0,13.097,1.06,0
Oman,4,302.157,1.14,0
Pakistan,0,2.562,1.06,0
Palestine,5,88.211,0.78,0
Panama,5,103.598,0.99,0
Papua New Guinea,0,0,0.7,0
Paraguay,5,106.834,1.05,0
Peru,5,168.568,0.92,0
Philippines,2,27.103,0.89,0
Poland,0,35.67,1.45,0
Portugal,2,65.217,1.14,8.728
Qatar,5,81.22,0.95,0
Romania,5,74.749,1.16,27.81
Russia,2,53.202,1.2,0
Rwanda,1,0.695,0.65,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,0,0.35,0
Sao Tome and Principe,3,0,0.54,0
Saudi Arabia,1,11.576,0.86,0
Senegal,0,2.389,0.77,0
Serbia,1,10.581,1.03,0
Seychelles,0,0,0.24,0
Sierra Leone,0,0.878,0.96,0
Singapore,1,2.564,0.7,0
Slovakia,5,87.552,1.48,0
Slovenia,5,76.482,1.35,8.177
Solomon Islands,0,0,0,0
Somalia,1,0,0.7,0
South Africa,0,21.38,0.85,0
South Korea,1,0.975,0.59,0
South Sudan,0,0.893,1.04,0
Spain,1,0,1.15,0
Sri Lanka,0,0.514,0.97,0
Sudan,1,0,1.03,0
Suriname,1,6.819,0.81,0
Sweden,1,0,1.37,0
Switzerland,0,0,1.24,0
Syria,0,1.943,0.96,0
Taiwan,0,0,1.15,0
Tajikistan,0,4.299,1,0
Tanzania,3,0,0,0
Thailand,0,0,0.93,0
Timor,0,0,0,0
Togo,1,0.846,1.05,0
Trinidad and Tobago,2,35.727,0.79,0
Tunisia,5,145.702,1.43,0
Turkey,1,17.394,0.9,0
Uganda,1,3.629,1.05,0
Ukraine,2,73.925,1.12,0
United Arab Emirates,5,86.043,1.12,0
United Kingdom,5,83.964,1.15,4.066
United States,5,112.627,1.01,18.64
Uruguay,0,2.879,1.13,0
Uzbekistan,0,14.969,0.95,0
Vanuatu,0,0,0,0
Vatican,3,0,0,0
Venezuela,2,26.41,0.92,0
Vietnam,1,0.051,0.61,0
Yemen,0,0,0.69,0
Zambia,1,1.577,0.89,0
Zimbabwe,1,0.606,0.92,0
