country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,1.028,1.41,0
Albania,4,3.127,0.85,0
Algeria,4,2.144,1.04,0
Andorra,1,245.907,0.79,0
Angola,4,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,4,1.77,1.33,0
Armenia,5,13.499,1.08,0
Australia,4,3.843,0.58,0
Austria,4,33.532,0.66,29.535
Azerbaijan,4,10.257,1.4,0
Bahamas,5,2.543,0,0
Bahrain,4,37.612,1.36,0
Bangladesh,4,0.68,2.75,0
Barbados,4,10.439,0,0
Belarus,0,44.448,2.24,0
Belgium,2,136.329,1.25,110.271
Belize,4,2.515,0,0
Benin,3,0,0,0
Bhutan,4,0,0,0
Bolivia,4,4.626,1.35,0
Bosnia and Herzegovina,4,16.459,1.17,0
Botswana,4,2.977,0,0
Brazil,4,9.042,1.72,0
Brunei,3,0,0.15,0
Bulgaria,4,3.598,1.09,4.605
Burkina Faso,4,1.387,0.96,0
Burundi,5,0,0,0
Cambodia,3,0.12,0.12,0
Cameroon,3,0,1.28,0
Canada,4,40.088,1.44,0
Cape Verde,4,0,0,0
Central African Republic,3,0,0,0
Chad,3,0.061,0,0
Chile,4,22.285,1.47,0
China,3,0.051,0.96,0
Colombia,4,3.321,1.46,0
Comoros,5,0,0,0
Congo,4,2.718,0,0
Costa Rica,4,7.263,0.92,0
Cote d'Ivoire,4,2.275,1.29,0
Croatia,4,15.59,1.02,0
Cuba,3,5.121,1.49,0
Cyprus,4,43.384,1.02,0
Czechia,4,23.999,0.91,8.964
Democratic Republic of Congo,4,0,1.12,0
Denmark,4,40.226,1.13,20.718
Djibouti,4,0,1.49,0
Dominica,4,0,0,0
Dominican Republic,4,21.94,1.49,0
Ecuador,4,29.19,1.72,0
Egypt,4,1.358,1.45,0
El Salvador,4,1.542,0,0
Equatorial Guinea,5,0,0,0
Eritrea,4,0,0,0
Estonia,4,16.585,0.93,6.785
Eswatini,4,0,0,0
Ethiopia,4,0.009,0,0
Fiji,4,0,0,0
Finland,4,21.297,1.21,14.8
France,2,66.015,1.44,106.276
Gabon,3,4.493,0,0
