country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,9.017,0.85,0
Albania,1,25.019,1.17,0
Algeria,5,6.955,1.63,0
Andorra,0,0,0.38,0
Angola,5,0.243,1.14,0
Antigua and Barbuda,3,40.846,0,0
Argentina,1,48.434,1.25,0
Armenia,4,248.377,1.04,0
Australia,0,3.059,1.95,0
Austria,0,8.216,1.46,0.999
Azerbaijan,1,52.667,1.16,0
Bahamas,3,0,0.11,0
Bahrain,4,257.407,1.06,0
Bangladesh,1,23.128,1.06,0
Barbados,5,0,0,0
Belarus,3,40.215,0.73,0
Belgium,0,7.42,0.99,3.106
Belize,5,0,0,0
Benin,0,2.062,0.97,0
Bhutan,5,1.296,0,0
Bolivia,1,72.646,1.17,0
Bosnia and Herzegovina,0,0,1.18,0
Botswana,0,0,0,0
Brazil,2,143.376,1.11,0
Brunei,0,0,0,0
Bulgaria,0,9.499,1.27,3.598
Burkina Faso,0,0.861,0.97,0
Burundi,3,0,0.64,0
Cambodia,0,0,0.18,0
Cameroon,0,0,1.02,0
Canada,5,8.346,0.88,0
Cape Verde,2,115.11,1.1,0
Central African Republic,5,0,0.86,0
Chad,5,0.061,0.76,0
Chile,4,220.546,0.87,0
China,5,0.01,0.92,0
Colombia,1,62.457,1.25,0
Comoros,3,0,0.71,0
Congo,5,0,0.72,0
Costa Rica,1,29.642,1.49,0
Cote d'Ivoire,5,5.952,1.08,0
Croatia,0,16.32,2.17,0
Cuba,5,0.177,0.78,0
Cyprus,0,0,1.02,0
Czechia,0,28.481,1.54,1.307
Democratic Republic of Congo,5,1.53,1.08,0
Denmark,0,0,0.98,0
Djibouti,0,0,0.73,0
Dominica,0,0,0,0
Dominican Republic,1,69.507,1.19,0
Ecuador,1,38.599,1.2,0
Egypt,5,12.361,0.97,0
El Salvador,1,31.914,1.15,0
Equatorial Guinea,3,0,0.25,0
Eritrea,5,0,0.42,0
Estonia,0,0.754,0.65,0.754
Eswatini,1,31.03,1.26,0
Ethiopia,5,1.035,0.7,0
Fiji,5,0,0,0
Finland,0,0,0.85,0
France,0,-11.015,1.09,9.1
Gabon,5,0,1.08,0
Gambia,5,0.414,0,0
Georgia,0,0.752,0.74,0
Germany,5,2.805,0.99,0
Ghana,0,10.009,1.17,0
Greece,0,0.959,1.16,0
Grenada,3,0,0,0
Guatemala,1,29.751,1.21,0
Guinea,5,3.883,1.1,0
Guinea-Bissau,3,0,0.77,0
Guyana,5,0,0.9,0
Haiti,5,0,0.97,0
Honduras,2,108.535,1.2,0
Hungary,0,0.414,0.92,0
Iceland,0,2.93,1.17,0
India,5,14.101,1.23,0
Indonesia,0,4.38,1.13,0
International,3,0,0,0
Iran,0,29.633,1,0
Iraq,1,53.204,1.2,0
Ireland,0,0.405,0.9,2.228
Israel,1,44.48,1.59,0
Italy,0,2.878,0.82,1.621
Jamaica,5,2.026,1.1,0
