Nation,Similarity Score
Afghanistan,192
Albania,76
Algeria,172
Andorra,157
Angola,257
Antigua and Barbuda,240
Argentina,84
Armenia,52
Australia,185
Austria,49
Azerbaijan,70
Bahamas,151
Bahrain,44
Bangladesh,126
Barbados,208
Belarus,62
Belgium,41
Belize,182
Benin,251
Bhutan,243
Bolivia,93
Bosnia and Herzegovina,85
Botswana,236
Brazil,68
Brunei,248
Bulgaria,58
Burkina Faso,256
Burundi,262
Cambodia,262
Cameroon,221
Canada,57
Cape Verde,86
Central African Republic,212
Chad,263
Chile,55
Colombia,71
Comoros,238
Congo,235
Costa Rica,111
Cote d'Ivoire,206
Croatia,65
Cuba,207
Cyprus,146
Czechia,60
Democratic Republic of Congo,265
Denmark,65
Djibouti,166
Dominica,253
Dominican Republic,65
Ecuador,83
Egypt,189
El Salvador,109
Equatorial Guinea,230
Eritrea,262
Estonia,95
Eswatini,127
Ethiopia,214
Fiji,263
Finland,121
France,36
Gabon,180
Gambia,221
Georgia,162
Germany,79
Ghana,175
Greece,138
Grenada,256
Guatemala,116
Guinea,194
Guinea-Bissau,215
Guyana,152
Haiti,213
Honduras,102
Hungary,74
Iceland,120
India,139
Indonesia,174
International,265
Iran,37
Iraq,107
Ireland,73
Israel,64
Italy,40
Jamaica,181
Japan,188
Jordan,196
Kazakhstan,111
Kenya,216
Kosovo,85
Kuwait,47
Kyrgyzstan,118
Laos,265
Latvia,146
Lebanon,129
Lesotho,229
Liberia,245
Libya,155
Liechtenstein,201
Lithuania,132
Luxembourg,50
Madagascar,221
Malawi,242
Malaysia,223
Maldives,86
Mali,264
Malta,112
Marshall Islands,265
Mauritania,179
Mauritius,246
Mexico,85
Moldova,51
Monaco,167
Mongolia,257
Montenegro,116
Morocco,125
Mozambique,247
Myanmar,247
Namibia,168
Nepal,141
Netherlands,60
New Zealand,232
Nicaragua,243
Niger,263
Nigeria,254
North Macedonia,56
Norway,109
Oman,82
Pakistan,162
Palestine,120
Panama,53
Papua New Guinea,257
Paraguay,137
Peru,72
Philippines,143
Poland,49
Portugal,45
Qatar,52
Romania,49
Russia,59
Rwanda,243
Saint Kitts and Nevis,255
Saint Vincent and the Grenadines,240
Samoa,265
San Marino,180
Sao Tome and Principe,202
Saudi Arabia,68
Senegal,182
Serbia,71
Seychelles,241
Sierra Leone,258
Slovakia,137
Slovenia,88
Solomon Islands,265
Somalia,254
South Africa,90
South Korea,213
South Sudan,253
Spain,90
Sri Lanka,263
Sudan,244
Suriname,134
Sweden,67
Switzerland,98
Syria,244
Taiwan,255
Tajikistan,185
Tanzania,264
Thailand,254
Timor,262
Togo,251
Trinidad and Tobago,184
Tunisia,192
Turkey,81
Uganda,257
Ukraine,70
United Arab Emirates,52
United Kingdom,37
United States,40
Uruguay,208
Uzbekistan,152
Vanuatu,265
Vatican,254
Venezuela,152
Vietnam,263
Yemen,264
Zambia,214
Zimbabwe,225
Singapore,67
China,226
Hong Kong,56
