Nation,Similarity Score
Afghanistan,225
Albania,107
Algeria,168
Andorra,94
Angola,152
Antigua and Barbuda,141
Armenia,73
Australia,120
Austria,80
Azerbaijan,100
Bahamas,88
Belarus,95
Belgium,27
Belize,130
Benin,126
Bosnia and Herzegovina,67
Brazil,35
Bulgaria,84
Burkina Faso,187
Burundi,100
Cambodia,150
Cameroon,179
Canada,130
Cape Verde,62
Central African Republic,193
Chad,170
Chile,69
Comoros,142
Congo,183
Costa Rica,76
Cote d'Ivoire,222
Croatia,75
Cuba,130
Cyprus,108
Czechia,48
Democratic Republic of Congo,197
Denmark,95
Djibouti,153
Dominica,201
Dominican Republic,84
Ecuador,66
Egypt,179
Equatorial Guinea,142
Eritrea,170
Estonia,139
Eswatini,107
Ethiopia,165
Finland,83
France,46
Gambia,141
Georgia,76
Germany,92
Ghana,137
Greece,111
Grenada,142
Guatemala,82
Guinea,175
Guinea-Bissau,142
Guyana,107
Haiti,167
Honduras,91
Hungary,115
India,98
International,142
Iran,88
Iraq,83
Ireland,62
Israel,52
Italy,56
Jamaica,140
Japan,89
Jordan,105
Kazakhstan,82
Kenya,151
Kosovo,96
Kyrgyzstan,78
Laos,171
Latvia,117
Lebanon,118
Lesotho,156
Liberia,145
Libya,121
Liechtenstein,85
Lithuania,110
Luxembourg,72
Madagascar,207
Malawi,142
Maldives,95
Mali,182
Malta,63
Marshall Islands,142
Mauritania,174
Mauritius,201
Mexico,120
Moldova,30
Monaco,65
Montenegro,63
Morocco,146
Mozambique,141
Myanmar,157
Namibia,134
Netherlands,89
Nicaragua,124
Niger,161
North Macedonia,74
Norway,88
Pakistan,142
Palestine,90
Papua New Guinea,122
Peru,65
Philippines,105
Portugal,73
Qatar,17
Romania,51
Russia,52
Saint Kitts and Nevis,142
Saint Lucia,140
Saint Vincent and the Grenadines,142
Samoa,142
San Marino,104
Sao Tome and Principe,142
Saudi Arabia,47
Senegal,172
Serbia,86
Seychelles,98
Sierra Leone,183
Slovakia,96
Slovenia,104
Solomon Islands,96
Somalia,152
South Africa,92
South Korea,98
South Sudan,198
Spain,61
Sri Lanka,121
Sudan,174
Suriname,124
Sweden,84
Switzerland,84
Syria,185
Tanzania,156
Thailand,144
Timor,143
Togo,145
Trinidad and Tobago,113
Tunisia,105
Turkey,100
Uganda,132
Ukraine,101
United Arab Emirates,44
United States,11
Uruguay,134
Vatican,137
Venezuela,153
Vietnam,124
Yemen,164
Zambia,125
Zimbabwe,131
Gabon,97
Kuwait,16
Nigeria,146
Paraguay,96
Poland,74
Tajikistan,139
United Kingdom,85
Panama,19
Barbados,140
Nepal,110
Taiwan,95
Argentina,44
Bahrain,14
Bangladesh,121
Bolivia,49
China,133
Colombia,41
El Salvador,80
Fiji,114
Malaysia,84
New Zealand,141
Oman,54
Rwanda,126
Uzbekistan,144
Bhutan,127
Botswana,98
Brunei,110
Indonesia,116
Mongolia,128
Singapore,39
Iceland,53
Hong Kong,12
