Nation,Similarity Score
Afghanistan,144
Albania,68
Algeria,112
Andorra,138
Angola,100
Antigua and Barbuda,138
Armenia,68
Australia,88
Austria,129
Azerbaijan,85
Bahamas,91
Belarus,112
Belgium,38
Belize,67
Benin,199
Bosnia and Herzegovina,84
Brazil,29
Bulgaria,126
Burkina Faso,229
Burundi,109
Cambodia,216
Cameroon,151
Canada,57
Cape Verde,52
Central African Republic,150
Chad,125
Chile,63
Comoros,139
Congo,149
Costa Rica,39
Cote d'Ivoire,214
Croatia,129
Cuba,74
Cyprus,142
Czechia,92
Democratic Republic of Congo,167
Denmark,97
Djibouti,179
Dominica,207
Dominican Republic,101
Ecuador,55
Egypt,134
Equatorial Guinea,139
Eritrea,134
Estonia,196
Eswatini,102
Ethiopia,102
Finland,148
France,51
Gambia,102
Georgia,86
Germany,64
Ghana,196
Greece,132
Grenada,139
Guatemala,79
Guinea,107
Guinea-Bissau,139
Guyana,68
Haiti,175
Honduras,100
Hungary,111
India,71
International,139
Iran,91
Iraq,83
Ireland,49
Israel,47
Italy,75
Jamaica,73
Japan,175
Jordan,141
Kazakhstan,83
Kenya,102
Kosovo,107
Kyrgyzstan,64
Latvia,151
Lebanon,72
Lesotho,170
Liberia,103
Libya,73
Liechtenstein,95
Lithuania,186
Luxembourg,105
Madagascar,150
Malawi,122
Maldives,89
Mali,213
Malta,79
Marshall Islands,139
Mauritania,149
Mauritius,219
Mexico,111
Moldova,28
Monaco,78
Montenegro,66
Morocco,92
Mozambique,108
Myanmar,104
Namibia,128
Netherlands,101
Nicaragua,144
Niger,186
North Macedonia,79
Norway,155
Pakistan,139
Palestine,78
Papua New Guinea,167
Peru,74
Philippines,75
Portugal,19
Qatar,17
Romania,81
Russia,43
Saint Kitts and Nevis,139
Saint Lucia,138
Saint Vincent and the Grenadines,138
Samoa,139
San Marino,159
Sao Tome and Principe,138
Saudi Arabia,70
Senegal,207
Serbia,115
Seychelles,204
Sierra Leone,221
Slovakia,140
Slovenia,146
Solomon Islands,185
Somalia,223
South Africa,116
South Korea,149
South Sudan,143
Spain,67
Sri Lanka,175
Sudan,104
Suriname,121
Sweden,77
Switzerland,126
Syria,140
Tanzania,186
Thailand,158
Timor,193
Togo,169
Trinidad and Tobago,77
Tunisia,186
Turkey,90
Uganda,95
Ukraine,109
United Arab Emirates,56
United States,11
Uruguay,199
Vanuatu,171
Vatican,133
Venezuela,104
Vietnam,107
Yemen,206
Zambia,180
Zimbabwe,91
Gabon,59
Kuwait,22
Nigeria,104
Paraguay,57
Poland,132
Tajikistan,162
United Kingdom,11
Panama,24
Bangladesh,85
Barbados,164
Botswana,127
Colombia,45
Uzbekistan,125
Fiji,130
Iceland,102
Nepal,58
New Zealand,197
Oman,61
Argentina,48
Rwanda,76
Taiwan,140
Bhutan,75
Indonesia,68
Singapore,81
Brunei,175
Mongolia,82
Bahrain,12
Bolivia,67
China,63
El Salvador,71
Malaysia,94
Hong Kong,27
