Nation,Similarity Score
Afghanistan,112
Albania,85
Algeria,190
Andorra,87
Angola,191
Antigua and Barbuda,23
Armenia,6
Australia,196
Austria,79
Azerbaijan,137
Bahamas,13
Belarus,11
Belgium,73
Belize,107
Benin,145
Bosnia and Herzegovina,75
Brazil,42
Bulgaria,92
Burkina Faso,136
Burundi,24
Cambodia,132
Cameroon,174
Canada,113
Cape Verde,57
Central African Republic,128
Chad,168
Chile,39
Comoros,23
Congo,168
Costa Rica,80
Cote d'Ivoire,116
Croatia,101
Cuba,167
Cyprus,123
Czechia,82
Democratic Republic of Congo,134
Denmark,95
Djibouti,141
Dominica,125
Dominican Republic,88
Ecuador,93
Egypt,180
Equatorial Guinea,23
Eritrea,177
Estonia,87
Eswatini,145
Ethiopia,183
Finland,123
France,93
Gambia,170
Georgia,157
Germany,118
Ghana,171
Greece,153
Grenada,23
Guatemala,145
Guinea,179
Guinea-Bissau,23
Guyana,133
Haiti,128
Honduras,98
Hungary,120
India,123
International,23
Iran,135
Iraq,96
Ireland,115
Israel,70
Italy,127
Jamaica,158
Japan,126
Jordan,126
Kazakhstan,141
Kenya,185
Kosovo,92
Kyrgyzstan,134
Laos,107
Latvia,115
Lebanon,88
Lesotho,203
Liberia,177
Libya,91
Liechtenstein,6
Lithuania,92
Luxembourg,60
Madagascar,190
Malawi,177
Maldives,16
Mali,145
Malta,6
Marshall Islands,23
Mauritania,88
Mauritius,83
Mexico,120
Moldova,43
Monaco,51
Montenegro,6
Morocco,108
Mozambique,159
Myanmar,178
Namibia,145
Netherlands,75
Nicaragua,26
Niger,74
North Macedonia,6
Norway,115
Pakistan,158
Palestine,73
Papua New Guinea,177
Peru,57
Philippines,166
Portugal,71
Qatar,38
Romania,83
Russia,55
Saint Kitts and Nevis,23
Saint Lucia,22
Saint Vincent and the Grenadines,23
Samoa,23
San Marino,84
Sao Tome and Principe,23
Saudi Arabia,121
Senegal,151
Serbia,109
Seychelles,113
Sierra Leone,129
Slovakia,91
Slovenia,121
Solomon Islands,121
Somalia,118
South Africa,127
South Korea,209
South Sudan,176
Spain,93
Sri Lanka,142
Sudan,164
Suriname,130
Sweden,95
Switzerland,94
Syria,178
Tanzania,78
Thailand,176
Timor,96
Togo,166
Trinidad and Tobago,161
Tunisia,89
Turkey,138
Uganda,198
Ukraine,100
United Arab Emirates,48
United States,12
Uruguay,140
Vanuatu,124
Vatican,22
Venezuela,157
Yemen,111
Zambia,155
Zimbabwe,183
Gabon,151
Kuwait,31
Nigeria,184
Paraguay,89
Poland,87
Tajikistan,102
United Kingdom,85
Argentina,52
Bahrain,25
Bangladesh,171
Barbados,140
Bhutan,192
Botswana,159
Brunei,137
El Salvador,152
Fiji,179
Iceland,100
Indonesia,206
Malaysia,188
Nepal,132
New Zealand,115
Oman,94
Rwanda,203
Singapore,131
Taiwan,69
Uzbekistan,160
Bolivia,132
China,195
Mongolia,201
Hong Kong,63
Colombia,54
Panama,24
