Nation,Similarity Score
Afghanistan,70
Albania,121
Algeria,84
Andorra,133
Angola,61
Antigua and Barbuda,36
Armenia,55
Australia,97
Austria,194
Azerbaijan,93
Bahamas,58
Belarus,80
Belgium,114
Belize,114
Benin,139
Bosnia and Herzegovina,95
Brazil,86
Bulgaria,167
Burkina Faso,143
Burundi,11
Cambodia,153
Cameroon,144
Canada,132
Cape Verde,85
Central African Republic,111
Chad,78
Chile,106
Comoros,35
Congo,80
Costa Rica,84
Cote d'Ivoire,116
Croatia,115
Cuba,52
Cyprus,167
Czechia,146
Democratic Republic of Congo,89
Djibouti,110
Dominica,110
Dominican Republic,76
Ecuador,54
Egypt,85
Equatorial Guinea,35
Eritrea,70
Estonia,148
Eswatini,52
Ethiopia,66
Finland,134
France,98
Gambia,69
Georgia,106
Germany,189
Ghana,147
Greece,194
Grenada,35
Guatemala,40
Guinea,56
Guinea-Bissau,35
Guyana,70
Haiti,65
Honduras,81
Hungary,206
India,62
International,35
Iran,191
Iraq,92
Ireland,117
Israel,72
Italy,151
Jamaica,73
Japan,92
Jordan,142
Kazakhstan,37
Kenya,71
Kosovo,82
Kyrgyzstan,68
Laos,97
Latvia,190
Lebanon,126
Lesotho,133
Liberia,51
Libya,105
Liechtenstein,44
Lithuania,143
Luxembourg,125
Madagascar,108
Malawi,128
Maldives,69
Mali,158
Malta,81
Marshall Islands,35
Mauritania,58
Mauritius,67
Mexico,59
Moldova,80
Monaco,81
Montenegro,39
Morocco,132
Mozambique,115
Myanmar,68
Namibia,128
Netherlands,175
Nicaragua,43
Niger,100
North Macedonia,57
Norway,157
Pakistan,81
Palestine,117
Papua New Guinea,125
Peru,84
Philippines,45
Portugal,82
Qatar,81
Romania,118
Russia,107
Saint Kitts and Nevis,35
Saint Lucia,35
Saint Vincent and the Grenadines,35
Samoa,35
San Marino,103
Sao Tome and Principe,35
Saudi Arabia,46
Senegal,117
Serbia,126
Seychelles,70
Sierra Leone,114
Slovakia,153
Slovenia,175
Solomon Islands,106
Somalia,124
South Africa,46
South Korea,140
South Sudan,73
Spain,89
Sri Lanka,86
Sudan,50
Suriname,57
Sweden,114
Switzerland,179
Syria,82
Tanzania,102
Thailand,125
Timor,84
Togo,134
Trinidad and Tobago,76
Tunisia,105
Turkey,109
Uganda,49
Ukraine,158
United Arab Emirates,145
United States,74
Uruguay,131
Vanuatu,95
Vatican,35
Venezuela,87
Vietnam,95
Yemen,137
Zambia,158
Zimbabwe,47
Gabon,47
Kuwait,86
Nigeria,49
Paraguay,89
Poland,101
Tajikistan,111
United Kingdom,97
Argentina,50
Bahrain,57
Bangladesh,53
Barbados,72
Bhutan,47
Botswana,107
Brunei,125
Colombia,81
El Salvador,40
Fiji,85
Iceland,159
Indonesia,82
Malaysia,119
Nepal,82
New Zealand,73
Oman,58
Panama,81
Rwanda,60
Singapore,58
Taiwan,41
Uzbekistan,57
Bolivia,26
Mongolia,88
China,63
Hong Kong,11
