country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,8,0,0.077,1.361
Albania,1,0,1.737,94.864
Algeria,8,0,0.114,4.675
Andorra,8,0,0,0
Angola,8,0,0.213,7.302
Antigua and Barbuda,1,0,0,71.481
Argentina,3,0.627,8.496,298.922
Armenia,2,0,3.712,519.702
Australia,8,0,0,0.471
Austria,0,2.714,0.777,193.973
Azerbaijan,4,0,0.197,52.075
Bahamas,3,0,5.086,282.265
Bahrain,0,6.539,0.588,144.571
Bangladesh,8,0.07,0.14,7.341
Barbados,8,0,0,0
Belarus,1,0,0.423,71.01
Belgium,6,5.341,2.847,946.019
Belize,1,0,0,118.203
Benin,8,0,0,0
Bhutan,5,0,0,11.664
Bolivia,5,0.086,2.056,12.679
Bosnia and Herzegovina,3,0,0.305,218.238
Botswana,8,0,0,0
Brazil,1,0,2.169,113.201
Brunei,8,0,0,0
Bulgaria,1,1.071,1.439,86.782
Burkina Faso,8,0,0,0
Burundi,8,0,0,0.42
Cambodia,8,0,0,0
Cameroon,8,0,0,0
Canada,8,1.777,0.026,3.683
Cape Verde,3,1.009,5.396,201.443
Central African Republic,8,0,0,0
Chad,8,0,0,0.244
Chile,1,1.915,3.086,94.841
China,8,0,0,0.021
Colombia,0,0.567,3.675,137.905
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,3,0,2.945,228.892
Cote d'Ivoire,8,0.037,0,0.986
Croatia,3,1.7,2.436,266.974
Cuba,8,0.698,0.088,4.591
Cyprus,3,5.67,0,230.62
Czechia,6,2.734,6.443,813.803
Democratic Republic of Congo,8,0,0.011,0.011
Denmark,1,4.667,0.345,86.496
Djibouti,8,0,0,3.036
Dominica,8,0,0,0
Dominican Republic,4,0.293,0.277,43.787
Ecuador,4,0.164,1.02,43.246
Egypt,8,0,0.098,1.349
El Salvador,5,0.375,0.771,29.447
Equatorial Guinea,8,0,0,1.426
Eritrea,8,0,0,8.459
Estonia,5,1.041,0,26.384
Eswatini,5,0,0,16.377
Ethiopia,8,0.057,0.078,5.219
Fiji,8,0.069,0,0
Finland,5,2.095,0,28.877
France,7,2.104,0,0
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,3,0,1.003,240.15
Germany,4,0,0.143,58.03
Ghana,8,0.079,0,1.899
Greece,4,1.804,0.959,46.244
Grenada,5,0,0,17.775
Guatemala,4,0.09,2.065,33.323
Guinea,8,0,0,8.833
Guinea-Bissau,8,0,0,0
Guyana,4,0,2.543,48.312
Haiti,8,0,0,2.719
Honduras,1,0,0.707,91.17
Hong Kong,8,0,0,0
Hungary,0,1.343,2.484,185.397
Iceland,3,3.766,0,202.198
India,4,0.724,0.749,44.834
Indonesia,5,0.095,0.307,15.724
International,8,0,0,0
Iran,4,0,3.012,48.849
Iraq,1,0.415,1.392,80.08
Ireland,3,3.856,1.62,253.352
Israel,4,1.732,3.697,47.484
Italy,0,2.743,0.777,180.693
Jamaica,5,0.122,2.026,21.275
Japan,8,0.078,0.047,4.95
Jordan,0,0,1.96,147.504
Kazakhstan,5,1.238,0.213,13.74
Kenya,5,0,0.223,11.456
Kosovo,1,0,0,76.574
Kuwait,0,1.335,0.937,173.045
Kyrgyzstan,1,0,0.766,72.04
Laos,8,0,0,0
Latvia,1,2.827,0.53,99.671
Lebanon,0,0,1.172,171.564
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,8,0,0,0
Liechtenstein,2,0,0,655.531
Lithuania,1,1.935,0.367,83.753
Luxembourg,7,13.994,0,0
Madagascar,8,0,0.036,2.022
Malawi,8,0.021,0,0.523
Malaysia,5,0.721,0.124,26.849
Maldives,4,2.908,1.85,44.4
Mali,8,0,0,0.049
Malta,2,5.445,0,462.02
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0.86
Mauritius,8,0,0,0
Mexico,4,0.052,2.753,42.247
Moldova,3,0,4.958,196.333
Monaco,0,0,0,127.408
Mongolia,8,0,0,0
Montenegro,3,0,4.777,232.461
Morocco,1,0.65,1.626,101.949
Mozambique,8,0.042,0.032,3.039
Myanmar,5,0,0.717,25.492
Namibia,5,0.494,0,18.891
Nepal,1,0.53,0.412,108.694
Netherlands,2,0,1.868,475.58
New Zealand,8,0.703,0,0.622
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0.017,0.019,0.548
North Macedonia,3,0.889,1.44,285.114
Norway,5,1.101,0,17.893
Oman,8,0,0,0
Pakistan,8,0.147,0.072,2.567
