country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,8,0,0,0
Albania,8,0,0,0
Algeria,8,0,0,0
Andorra,8,0,0,0
Angola,8,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,7,0,0,0.133
Armenia,8,0,0,0
Australia,7,0,0,0.118
Austria,3,0.034,0,2.665
Azerbaijan,6,0,0,0.296
Bahamas,8,0,0,0
Bahrain,4,0,0,14.692
Bangladesh,8,0,0,0
Barbados,8,0,0,0
Belarus,8,0,0,0
Belgium,3,0.041,0,5.177
Belize,8,0,0,0
Benin,8,0,0,0
Bhutan,8,0,0,0
Bolivia,8,0,0,0
Bosnia and Herzegovina,6,0,0,0.305
Botswana,8,0,0,0
Brazil,8,0,0,0
Brunei,8,0,0,0
Bulgaria,8,0,0,0
Burkina Faso,8,0,0,0
Burundi,8,0,0,0
Cambodia,8,0,0,0
Cameroon,8,0,0,0
Canada,7,0,0,0.132
Cape Verde,8,0,0,0
Central African Republic,8,0,0,0
Chad,8,0,0,0
Chile,8,0,0,0
China,7,0,0.019,0.056
Colombia,8,0.001,0,0
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,8,0,0,0
Cote d'Ivoire,8,0,0,0
Croatia,6,0.004,0,0.244
Cuba,8,0,0,0
Cyprus,8,0,0,0
Czechia,7,0.018,0,0.093
Democratic Republic of Congo,8,0,0,0
Denmark,2,0.019,0,0
Djibouti,8,0,0,0
Dominica,8,0,0,0
Dominican Republic,8,0,0,0
Ecuador,8,0,0,0
Egypt,8,0,0,0
El Salvador,8,0,0,0
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,2,0.022,0,0
Eswatini,8,0,0,0
Ethiopia,8,0,0,0
Fiji,8,0,0,0
Finland,8,0.004,0,0
France,3,0,0.031,4.642
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,8,0,0,0
Germany,0,0,0,1.54
Ghana,8,0,0,0
Greece,7,0,0,0.096
Grenada,8,0,0,0
Guatemala,8,0,0,0
Guinea,8,0,0,0
Guinea-Bissau,8,0,0,0
Guyana,8,0,0,0
Haiti,8,0,0,0
Honduras,8,0,0,0
Hungary,6,0.005,0,0.207
Iceland,1,0.17,0,20.513
India,8,0,0,0.002
Indonesia,8,0,0,0
International,8,0,0,0
Iran,4,0,0.25,12.811
Iraq,6,0,0.025,0.348
Ireland,8,0,0,0
Israel,0,0.039,0,1.155
Italy,1,0.094,0.595,20.625
Jamaica,8,0,0,0
Japan,6,0.001,0,0.364
Jordan,8,0,0,0
Kazakhstan,8,0,0,0
Kenya,8,0,0,0
Kosovo,8,0,0,0
Kuwait,5,0,0,0.702
Kyrgyzstan,8,0,0,0
Laos,8,0,0,0
Latvia,8,0.007,0,0
Lebanon,8,0,0,0
Lesotho,8,0,0,0
Liberia,8,0,0,0
Libya,8,0,0,0
Liechtenstein,8,0,0,0
Lithuania,8,0,0,0
Luxembourg,8,0.01,0,0
Madagascar,8,0,0,0
Malawi,8,0,0,0
Malaysia,6,0,0,0.309
Maldives,8,0,0,0
Mali,8,0,0,0
Malta,4,0.222,0,6.794
Marshall Islands,8,0,0,0
Mauritania,8,0,0,0
Mauritius,8,0,0,0
Mexico,8,0.001,0,0
Moldova,8,0,0,0
Monaco,8,0,0,0
Mongolia,8,0,0,0
Montenegro,8,0,0,0
Morocco,8,0,0,0
Mozambique,8,0,0,0
Myanmar,8,0,0,0
Namibia,8,0,0,0
Nepal,8,0,0,0
Netherlands,3,0,0,3.502
New Zealand,6,0.009,0,0.207
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0,0
North Macedonia,8,0,0,0
Norway,4,0.058,0,7.194
Oman,8,0,0,0
Pakistan,8,0,0,0
Palestine,0,0,0,1.764
Panama,8,0,0,0
Papua New Guinea,8,0,0,0
Paraguay,8,0,0,0
Peru,8,0.002,0,0
Philippines,8,0,0,0.009
Poland,8,0,0,0
Portugal,5,0.008,0,0.686
Qatar,8,0,0,0
Romania,8,0,0,0
Russia,2,0.029,0,0
Rwanda,8,0,0,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,1,0,0,58.931
Sao Tome and Principe,8,0,0,0
Saudi Arabia,2,0.057,0,0
Senegal,8,0,0,0
Serbia,8,0.004,0,0
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,0,0,0,1.367
Slovakia,2,0.012,0,0
Slovenia,8,0,0,0
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,8,0.001,0,0
South Korea,4,0.262,0.039,8.738
South Sudan,8,0,0,0
Spain,0,0,0.107,2.139
Sri Lanka,8,0,0,0
Sudan,8,0,0,0
Suriname,8,0,0,0
Sweden,3,0,0,3.268
Switzerland,4,0.084,0,6.239
Syria,8,0,0,0
Taiwan,2,0.013,0,0
Tajikistan,8,0,0,0
Tanzania,8,0,0,0
Thailand,8,0.01,0,0.029
Timor,8,0,0,0
Togo,8,0,0,0
Trinidad and Tobago,8,0,0,0
Tunisia,8,0,0,0
Turkey,8,0,0,0
Uganda,8,0,0,0
Ukraine,8,0,0,0
United Arab Emirates,0,0.453,0,1.618
United Kingdom,5,0,0.015,0.81
United States,5,0.005,0.009,0.502
Uruguay,8,0,0,0
Uzbekistan,8,0,0,0
Vanuatu,8,0,0,0
Vatican,8,0,0,0
Venezuela,8,0,0,0
Vietnam,8,0.001,0,0.021
Yemen,8,0,0,0
Zambia,8,0,0,0
Zimbabwe,8,0,0,0
