country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.128,2.44
Albania,4,0,2.432,98.686
Algeria,2,0,0.205,6.545
Andorra,1,0,0,1100.11
Angola,2,0,0.03,6.907
Antigua and Barbuda,0,0,0,0
Argentina,3,0.634,9.492,316.578
Armenia,7,0,8.774,539.951
Australia,0,1.236,0.078,0.549
Austria,3,1.567,1.443,314.776
Azerbaijan,8,0,0.888,65.39
Bahamas,5,0,10.172,233.949
Bahrain,4,0,0,136.344
Bangladesh,2,0.077,0.121,8.106
Barbados,0,0,0,0
Belarus,4,0,0.423,95.457
Belgium,1,6.165,11.993,1170.962
Belize,4,0,2.515,138.323
Benin,0,0,0,0
Bhutan,0,0,0,3.888
Bolivia,2,0.098,1.199,14.735
Bosnia and Herzegovina,7,0,6.401,473.968
Botswana,0,0,0,0
Brazil,4,0,2.583,140.135
Brunei,0,0,0,0
Bulgaria,3,1.102,3.598,369.723
Burkina Faso,0,0,0,0.335
Burundi,0,0,0,0.084
Cambodia,0,0,0,0.12
Cameroon,0,0,0,0
Canada,8,2.143,0.689,72.333
Cape Verde,4,0.862,0,88.131
Central African Republic,0,0,0,0
Chad,0,0,0,1.157
Chile,8,1.047,1.203,48.493
China,0,0,0,0.033
Colombia,5,0.517,4.265,160.486
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,5,0,3.337,169.215
Cote d'Ivoire,0,0.013,0,0.076
Croatia,3,1.994,4.385,344.192
Cuba,2,0.724,0,7.328
Cyprus,5,4.098,0,206.645
Czechia,1,4.435,16.995,1462.604
Democratic Republic of Congo,0,0.002,0,0.19
Denmark,4,12.618,0.173,129.312
Djibouti,0,0,0,3.036
Dominica,0,0,0,0
Dominican Republic,2,0.559,0.092,15.21
Ecuador,8,0.258,0.85,57.473
Egypt,0,0,0.107,1.661
El Salvador,0,0.383,0.617,0
Equatorial Guinea,0,0,0,2.851
Eritrea,0,0,0,0
Estonia,6,2.303,0,27.892
Eswatini,2,0,0,10.343
Ethiopia,0,0.051,0.07,4.445
Fiji,0,0.143,0,0
Finland,6,3.354,0,34.833
France,7,5.763,8.12,529.939
Gabon,0,0,0,0
Gambia,0,0,0,0.414
Georgia,3,0,5.766,457.237
Germany,5,0,0.358,157.083
Ghana,0,0.033,0,0
Greece,4,1.938,1.151,120.502
Grenada,0,0,0,0
Guatemala,6,0.291,0.781,37.788
Guinea,2,0,0,14.011
Guinea-Bissau,0,0,0,0
Guyana,8,0,0,44.498
Haiti,0,0,0,1.228
Honduras,8,0,0.606,66.333
Hong Kong,0,0,0,0
Hungary,5,1.212,6.522,215.21
Iceland,5,8.009,0,205.128
India,6,0.694,0.368,31.806
Indonesia,2,0.175,0.369,12.869
International,0,0,0,0
Iran,8,0.8,4.119,82.959
Iraq,4,0.482,1.318,112.126
Ireland,4,2.316,1.013,141.764
Israel,4,4.82,3.235,102.478
Italy,3,2.884,3.655,363.684
Jamaica,2,0.157,1.351,12.833
Japan,0,0.203,0.04,5.084
Jordan,3,0,4.312,372.434
Kazakhstan,2,0.696,0.053,8.095
Kenya,2,0,0.26,15.547
Kosovo,0,0,0,0
Kuwait,5,1.844,1.639,181.475
Kyrgyzstan,8,0,0.307,87.061
Laos,0,0,0,0
Latvia,8,2.7,1.59,72.103
Lebanon,3,0,1.612,265.038
Lesotho,0,0,0,1.867
Liberia,0,0,0,0.593
Libya,4,0,1.601,109.441
Liechtenstein,7,0,0,681.753
Lithuania,5,3.985,1.837,151.71
Luxembourg,7,20.073,0,774.79
Madagascar,0,0,0,0
Malawi,0,0.016,0,0.157
Malaysia,6,0.577,0.062,25.799
Maldives,8,2.806,0,64.75
Mali,0,0,0.148,0.79
Malta,5,6.672,4.53,242.334
Marshall Islands,0,0,0,0
Mauritania,0,0,0,0.645
Mauritius,0,0,0,0
Mexico,8,0.154,4.987,46.086
Moldova,5,0,2.479,160.884
Monaco,5,0,0,254.816
Mongolia,0,0,0,0
Montenegro,3,0,7.961,289.78
Morocco,4,0.617,1.951,108.045
Mozambique,0,0,0.032,3.583
Myanmar,6,0,0.459,26.944
Namibia,6,0.209,0,21.252
Nepal,6,0.086,0.48,19.563
Netherlands,7,0,4.085,602.339
New Zealand,0,0.692,0,0.415
Nicaragua,2,0,0.151,12.076
Niger,0,0,0,0.124
Nigeria,0,0.011,0.015,0.548
North Macedonia,3,1.271,7.2,301.433
Norway,8,3.889,0.184,59.765
Oman,4,0,2.546,91.254
Pakistan,0,0.123,0.063,3.735
Palestine,4,0.826,0.784,112.91
Panama,5,1.622,2.781,155.512
Papua New Guinea,0,0,0,0
Paraguay,8,0.34,1.963,62.811
Peru,8,0.281,1.456,56.381
Philippines,2,0.296,0.128,13.816
Poland,3,1.694,3.488,430.686
Portugal,3,3.541,2.746,323.536
Qatar,4,2.087,0,89.203
Romania,5,1.654,5.406,245.56
Russia,4,3.474,2.172,111.982
Rwanda,0,0,0.077,0.849
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,2,0,0,10.892
Saint Vincent and the Grenadines,2,0,0,9.013
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,2,1.682,0.46,11.461
Senegal,0,0.027,0,0.358
Serbia,5,1.386,0.735,154.748
Seychelles,0,0,0,0
Sierra Leone,0,0,0,0.501
Singapore,0,0,0,1.197
Slovakia,5,2.682,2.015,165.029
Slovenia,7,3.594,6.253,732.588
Solomon Islands,0,0,0,5.823
Somalia,0,0,0,0
South Africa,6,0.295,0.759,18.412
South Korea,0,0.255,0.02,2.009
South Sudan,0,0.016,0,0.625
Spain,3,0,5.711,393.928
Sri Lanka,6,0.412,0.14,21.342
Sudan,0,0,0,0
Suriname,2,0,1.705,11.932
Sweden,7,2.734,0.792,513.998
Switzerland,7,4.392,4.16,687.379
Syria,0,0,0.171,3.828
Taiwan,0,0.009,0,0
Tajikistan,0,0,0,4.299
Tanzania,0,0,0,0
Thailand,0,0.074,0,0.186
Timor,0,0,0,0
Togo,0,0.127,0.121,3.02
Trinidad and Tobago,6,0.151,0,23.58
Tunisia,0,0,0,0
Turkey,6,1.514,0.901,26.192
Uganda,0,0,0.044,1.399
Ukraine,5,0.763,2.95,157.43
United Arab Emirates,4,11.203,0.202,140.54
United Kingdom,3,3.785,5.406,337.684
United States,5,3.74,2.924,229.608
Uruguay,2,0.702,0,12.667
Uzbekistan,2,0,0.12,6.394
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,2,0,0.106,12.414
Vietnam,0,0,0,0.031
Yemen,0,0,0,0
Zambia,0,0.194,0,2.339
Zimbabwe,0,0.071,0,0.807
