country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.077,2.877
Albania,7,0,1.39,41.351
Algeria,4,0,0.296,13.386
Andorra,6,0,0,0
Angola,2,0,0.03,0.913
Antigua and Barbuda,6,0,0,0
Argentina,1,0.287,2.589,118.241
Armenia,1,0,4.05,92.129
Australia,3,2.208,0.078,18.275
Austria,5,0.795,-0.111,9.327
Azerbaijan,3,0,1.282,34.717
Bahamas,7,0,0,50.858
Bahrain,8,10.904,0.588,223.321
Bangladesh,3,0.078,0.249,18.562
Barbados,6,0,0,0
Belarus,4,0,0.423,14.287
Belgium,4,1.034,0,14.151
Belize,0,0,0,5.03
Benin,6,0,0,0
Bhutan,0,0,0,2.592
Bolivia,1,0.218,4.712,117.022
Bosnia and Herzegovina,1,0,2.743,93.879
Botswana,6,0,0,0
Brazil,8,0,6.431,192.925
Brunei,6,0,0,0
Bulgaria,7,1.303,0.72,46.773
Burkina Faso,6,0,0,0
Burundi,2,0,0,0.505
Cambodia,2,0,0,1.555
Cameroon,4,0,0.339,13.75
Canada,4,1.142,0.159,14.175
Cape Verde,7,0.685,0,64.75
Central African Republic,0,0,0,2.692
Chad,6,0,0,0
Chile,1,0.659,2.302,86.523
China,6,0,0.001,0.06
Colombia,1,0.533,4.658,138.219
Comoros,0,0,0,3.45
Congo,6,0,0,0
Costa Rica,7,0.217,0.393,54.376
Cote d'Ivoire,5,0.043,0.038,8.302
Croatia,4,0.34,0.244,12.667
Cuba,6,0.24,0,0.265
Cyprus,0,1.593,0,2.283
Czechia,3,0.569,0.093,21.104
Democratic Republic of Congo,2,0.008,0.022,1.016
Denmark,5,2.882,0,6.906
Djibouti,5,0,0,7.085
Dominica,6,0,0,0
Dominican Republic,1,0.347,0.553,77.526
Ecuador,1,0.192,2.721,90.517
Egypt,5,0,0.459,6.606
El Salvador,7,0.381,1.233,57.815
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0
Estonia,2,0.448,0,0.754
Eswatini,7,0,0.862,58.612
Ethiopia,5,0.057,0.087,7.524
Fiji,6,0.045,0,0
Finland,2,0.986,0,1.985
France,5,1.368,-0.184,8.947
Gabon,6,0,0,0
Gambia,6,0,0,0
Georgia,0,0,0,2.507
Germany,0,0,0.06,4.679
Ghana,3,0.12,0,17.99
Greece,0,0.59,0.192,3.454
Grenada,6,0,0,0
Guatemala,7,0.229,1.619,66.423
Guinea,0,0,0.076,4.721
Guinea-Bissau,0,0,0,2.541
Guyana,0,0,0,2.543
Haiti,0,0,0.438,4.122
Honduras,1,0,5.351,74.107
Hungary,2,0.079,0,0.828
Iceland,6,0.193,0,0
India,3,0.242,0.471,27.348
Indonesia,5,0.063,0.296,6.051
International,6,0,0,0
Iran,3,0.318,2.726,31.253
Iraq,7,0.405,2.014,61.309
Ireland,5,1.352,0,7.291
Israel,8,3.486,1.04,231.759
Italy,0,0.713,0.248,2.117
Jamaica,6,0.167,0,0.338
Japan,5,0.096,0,5.985
Jordan,6,0,0,-10.781
Kazakhstan,1,0.924,0,89.739
Kenya,5,0.068,0.223,7.383
Kosovo,1,0,2.587,86.922
Kuwait,1,0.973,0.937,157.122
Kyrgyzstan,8,0,6.438,169.829
Laos,6,0,0,0
Latvia,2,0.734,0,0.53
Lebanon,4,0,0,10.988
Lesotho,6,0,0,0
Liberia,6,0,0,0.198
Libya,4,0.163,0.146,15.718
Liechtenstein,6,0,0,0
Lithuania,2,0.285,0,0.735
Luxembourg,1,25.943,0,137.385
Madagascar,4,0,0.108,14.265
Malawi,0,0.018,0.105,2.771
Malaysia,2,0.206,0,0.463
Maldives,1,1.315,0,83.25
Mali,6,0,0.049,0.099
Malta,2,2.301,0,0
Marshall Islands,6,0,0,0
Mauritania,4,0,0,13.334
Mauritius,6,0,0,0
Mexico,7,0.128,7.097,53.198
Moldova,1,0,2.975,81.062
Monaco,7,0,0,50.963
Mongolia,6,0,0,0
Montenegro,8,0,4.777,307.295
Morocco,0,0.516,0.108,4.877
Mozambique,2,0.028,0,0.928
Myanmar,6,0.014,0,0
Namibia,5,0.181,1.181,8.658
Nepal,0,0.122,0,5.148
Netherlands,5,0,0,9.629
New Zealand,6,0.455,0,0
Nicaragua,7,0,1.359,44.078
Niger,6,0,0,0.33
Nigeria,0,0,0.019,2.794
North Macedonia,1,0.827,0,78.238
Norway,0,0.889,0,3.505
Oman,8,0.921,2.154,291.191
Pakistan,5,0.081,0.172,6.03
Palestine,7,0,0.196,61.159
Panama,8,0.513,7.416,168.491
Papua New Guinea,2,0,0,0.894
Paraguay,5,0.237,0.28,9.674
Peru,1,0.196,5.914,133.629
Philippines,4,0.238,0.018,17.028
Poland,4,0.427,0.238,10.543
Portugal,4,1.688,0.588,12.455
Qatar,1,1.781,0.347,136.408
Romania,7,0.894,1.871,51.669
Russia,7,1.749,1.048,39.936
Rwanda,2,0.543,0,2.007
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,6,0,0,0
Sao Tome and Principe,6,0,0,0
Saudi Arabia,7,1.59,0.977,71.121
Senegal,0,0.022,0.239,2.21
Serbia,7,1.515,1.323,51.73
Seychelles,6,0,0,0
Sierra Leone,0,0,0,2.006
Singapore,7,0,0,68.201
Slovakia,5,0.471,0,7.51
Slovenia,4,0.553,0.481,11.544
Solomon Islands,6,0,0,0
Somalia,6,0,0,0.315
South Africa,1,0.527,3.288,137.754
South Korea,2,0.188,0.02,1.229
South Sudan,6,0,0,0
Spain,3,0,0.043,29.045
Sri Lanka,6,0.101,0,0
Sudan,6,0,0,0
Suriname,1,0,0,88.641
Sweden,3,0.837,0.693,22.378
Switzerland,4,0.788,0.116,12.479
Syria,2,0,0.114,1.029
Taiwan,6,0.006,0,0
Tajikistan,0,0,0,4.823
Tanzania,6,0,0,0
Thailand,6,0.064,0,0.072
Timor,6,0,0,0
Togo,2,0.036,0,0.846
Trinidad and Tobago,2,0,0,1.429
Tunisia,2,0.085,0,0.677
