country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,8,0,0.077,0.308
Albania,6,0,1.042,45.868
Algeria,2,0,0.114,3.329
Andorra,5,0,0,1682.521
Angola,2,0,0.061,2.404
Antigua and Barbuda,8,0,0,0
Argentina,1,0.51,8.054,261.241
Armenia,3,0,2.025,58.72
Australia,8,0.671,0.275,0.431
Austria,3,1.609,0.333,61.734
Azerbaijan,2,0,0.197,3.748
Bahamas,8,0,0,0
Bahrain,4,5.359,1.763,286.204
Bangladesh,0,0.072,0.194,8.543
Barbados,8,0,0,0
Belarus,6,0,0.423,35.664
Belgium,7,2.464,0.604,101.298
Belize,1,0,0,165.987
Benin,8,0,0,0
Bhutan,0,0,0,9.072
Bolivia,6,0.089,3.598,27.585
Bosnia and Herzegovina,6,0,2.134,24.689
Botswana,7,0,0,106.735
Brazil,3,0,1.491,61.889
Brunei,8,0,0,0
Bulgaria,6,0.159,1.583,31.086
Burkina Faso,8,0,0.048,0.957
Burundi,8,0,0,1.43
Cambodia,8,0,0,0.06
Cameroon,2,0,0,3.88
Canada,3,2.713,0.265,47.454
Cape Verde,3,0.665,3.597,82.736
Central African Republic,8,0,0,0
Chad,8,0,0.061,0.426
Chile,7,1.96,2.982,92.592
China,8,0,0,0.015
Colombia,7,0.489,3.007,101.154
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,4,0.338,6.478,326.848
Cote d'Ivoire,8,0.009,0,0.455
Croatia,0,0.738,0,11.692
Cuba,2,0.655,0,2.295
Cyprus,0,2.814,0,19.409
Czechia,7,1.141,1.121,120.086
Democratic Republic of Congo,8,0.002,0,0.134
Denmark,3,9.311,0,75.101
Djibouti,8,0,0,1.012
Dominica,8,0,0,0
Dominican Republic,6,0,0.277,25.811
Ecuador,0,0.041,0.057,12.356
Egypt,8,0,0.176,1.124
El Salvador,6,0.373,0.771,27.597
Equatorial Guinea,8,0,0,0
Eritrea,8,0,0,0
Estonia,3,3.125,0,50.507
Eswatini,0,0,0,18.101
Ethiopia,2,0.041,0.061,5.323
Fiji,8,0.018,0,0
Finland,0,2.033,0.361,11.009
France,4,3.35,1.057,390.771
Gabon,8,0,0,0
Gambia,8,0,0,0
Georgia,3,0,1.003,74.702
Germany,6,0,0.048,27.356
Ghana,2,0.025,0,1.834
Greece,6,0.586,0.384,25.233
Grenada,8,0,0,0
Guatemala,0,0.227,0.279,9.545
Guinea,8,0,0,1.371
Guinea-Bissau,8,0,0,0
Guyana,0,0,2.543,19.07
Haiti,8,0,0,0
Honduras,7,0,1.313,99.853
Hong Kong,8,0,0,0
Hungary,3,0.731,1.346,72.668
Iceland,7,5.169,0,117.216
India,3,0.514,0.562,51.151
Indonesia,0,0.101,0.318,12.829
International,8,0,0,0
Iran,6,0,2.262,41.813
Iraq,7,0.548,1.541,102.331
Ireland,3,1.998,0,78.375
Israel,7,0.95,3.35,133.903
Italy,6,0.845,0.265,24.71
Jamaica,3,0.294,1.351,51.669
Japan,2,0.156,0.095,2.356
Jordan,3,0,0.588,71.939
Kazakhstan,2,0.49,0.053,4.793
Kenya,8,0.039,0.167,0.986
Kosovo,6,0,1.552,24.835
Kuwait,7,0.671,0.937,102.328
Kyrgyzstan,0,0,0.153,15.941
Laos,8,0,0,0
Latvia,0,0.741,0,11.133
Lebanon,1,0,0.586,149.148
Lesotho,2,0,0,3.268
Liberia,8,0,0,0.593
Libya,7,0,1.019,123.558
Liechtenstein,8,0,0,0
Lithuania,6,1.577,0.367,38.57
Luxembourg,1,8.703,0,228.443
Madagascar,2,0.011,0,2.275
Malawi,8,0,0,0.105
Malaysia,2,0.273,0,3.553
Maldives,7,2.929,0,109.15
Mali,8,0,0,0.198
Malta,3,4.792,2.265,61.15
Marshall Islands,8,0,0,0
Mauritania,2,0,0,2.151
Mauritius,8,0,0,0
Mexico,6,0.117,1.342,26.37
Moldova,3,0,3.471,79.079
Monaco,3,0,0,50.963
Mongolia,8,0,0,0
Montenegro,1,0,7.961,203.802
Morocco,6,0.604,1.192,38.526
Mozambique,0,0.045,0.032,9.758
Myanmar,0,0.09,0.551,16.486
Namibia,6,0.058,0.394,34.633
Nepal,6,0.346,0.137,46.367
Netherlands,1,0,0.35,172.164
New Zealand,8,0.673,0,0.415
Nicaragua,8,0,0,0
Niger,8,0,0,0
Nigeria,8,0,0.015,0.66
North Macedonia,0,0.659,1.92,21.6
Norway,0,3.551,0.738,16.601
Oman,7,0,2.937,118.865
Pakistan,2,0.131,0.036,3.056
Palestine,3,0.885,1.568,81.938
Panama,1,1.037,1.854,167.332
Papua New Guinea,8,0,0,0
Paraguay,7,0.39,2.103,104.872
Peru,1,0.208,3.639,156.497
Philippines,6,0.24,0.338,27.943
Poland,6,0.341,0.396,34.508
Portugal,6,1.986,0.392,41.68
Qatar,3,1.617,0,78.79
Romania,3,0.32,1.559,66.068
Russia,3,1.754,0.411,54.997
Rwanda,8,0.099,0,0.926
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,8,0,0,0
Sao Tome and Principe,8,0,0,0
Saudi Arabia,0,1.484,0.833,13.07
Senegal,8,0.055,0.06,0.597
Serbia,2,0.774,0.147,4.409
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,2,0,0,2.564
Slovakia,3,0.469,0,48.538
Slovenia,0,1.146,0.962,18.279
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,0,0.152,3.17,15.225
South Korea,8,0.099,0.02,0.741
South Sudan,8,0,0,0.536
Spain,4,0,3.828,679.823
Sri Lanka,8,0.065,0,0.14
Sudan,8,0,0,0
Suriname,8,0,0,1.705
Sweden,8,1.84,0,0
Switzerland,7,1.085,0.116,90.356
Syria,8,0,0.114,1.714
Taiwan,8,0.011,0,0.126
Tajikistan,2,0,0,4.089
Tanzania,8,0,0,0
Thailand,8,0.07,0,0.516
Timor,8,0,0,0
Togo,8,0.055,0.121,0.725
Trinidad and Tobago,0,0.025,0.715,17.149
Tunisia,8,0,0,0
Turkey,0,1.37,0.771,16.742
Uganda,2,0,0.044,5.4
Ukraine,3,0.378,0.869,63.566
