country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0,0
Albania,4,0,0.695,0
Algeria,4,0,0.023,0
Andorra,5,0,0,0
Angola,4,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,4,0,0.089,0
Armenia,3,0,0,0
Australia,3,0,0,0
Austria,0,0,0.999,0
Azerbaijan,4,0,0,0
Bahamas,4,0,0,0
Bahrain,4,0,0,0
Bangladesh,4,0,0,0
Barbados,2,0,0,0
Belarus,4,0,0,0
Belgium,1,314.937,5.954,68.078
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,4,0,0,0
Bosnia and Herzegovina,3,0,0.305,0
Botswana,4,0,0,0
Brazil,4,0,0.071,0
Brunei,4,0,0,0
Bulgaria,4,0,0,0
Burkina Faso,4,0,0.096,0
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0.038,0
Canada,3,0,0.424,0
Cape Verde,4,0,0,0
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,3,0,0.052,0
China,4,0,0.003,0
Colombia,4,0,0,0
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,3,0,0,0
Cote d'Ivoire,4,0,0,0
Croatia,2,0,0,0
Cuba,4,0,0,0
Cyprus,3,0,2.283,0
Czechia,2,22.131,0,4.482
Democratic Republic of Congo,4,0,0,0
Denmark,0,74.238,1.899,18.818
Djibouti,4,0,0,0
Dominica,4,0,0,0
Dominican Republic,3,0,0.922,0
Ecuador,3,0,0.113,0
Egypt,4,0,0.059,0
El Salvador,4,0,0,0
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,0,44.477,0,7.538
Eswatini,4,0,0,0
Ethiopia,4,0,0,0
Fiji,4,0,0,0
Finland,3,19.492,0.361,5.775
France,1,240.542,4.581,57.573
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,4,0,0,0
Germany,0,0,0.895,0
Ghana,4,0,0,0
Greece,3,0,0.192,0
Grenada,4,0,0,0
Guatemala,4,0,0,0
Guinea,4,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,4,0,0,0
Haiti,4,0,0,0
Honduras,4,0,0,0
Hungary,4,26.5,0,0
Iceland,0,58.608,0,17.582
India,4,0,0,0
Indonesia,4,0,0.033,0
International,4,0,0,0
Iran,2,0,1.714,0
Iraq,4,0,0.099,0
Ireland,0,76.957,0.608,13.771
Israel,2,0,0.231,0
Italy,1,492.228,15.2,61.725
Jamaica,4,0,0,0
Japan,4,0,0.047,0
Jordan,4,0,0.098,0
Kazakhstan,4,0,0,0
Kenya,4,0,0,0
Kosovo,3,0,0,0
Kuwait,4,0,0,0
Kyrgyzstan,4,0,0,0
Laos,4,0,0,0
Latvia,2,0,0,0
Lebanon,4,0,0.293,0
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,4,0,0,0
Liechtenstein,4,0,0,0
Lithuania,2,0,0.367,0
Luxembourg,1,236.431,9.585,31.95
Madagascar,4,0,0,0
Malawi,4,0,0,0
Malaysia,4,0,0.093,0
Maldives,4,0,0,0
Mali,4,0,0,0
Malta,3,24.913,0,2.265
Marshall Islands,4,0,0,0
Mauritania,4,0,0,0
Mauritius,3,0,0,0
Mexico,4,0,0.031,0
Moldova,4,0,0.248,0
Monaco,0,0,0,0
Mongolia,4,0,0,0
Montenegro,2,0,0,0
Morocco,4,0,0.325,0
Mozambique,4,0,0,0
Myanmar,4,0,0,0
Namibia,4,0,0,0
Nepal,4,0,0,0
Netherlands,0,0,6.536,54.275
New Zealand,3,0,0,0
Nicaragua,4,0,0.151,0
Niger,4,0,0,0
Nigeria,4,0,0,0
North Macedonia,3,0,0,0
Norway,0,55.891,0.922,0
Oman,4,0,0,0
Pakistan,4,0,0.005,0
Palestine,4,0,0,0
Panama,2,0,0.232,0
Papua New Guinea,4,0,0,0
Paraguay,4,0,0,0
Peru,4,0,0.061,0
Philippines,4,0,0.082,0
Poland,4,0,0,0
Portugal,0,34.717,1.569,6.963
Qatar,4,0,0,0
Romania,3,0,0.156,0
Russia,4,0,0.007,0
Rwanda,4,0,0,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,5,0,0,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,4,0,0,0
Senegal,4,0,0,0
Serbia,3,0,0,0
Seychelles,4,0,0,0
Sierra Leone,4,0,0,0
Singapore,3,0,0,0
Slovakia,3,0,0,0
Slovenia,0,49.064,1.443,10.582
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,4,0,0.017,0
South Korea,4,0,0.156,0
South Sudan,4,0,0,0
Spain,0,0,16.533,0
Sri Lanka,4,0,0,0
Sudan,4,0,0,0
Suriname,4,0,0,0
Sweden,2,0,3.466,0
Switzerland,0,0,4.622,0
Syria,4,0,0,0
Taiwan,4,0,0,0
Tajikistan,4,0,0,0
Tanzania,4,0,0,0
Thailand,4,0,0.014,0
Timor,4,0,0,0
Togo,4,0,0.121,0
Trinidad and Tobago,4,0,0.715,0
Tunisia,4,0,0,0
Turkey,2,0,0.202,0
Uganda,4,0,0,0
Ukraine,4,0,0,0
United Arab Emirates,3,0,0,0
United Kingdom,0,103.747,4.242,0
United States,0,33.166,1.565,5.414
Uruguay,3,0,0,0
Uzbekistan,4,0,0.03,0
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,4,0,0.035,0
Vietnam,4,0,0,0
Yemen,4,0,0,0
Zambia,4,0,0,0
Zimbabwe,4,0,0,0
