country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0,0,0
Albania,4,0,1.042,0
Algeria,1,0,0.137,0
Andorra,1,0,0,0
Angola,1,0,0.03,0
Antigua and Barbuda,1,0,0,0
Argentina,0,0,2.544,0
Armenia,4,0,0.675,0
Australia,1,0,0.275,0
Austria,2,18.542,0.444,4.663
Azerbaijan,3,0,0.197,0
Bahamas,0,0,5.086,0
Bahrain,0,0,1.763,0
Bangladesh,3,0,0.206,0
Barbados,1,0,0,0
Belarus,3,0,0.635,0
Belgium,4,22.434,0.345,5.867
Belize,4,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,4,0,4.026,0
Bosnia and Herzegovina,2,0,1.219,0
Botswana,1,0,0,0
Brazil,2,0,3.83,0
Brunei,1,0,0,0
Bulgaria,4,105.923,0.576,7.628
Burkina Faso,1,0,0,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,3,0,0.159,0
Cape Verde,2,0,0,0
Central African Republic,1,0,0,0
Chad,1,0,0.061,0
Chile,2,0,2.354,0
China,1,0,0.001,0
Colombia,2,0,4.245,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,0,0,1.374,0
Cote d'Ivoire,1,0,0,0
Croatia,4,76.243,1.705,0
Cuba,1,0,0.177,0
Cyprus,1,0,0,0
Czechia,2,28.481,0.28,6.537
Democratic Republic of Congo,1,0,0,0
Denmark,4,7.424,0.173,0.691
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,4,0,1.106,0
Ecuador,2,0,1.587,0
Egypt,1,0,0.195,0
El Salvador,3,0,0.771,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,3,10.554,0,1.508
Eswatini,3,0,0,0
Ethiopia,1,0,0.087,0
Fiji,1,0,0,0
Finland,3,0,0,0
France,4,79.297,0.015,10.035
Gabon,1,0,0,0
Gambia,1,0,0.828,0
Georgia,5,0,0,0
Germany,3,0,0.048,0
Ghana,1,0,0.032,0
Greece,5,0,0.192,0
Grenada,1,0,0,0
Guatemala,5,0,1.116,0
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,4,0,2.543,0
Haiti,1,0,0.263,0
Honduras,2,0,0.707,0
Hong Kong,1,0,0,0
Hungary,2,29.191,0.207,0
Iceland,1,0,0,0
India,4,0,0.807,0
Indonesia,3,0,0.388,0
International,1,0,0,0
Iran,5,0,1.381,0
Iraq,2,0,1.492,0
Ireland,5,10.531,0.405,1.823
Israel,0,0,1.733,0
Italy,4,35.278,0.099,3.01
Jamaica,5,0,0,0
Japan,1,0,0.103,0
Jordan,3,0,0.098,0
Kazakhstan,3,0,0.107,0
Kenya,1,0,0.056,0
Kosovo,5,0,1.552,0
Kuwait,2,0,0.234,0
Kyrgyzstan,3,0,0,0
Laos,1,0,0,0
Latvia,1,4.771,0,0
Lebanon,2,0,1.465,0
Lesotho,1,0,0,0
Liberia,1,0,0,0
Libya,4,0,0.291,0
Liechtenstein,4,0,0,0
Lithuania,3,0,0,0
Luxembourg,2,28.755,0,0
Madagascar,1,0,0.036,0
Malawi,1,0,0,0
Malaysia,1,0,0,0
Maldives,2,0,0,0
Mali,1,0,0,0
Malta,4,0,0,0
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0
Mexico,5,0,3.265,0
Moldova,2,0,0.744,0
Monaco,5,0,0,0
Mongolia,1,0,0,0
Montenegro,0,0,4.777,0
Morocco,4,0,0.786,0
Mozambique,1,0,0.128,0
Myanmar,1,0,0.037,0
Namibia,4,0,0,0
Nepal,5,0,0.48,0
Netherlands,4,0,0.058,3.56
New Zealand,1,0,0,0
Nicaragua,1,0,0,0
Niger,1,0,0,0
Nigeria,1,0,0.01,0
North Macedonia,4,0,1.92,0
Norway,3,0,0,0
Oman,1,0,0,0
Pakistan,1,0,0.027,0
Palestine,2,0,1.176,0
Panama,2,0,3.476,0
Papua New Guinea,1,0,0,0
Paraguay,2,0,2.524,0
Peru,2,0,3.821,0
Philippines,5,0,1.679,0
Poland,4,51.418,0.343,0
Portugal,4,42.955,0.49,5.786
Qatar,4,0,0,0
Romania,4,0,1.403,24.275
Russia,5,0,0.802,0
Rwanda,1,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,1,0,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,3,0,0.776,0
Senegal,1,0,0.119,0
Serbia,3,0,0.147,0
Seychelles,3,0,0,0
Sierra Leone,1,0,0,0
Singapore,1,0,0,0
Slovakia,4,15.752,0.183,0
Slovenia,4,14.912,0,2.886
Solomon Islands,1,0,0,0
Somalia,1,0,0,0
South Africa,5,0,0.826,0
South Korea,1,0,0.059,0
South Sudan,1,0,0,0
Spain,1,0,0,0
Sri Lanka,1,0,0,0
Sudan,1,0,0,0
Suriname,2,0,0,0
Sweden,1,0,0,0
Switzerland,4,0,0,0
Syria,1,0,0.114,0
Taiwan,1,0,0,0
Tajikistan,1,0,0,0
Tanzania,1,0,0,0
Thailand,1,0,0,0
Timor,1,0,0,0
Togo,1,0,0,0
Trinidad and Tobago,2,0,0.715,0
Tunisia,5,0,0.338,0
Turkey,3,0,0.569,0
Uganda,1,0,0.066,0
Ukraine,4,0,1.692,0
United Arab Emirates,2,0,0.101,0
United Kingdom,4,11.416,0.133,1.267
United States,2,92.924,2.151,19.489
Uruguay,1,0,0,0
Uzbekistan,3,0,0.209,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,5,0,0.317,0
Vietnam,1,0,0,0
Yemen,1,0,0,0
Zambia,3,0,0.326,0
Zimbabwe,1,0,0,0
