country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0,0.051,0
Albania,0,0,1.39,0
Algeria,1,0,0.205,0
Andorra,2,0,77.655,0
Angola,1,0,0.152,0
Antigua and Barbuda,1,0,0,0
Argentina,3,0,8.43,0
Armenia,4,0,4.725,0
Australia,1,0,0,0
Austria,5,99.929,1.443,17.543
Azerbaijan,0,0,0.789,0
Bahamas,3,0,0,0
Bahrain,0,0,1.763,0
Bangladesh,1,0,0.085,0
Barbados,1,0,0,0
Belarus,0,0,0,0
Belgium,2,350.055,6.04,54.618
Belize,0,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,0,2.056,0
Bosnia and Herzegovina,3,0,4.267,0
Botswana,1,0,0,0
Brazil,0,0,2.686,0
Brunei,1,0,0,0
Bulgaria,5,271.428,1.871,18.277
Burkina Faso,1,0,0,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,0,0,0.636,0
Cape Verde,0,0,5.396,0
Central African Republic,1,0,0,0
Chad,1,0,0,0
Chile,0,0,2.72,0
China,1,0,0,0
Colombia,0,0,3.243,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,3,0,2.748,0
Cote d'Ivoire,1,0,0,0
Croatia,5,174.41,1.705,0
Cuba,1,0,0,0
Cyprus,0,0,0,0
Czechia,2,496.219,11.766,72.089
Democratic Republic of Congo,1,0,0,0
Denmark,0,21.581,0.518,3.108
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,1,0,0,0
Ecuador,0,0,1.587,0
Egypt,1,0,0.098,0
El Salvador,1,0,0.617,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,21.108,1.508,2.262
Eswatini,1,0,0,0
Ethiopia,1,0,0.035,0
Fiji,1,0,0,0
Finland,1,12.634,-0.361,1.985
France,4,229.572,4.581,37.259
Gabon,1,0,0,0
Gambia,1,0,0,0
Georgia,3,0,1.253,0
Germany,0,0,0.215,0
Ghana,1,0,0.064,0
Greece,0,0,0.959,0
Grenada,1,0,0,0
Guatemala,1,0,0.781,0
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,0,0,0,0
Haiti,1,0,0,0
Honduras,1,0,0,0
Hong Kong,1,0,0,0
Hungary,5,228.667,4.865,0
Iceland,0,55.678,0,0
India,1,0,0.471,0
Indonesia,1,0,0.431,0
International,1,0,0,0
Iran,0,0,3.988,0
Iraq,0,0,1.193,0
Ireland,0,62.984,1.418,7.696
Israel,0,0,3.004,0
Italy,5,191.824,1.505,17.35
Jamaica,1,0,1.013,0
Japan,1,0,0.071,0
Jordan,3,0,2.646,0
Kazakhstan,1,0,0.053,0
Kenya,1,0,0.26,0
Kosovo,0,0,1.035,0
Kuwait,0,0,2.342,0
Kyrgyzstan,0,0,0.613,0
Laos,1,0,0,0
Latvia,0,59.909,0.53,0
Lebanon,0,0,1.026,0
Lesotho,1,0,0,0
Liberia,1,0,0,0
Libya,0,0,0.873,0
Liechtenstein,4,0,0,0
Lithuania,0,93.671,0.367,0
Luxembourg,4,140.58,1.598,17.573
Madagascar,1,0,0,0
Malawi,1,0,0,0
Malaysia,1,0,0.309,0
Maldives,1,0,0,0
Mali,1,0,0,0
Malta,3,0,0,0
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0
Mexico,1,0,6.957,0
Moldova,0,0,3.223,0
Monaco,3,0,0,0
Mongolia,1,0,0,0
Montenegro,3,0,3.184,0
Morocco,0,0,1.978,0
Mozambique,1,0,0.032,0
Myanmar,1,0,0.607,0
Namibia,1,0,0,0
Nepal,0,0,0.583,0
Netherlands,3,0,2.626,30.289
New Zealand,1,0,0,0
Nicaragua,1,0,0,0
Niger,1,0,0,0
Nigeria,1,0,0.01,0
North Macedonia,3,0,4.32,0
Norway,1,8.116,0,0
Oman,1,0,0,0
Pakistan,1,0,0.054,0
Palestine,0,0,0.784,0
Panama,0,0,2.318,0
Papua New Guinea,1,0,0,0
Paraguay,0,0,2.243,0
Peru,1,0,0,0
Philippines,1,0,1.205,0
Poland,5,285.045,4.043,0
Portugal,5,139.065,3.04,19.418
Qatar,0,0,0.347,0
Romania,3,0,4.262,40.649
Russia,0,0,1.926,0
Rwanda,1,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,3,0,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,1,0,0.402,0
Senegal,1,0,0,0
Serbia,0,0,0.441,0
Seychelles,1,0,0,0
Sierra Leone,1,0,0.125,0
Singapore,1,0,0,0
Slovakia,3,0,3.48,0
Slovenia,4,189.52,1.443,31.747
Solomon Islands,1,0,0,0
Somalia,1,0,0,0
South Africa,1,0,0.809,0
South Korea,1,0,0.039,0
South Sudan,1,0,0.089,0
Spain,5,310.963,4.941,43.439
Sri Lanka,1,0,0,0
Sudan,1,0,0,0
Suriname,1,0,0,0
Sweden,0,0,0.297,0
Switzerland,4,0,2.426,0
Syria,1,0,0.229,0
Taiwan,1,0,0,0
Tajikistan,1,0,0,0
Tanzania,1,0,0,0
Thailand,1,0,0,0
Timor,1,0,0,0
Togo,1,0,0,0
Trinidad and Tobago,1,0,0.715,0
Tunisia,0,0,3.723,0
Turkey,1,0,0.877,0
Uganda,1,0,0.022,0
Ukraine,0,0,2.812,0
United Arab Emirates,0,0,0.101,0
United Kingdom,5,125.902,3.3,10.945
United States,5,125.73,2.873,25.196
Uruguay,1,0,0,0
Uzbekistan,1,0,0.06,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,1,0,0.176,0
Vietnam,1,0,0,0
Yemen,1,0,0.067,0
Zambia,1,0,0,0
Zimbabwe,1,0,0,0
