country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,5,0,0.026,0
Albania,4,0,1.39,0
Algeria,3,0,0.296,0
Andorra,5,0,0,0
Angola,5,0,0.061,0
Antigua and Barbuda,5,0,0,0
Argentina,1,0,1.173,0
Armenia,1,0,3.712,0
Australia,3,0,0.275,0
Austria,3,7.772,0,2.11
Azerbaijan,3,0,0.592,0
Bahamas,1,0,0,0
Bahrain,1,0,0,0
Bangladesh,3,0,0.128,0
Barbados,4,0,0,0
Belarus,3,0,0.423,0
Belgium,4,22.348,0.345,4.832
Belize,3,0,0,0
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,2,0,7.453,0
Bosnia and Herzegovina,5,0,0,0
Botswana,5,0,0,0
Brazil,2,0,5.119,0
Brunei,5,0,0,0
Bulgaria,0,111.967,0.288,6.045
Burkina Faso,5,0,0,0
Burundi,5,0,0,0
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,5,0,0.159,0
Cape Verde,4,0,1.799,0
Central African Republic,5,0,0,0
Chad,5,0,0,0
Chile,1,0,3.976,0
China,5,0,0.004,0
Colombia,2,0,4.422,0
Comoros,3,0,0,0
Congo,5,0,0,0
Costa Rica,1,0,0.785,0
Cote d'Ivoire,5,0,0,0
Croatia,0,30.936,0,0
Cuba,5,0,0,0
Cyprus,3,0,0,0
Czechia,3,10.832,0.093,1.774
Democratic Republic of Congo,5,0,0,0
Denmark,5,2.762,0,0.345
Djibouti,5,0,0,0
Dominica,5,0,0,0
Dominican Republic,2,0,0.922,0
Ecuador,4,0,1.927,0
Egypt,5,0,0.283,0
El Salvador,1,0,1.696,0
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,3.769,0,0.754
Eswatini,4,0,1.724,0
Ethiopia,5,0,0.087,0
Fiji,5,0,0,0
Finland,5,0,0,0
France,0,79.312,0,5.27
Gabon,1,0,0.449,0
Gambia,5,0,0,0
Georgia,5,0,0,0
Germany,5,0,0.084,0
Ghana,4,0,0,0
Greece,3,0,0,0
Grenada,5,0,0,0
Guatemala,1,0,1.954,0
Guinea,5,0,0,0
Guinea-Bissau,5,0,0.508,0
Guyana,3,0,0,0
Haiti,5,0,0.351,0
Honduras,1,0,3.13,0
Hungary,5,7.557,0.104,0
Iceland,3,0,0,0
India,4,0,0.618,0
Indonesia,5,0,0.227,0
International,5,0,0,0
Iran,4,0,2.572,0
Iraq,4,0,1.591,0
Ireland,3,1.62,0,0.81
Israel,1,0,1.617,0
Italy,5,12.371,0.083,0.711
Jamaica,5,0,0,0
Japan,3,0,0.032,0
Jordan,5,0,0,0
Kazakhstan,5,0,0,0
Kenya,3,0,0.428,0
Kosovo,1,0,4.657,0
Kuwait,1,0,1.405,0
Kyrgyzstan,1,0,2.912,0
Laos,5,0,0,0
Latvia,5,2.121,0,0
Lebanon,3,0,0,0
Lesotho,4,0,0.467,0
Liberia,5,0,0,0
Libya,3,0,0.873,0
Liechtenstein,5,0,0,0
Lithuania,5,0,0,0
Luxembourg,2,91.058,3.195,9.585
Madagascar,3,0,0.036,0
Malawi,5,0,0.314,0
Malaysia,5,0,0,0
Maldives,2,0,1.85,0
Mali,5,0,0,0
Malta,4,0,0,0
Marshall Islands,5,0,0,0
Mauritania,5,0,0,0
Mauritius,5,0,0,0
Mexico,1,0,6.081,0
Moldova,1,0,2.479,0
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,2,0,3.184,0
Morocco,3,0,0.379,0
Mozambique,5,0,0.032,0
Myanmar,5,0,0,0
Namibia,4,0,0.394,0
Nepal,3,0,0,0
Netherlands,3,0,0.058,1.751
New Zealand,5,0,0,0
Nicaragua,5,0,0,0
Niger,5,0,0,0
Nigeria,5,0,0.019,0
North Macedonia,1,0,3.36,0
Norway,5,0,0,0
Oman,5,0,0,0
Pakistan,5,0,0,0
Palestine,1,0,0.196,0
Panama,2,0,6.489,0
Papua New Guinea,5,0,0,0
Paraguay,3,0,0.421,0
Peru,5,0,0,0
Philippines,4,0,0.146,0
