country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0.462,0
Albania,0,0,0.347,0
Algeria,0,0,0.182,0
Andorra,0,0,0,0
Angola,0,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,4,0,0.354,0
Armenia,2,0,2.362,0
Australia,0,0,0,0
Austria,0,6.107,0,1.888
Azerbaijan,4,0,0.197,0
Bahamas,0,0,0,0
Bahrain,2,0,1.175,0
Bangladesh,4,0,0.213,0
Barbados,0,0,0,0
Belarus,3,0,0.423,0
Belgium,5,49.441,1.208,9.578
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,3,0,2.313,0
Bosnia and Herzegovina,0,0,0,0
Botswana,0,0,0,0
Brazil,2,0,4.253,0
Brunei,0,0,0,0
Bulgaria,4,21.156,0.144,1.727
Burkina Faso,0,0,0,0
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0.264,0
Canada,4,0,1.908,0
Cape Verde,4,0,0,0
Central African Republic,4,0,0.207,0
Chad,0,0,0.061,0
Chile,1,0,4.865,0
China,0,0,0,0
Colombia,4,0,1.179,0
Comoros,4,0,0,0
Congo,0,0,0.362,0
Costa Rica,0,0,0,0
Cote d'Ivoire,0,0,0,0
Croatia,0,2.436,0.244,0
Cuba,0,0,0,0
Cyprus,0,0,1.142,0
Czechia,0,5.603,0,0.84
Democratic Republic of Congo,0,0,0.011,0
Denmark,0,13.984,0.173,0
Djibouti,3,0,0,0
Dominica,0,0,0,0
Dominican Republic,3,0,1.014,0
Ecuador,3,0,4.194,0
Egypt,4,0,0.313,0
El Salvador,4,0,0,0
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,4,10.554,0,0
Eswatini,4,0,0,0
Ethiopia,0,0,0.009,0
Fiji,0,0,0,0
Finland,0,7.039,0,1.263
France,5,190.475,0.475,15.78
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,0,0,0
Germany,0,0,0.179,0
Ghana,0,0,0.064,0
Greece,0,0,0,0
Grenada,0,0,0,0
Guatemala,4,0,0.781,0
Guinea,0,0,0,0
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,0
Haiti,4,0,0,0
Honduras,4,0,0.202,0
Hungary,0,40.061,0.311,0
Iceland,0,0,0,0
India,0,0,0.215,0
Indonesia,0,0,0.113,0
International,0,0,0,0
Iran,4,0,0.893,0
Iraq,4,0,0.82,0
Ireland,0,24.707,1.62,7.291
Israel,0,0,0.462,0
Italy,5,87.576,1.191,4.846
Jamaica,0,0,0,0
Japan,0,0,-0.008,0
Jordan,0,0,0,0
Kazakhstan,4,0,0.053,0
Kenya,0,0,0.074,0
Kosovo,0,0,0,0
Kuwait,3,0,2.342,0
Kyrgyzstan,0,0,0,0
Laos,0,0,0,0
Latvia,0,5.832,0,0
Lebanon,0,0,0.147,0
Lesotho,0,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0
Liechtenstein,0,0,0,0
Lithuania,0,0,0,0
Luxembourg,0,20.768,0,1.598
Madagascar,0,0,0.036,0
Malawi,0,0,0,0
Malaysia,0,0,0.031,0
Maldives,4,0,1.85,0
Mali,0,0,0.148,0
Malta,0,0,0,0
Marshall Islands,0,0,0,0
Mauritania,4,0,1.29,0
Mauritius,0,0,0,0
Mexico,4,0,2.645,0
Moldova,3,0,1.983,0
Monaco,0,0,0,0
Mongolia,0,0,0,0
Montenegro,0,0,0,0
Morocco,0,0,0,0
Mozambique,0,0,0,0
Myanmar,0,0,0,0
Namibia,0,0,0,0
Nepal,4,0,0.069,0
Netherlands,4,0,0.35,7.353
New Zealand,0,0,0,0
Nicaragua,0,0,0,0
Niger,0,0,0,0
Nigeria,0,0,0.044,0
North Macedonia,3,0,0.96,0
Norway,0,3.874,0,0
Oman,2,0,0,0
Pakistan,4,0,0.303,0
Palestine,0,0,0,0
Panama,2,0,3.708,0
Papua New Guinea,0,0,0,0
Paraguay,0,0,0,0
Peru,2,0,4.216,0
Philippines,0,0,0.064,0
Poland,5,56.227,0.423,0
Portugal,4,40.601,0.883,5.59
Qatar,1,0,0.694,0
Romania,0,0,0.312,7.953
Russia,3,0,1.35,0
Rwanda,0,0,0,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,3,0,0.977,0
Senegal,0,0,0.119,0
Serbia,4,0,0.147,0
Seychelles,0,0,0,0
Sierra Leone,0,0,0.125,0
Singapore,3,0,0.171,0
Slovakia,0,0.549,0,0
Slovenia,0,2.886,0,0
Solomon Islands,0,0,0,0
Somalia,0,0,0.189,0
South Africa,3,0,0.742,0
South Korea,0,0,0,0
South Sudan,0,0,0,0
Spain,0,0,0.021,0
Sri Lanka,0,0,0,0
Sudan,0,0,0.274,0
Suriname,4,0,0,0
Sweden,3,0,3.268,0
Switzerland,0,0,0,0
Syria,0,0,0,0
Taiwan,0,0,0,0
Tajikistan,0,0,0,0
Tanzania,0,0,0,0
Thailand,0,0,0,0
Timor,0,0,0,0
Togo,0,0,0,0
Trinidad and Tobago,0,0,0,0
Tunisia,0,0,0,0
Turkey,4,0,0.249,0
Uganda,0,0,0,0
Ukraine,4,0,0.343,0
United Arab Emirates,3,0,0.101,0
United Kingdom,5,83.11,2.106,7.955
United States,5,96.658,2.106,20.429
Uruguay,0,0,0,0
Uzbekistan,0,0,0.03,0
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0,0.07,0
Vietnam,0,0,0,0
Yemen,0,0,0,0
Zambia,0,0,0,0
Zimbabwe,0,0,0,0
