Nation,Similarity Score
Afghanistan,202
Albania,229
Algeria,228
Andorra,111
Angola,240
Antigua and Barbuda,112
Armenia,58
Australia,34
Austria,135
Azerbaijan,208
Bahamas,90
Belarus,105
Belgium,157
Belize,182
Benin,168
Bosnia and Herzegovina,200
Brazil,167
Bulgaria,167
Burkina Faso,178
Burundi,134
Cambodia,159
Cameroon,200
Canada,176
Cape Verde,192
Central African Republic,196
Chad,199
Chile,143
Comoros,111
Congo,210
Costa Rica,164
Cote d'Ivoire,193
Croatia,150
Cuba,142
Cyprus,54
Czechia,142
Democratic Republic of Congo,199
Denmark,87
Djibouti,185
Dominica,175
Dominican Republic,222
Egypt,217
Equatorial Guinea,110
Eritrea,223
Estonia,92
Eswatini,235
Ethiopia,196
Finland,143
France,136
Gambia,231
Georgia,164
Germany,202
Ghana,196
Greece,123
Grenada,111
Guatemala,262
Guinea,230
Guinea-Bissau,111
Guyana,224
Haiti,202
Honduras,235
Hungary,122
India,258
International,111
Iran,199
Iraq,205
Ireland,153
Israel,128
Italy,83
Jamaica,214
Japan,152
Jordan,165
Kazakhstan,217
Kenya,216
Kosovo,205
Kyrgyzstan,228
Laos,163
Latvia,80
Lebanon,185
Lesotho,215
Liberia,240
Libya,201
Liechtenstein,78
Lithuania,79
Luxembourg,82
Madagascar,216
Malawi,211
Maldives,99
Mali,180
Malta,51
Marshall Islands,111
Mauritania,193
Mauritius,170
Mexico,220
Moldova,190
Monaco,166
Montenegro,57
Morocco,204
Mozambique,214
Myanmar,136
Namibia,192
Netherlands,160
Nicaragua,116
Niger,141
North Macedonia,83
Norway,129
Pakistan,226
Palestine,204
Papua New Guinea,188
Peru,143
Philippines,238
Portugal,193
Qatar,140
Romania,212
Russia,195
Saint Kitts and Nevis,111
Saint Lucia,110
Saint Vincent and the Grenadines,111
Samoa,111
San Marino,130
Sao Tome and Principe,108
Saudi Arabia,201
Senegal,190
Serbia,188
Seychelles,171
Sierra Leone,169
Slovakia,108
Slovenia,115
Solomon Islands,152
Somalia,157
South Africa,199
South Korea,80
South Sudan,212
Spain,166
Sri Lanka,181
Sudan,243
Suriname,203
Sweden,165
Switzerland,133
Syria,216
Tanzania,140
Thailand,39
Timor,175
Togo,193
Trinidad and Tobago,238
Tunisia,139
Turkey,199
Uganda,192
Ukraine,193
United Arab Emirates,118
United States,123
Uruguay,121
Vanuatu,200
Vatican,109
Venezuela,240
Vietnam,127
Yemen,151
Zambia,162
Zimbabwe,236
Argentina,168
Bahrain,90
Bangladesh,227
Barbados,212
Bhutan,226
Bolivia,200
Botswana,198
Brunei,160
China,207
Colombia,179
El Salvador,224
Fiji,158
Gabon,223
Iceland,99
Indonesia,207
Kuwait,131
Malaysia,124
Mongolia,193
Nepal,195
New Zealand,43
Nigeria,234
Oman,166
Panama,140
Paraguay,233
Poland,184
Rwanda,139
Singapore,99
Taiwan,52
Tajikistan,174
United Kingdom,127
Uzbekistan,233
Hong Kong,40
