country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,1.156,0,0.96
Albania,4,40.309,1.737,0.97
Algeria,0,7.092,0.137,0.84
Andorra,0,0,0,1.44
Angola,0,0.852,0.03,1.13
Antigua and Barbuda,0,10.212,0,0
Argentina,2,266.087,5.377,1.11
Armenia,1,66.144,1.012,1.02
Australia,5,3.412,2.314,0.62
Austria,4,44.746,0.111,1.21
Azerbaijan,4,16.471,0.296,1
Bahamas,1,124.603,0,0.95
Bahrain,2,367.893,0,1.05
Bangladesh,0,13.103,0.194,0.91
Barbados,0,3.48,0,0.74
Belarus,0,17.038,0.529,1.1
Belgium,4,54.618,0.086,1.12
Belize,0,0,0,1.16
Benin,0,0,0,0.94
Bhutan,0,0,0,0.76
Bolivia,4,73.074,7.282,0.86
Bosnia and Herzegovina,1,87.478,2.743,1.16
Botswana,0,0,0,0.78
Brazil,2,205.933,3.924,0.95
Brunei,0,2.286,0,0
Bulgaria,0,22.739,1.439,1
Burkina Faso,0,0.239,0,1
Burundi,0,0,0,0.73
Cambodia,0,0,0,0.24
Cameroon,0,5.425,0,1
Canada,0,15.526,0.185,1.19
Cape Verde,1,138.492,0,1.08
Central African Republic,0,3.52,0,0.61
Chad,0,0.061,0,1.01
Chile,4,92.173,4.08,0.99
China,0,0.023,0.001,0.7
Colombia,2,162.196,5.365,0.92
Comoros,0,24.149,0,0.65
Congo,0,0,0,0.57
Costa Rica,2,226.34,1.374,1.13
Cote d'Ivoire,0,1.782,0.076,0.95
Croatia,1,89.885,0.731,1.13
Cuba,0,7.769,0.177,1.1
Cyprus,5,3.425,0,0.74
Czechia,4,63.405,0.093,1.49
Democratic Republic of Congo,0,0.123,0,1.06
Denmark,5,31.076,0,1.27
Djibouti,0,0,0,0.56
Dominica,0,0,0,0
Dominican Republic,4,92.368,3.319,1.02
Ecuador,4,51.182,1.644,1.05
Egypt,0,1.417,0.176,0.98
El Salvador,0,14.801,1.233,1.02
Equatorial Guinea,0,0,0,0.46
Eritrea,0,3.102,0,0.25
Estonia,0,19.6,0,1.33
Eswatini,4,44.821,0,0.87
Ethiopia,0,6.994,0.087,0.83
Fiji,5,0,0,0
Finland,5,7.039,0,1.24
France,1,109.692,0.306,1.28
Gabon,0,0,0,1.03
Gambia,0,14.069,0.828,0.84
Georgia,0,5.014,0,1.71
Germany,0,17.056,0,1.06
Ghana,0,1.77,0.129,0.98
Greece,0,23.122,0.48,1.11
Grenada,0,0,0,0
Guatemala,4,39.854,0.781,0.98
Guinea,0,7.615,0.152,1.08
Guinea-Bissau,0,0,0,0.54
Guyana,4,24.156,3.814,1.19
Haiti,0,3.771,0.351,0.94
Honduras,4,63.809,3.029,1.03
Hong Kong,0,0,0,0
Hungary,0,31.158,0.104,2.1
Iceland,0,20.513,0,0.98
India,4,60.392,0.794,1.09
Indonesia,0,13.242,0.49,1.17
International,0,0,0,0
Iran,0,23.74,1.536,0.98
Iraq,1,118.217,1.84,1.08
Ireland,0,18.632,0,1.22
Israel,2,307.433,1.849,1.33
Italy,0,23.105,0.165,1.22
Jamaica,4,71.931,1.689,1.35
