country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,3,19.497,0.206,1.14
Albania,4,7.297,0,1.19
Algeria,4,2.577,0.137,0.75
Andorra,2,1022.455,0,0.46
Angola,4,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,3,20.002,0.288,1.32
Armenia,5,174.472,6.412,1.27
Australia,0,0.314,0,0.92
Austria,4,2.887,0.111,0.84
Azerbaijan,3,26.925,0.296,1.42
Bahamas,4,0,0,0.05
Bahrain,5,258.583,0,1.18
Bangladesh,4,17.676,0.225,1.32
Barbados,4,0,0,0
Belarus,3,90.165,0.317,0.96
Belgium,4,8.456,1.639,0.71
Belize,4,0,0,0
Benin,4,0.082,0,0.97
Bhutan,4,5.184,0,0
Bolivia,3,39.407,2.827,1.3
Bosnia and Herzegovina,4,3.353,0.914,1.17
Botswana,4,0.85,0,0
Brazil,5,136.131,5.937,1.24
Brunei,4,0,0,0
Bulgaria,4,2.734,0.576,1.16
Burkina Faso,4,1.627,0,0.94
Burundi,4,0,0,0
Cambodia,4,0,0,0.05
Cameroon,4,7.082,0.038,1.17
Canada,4,17.805,1.961,0.79
Cape Verde,4,14.389,1.799,1.1
Central African Republic,4,0,0,1.01
Chad,4,0.791,0,0.8
Chile,5,184.555,3.923,1.21
China,4,0.005,0,1.26
Colombia,3,26.335,0.786,1.28
Comoros,4,29.899,0,0.71
Congo,4,0,0,0.79
Costa Rica,4,4.122,0,1.45
Cote d'Ivoire,4,2.767,0,1.23
Croatia,0,0,0,0.21
Cuba,4,0.795,0,1.12
Cyprus,1,3.425,0,0.99
Czechia,4,5.79,0.187,1.01
Democratic Republic of Congo,4,1.463,0,1.11
Denmark,4,6.043,0.691,0.86
Djibouti,5,212.55,1.012,1.12
Dominica,3,27.781,0,0
Dominican Republic,4,16.593,1.198,1.07
Ecuador,3,74.59,4.534,1.11
Egypt,4,11.257,0.459,1.29
El Salvador,4,10.946,0.463,1.16
Equatorial Guinea,4,0,0,0.41
Eritrea,4,0,0,0
Estonia,4,0,0,1
Eswatini,4,0.862,0,1.18
Ethiopia,4,0.757,0.017,1.55
Fiji,4,0,0,0
Finland,4,0.361,0.361,0.71
France,4,-11.735,1.639,1.12
Gabon,3,66.495,1.348,1.11
Gambia,4,0,0,0
Georgia,4,0.501,0.251,1.05
Germany,4,3.402,0.095,0.79
Ghana,4,7.305,0.064,1.23
Greece,1,1.823,0,1.13
Grenada,4,0,0,0
Guatemala,4,13.954,0.391,1.3
Guinea,4,3.198,0,1.11
Guinea-Bissau,4,0,0,0.8
Guyana,4,0,0,0.59
Haiti,4,0,0,1.3
Honduras,3,16.659,0.808,1.27
Hungary,4,3.002,0.518,0.74
Iceland,1,0,0,0.46
India,4,6.392,0.16,1.25
Indonesia,4,2.226,0.08,1.1
International,4,0,0,0
Iran,3,37.11,0.762,1.32
Iraq,4,12.903,0.497,1.84
Ireland,4,0.81,1.62,0.54
Israel,4,13.979,0.231,1.79
Italy,4,5.26,0.91,0.64
Jamaica,4,0.675,0,0.9
Japan,4,0.395,0.024,0.91
Jordan,4,0.882,0,1.09
Kazakhstan,4,14.007,0.16,1.12
Kenya,4,1.339,0.037,1.34
Kosovo,4,13.97,0,1.35
Kuwait,5,207.701,1.405,0.93
Kyrgyzstan,4,4.292,0.153,1.2
Laos,4,0,0,0
Latvia,1,2.651,0,0.82
Lebanon,4,1.319,0,1.14
Lesotho,4,0,0,0
Liberia,4,2.966,0.198,1.03
Libya,4,2.037,0,1.21
Liechtenstein,4,0,0,0
Lithuania,1,1.469,0.367,0.84
Luxembourg,1,1.598,0,0.8
Madagascar,4,0.686,0,1.3
Malawi,4,1.15,0,1.28
Malaysia,4,0.618,0,1.01
Maldives,4,22.2,1.85,1
Mali,4,1.778,0,1.06
Malta,1,2.265,0,0.58
Marshall Islands,4,0,0,0
Mauritania,4,17.206,1.721,1.49
Mauritius,4,0,0,0.05
Mexico,3,30.179,3.645,1.19
Moldova,3,46.604,0.496,1.16
Monaco,4,0,0,0
Mongolia,4,0,0,0.57
Montenegro,4,0,0,0.01
Morocco,4,0.894,0.027,0.93
Mozambique,4,1.696,0,1.13
Myanmar,4,0.074,0,0.74
Namibia,4,0,0,0
Nepal,4,9.884,0,1.76
Netherlands,4,6.011,0.292,0.88
New Zealand,4,0,0,0.12
Nicaragua,3,54.192,1.66,0.23
Niger,4,0.083,0,0.7
Nigeria,4,1.169,0.073,1.17
North Macedonia,4,36.479,0.48,1.69
Norway,4,1.66,0.184,0.9
Oman,3,112.795,1.762,1.24
Pakistan,4,18.403,0.303,1.33
Palestine,4,0.392,0,0.91
Panama,3,59.795,1.854,1.29
Papua New Guinea,4,0,0,0
Paraguay,4,2.524,0,1.24
Peru,5,246.453,4.034,1.13
Philippines,4,3.276,0.055,1.3
Poland,4,6.077,0.476,0.99
Portugal,4,19.124,1.177,1.09
Qatar,2,633.795,1.041,1.02
Romania,4,6.186,0.624,0.96
Russia,3,60.698,1.247,0.98
Rwanda,4,0.54,0.077,1.38
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,3,29.465,0,0.61
Sao Tome and Principe,4,0,0,0.43
Saudi Arabia,3,53.686,0.689,1.1
Senegal,4,5.793,0.06,1.08
Serbia,4,3.527,0.147,0.92
Seychelles,4,0,0,0
Sierra Leone,4,3.886,0,0.98
Singapore,3,92.986,0,0.93
Slovakia,0,0,0,0.82
Slovenia,1,0.962,0,1.23
Solomon Islands,4,0,0,0
Somalia,4,4.153,0,0.84
South Africa,3,24.533,0.843,1.36
South Korea,4,0.956,0.02,1.25
South Sudan,4,0,0,0.81
Spain,4,6.288,0,0.82
Sri Lanka,4,1.868,0,0.99
Sudan,4,3.124,0.205,1.16
Suriname,4,17.046,0,0
Sweden,3,89.214,2.574,1.11
Switzerland,4,0.347,0,0.79
Syria,4,0,0.057,0.39
Taiwan,1,0,0,0.19
Tajikistan,4,9.122,0,0.7
Tanzania,4,0,0,0.02
Thailand,0,0.014,0.014,0.85
Timor,4,0,0,0
Togo,4,0.242,0,1.03
Trinidad and Tobago,4,0,0,0
Tunisia,4,0.169,0,0.69
Turkey,4,9.32,0.261,0.78
Uganda,4,0.7,0,1.16
Ukraine,4,7.614,0.206,1.14
United Arab Emirates,3,60.26,0.303,0.89
United Kingdom,4,21.654,3.683,0.83
United States,3,64.619,3.169,0.97
Uruguay,4,0.288,0,0.95
Uzbekistan,4,1.733,0,1.24
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,4,5.521,0.035,1.45
Vietnam,4,0,0,0.51
Yemen,4,1.509,0.101,1.24
Zambia,4,0,0,0.9
Zimbabwe,4,0.202,0,1.08
