country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,1.747,0.026,1.19
Albania,4,58.725,1.39,1.13
Algeria,5,3.147,0.274,0.9
Andorra,0,0,12.942,1.43
Angola,5,7.089,-0.091,1.12
Antigua and Barbuda,2,30.635,0,0.27
Argentina,3,341.935,10.709,1.05
Armenia,3,242.303,3.037,1.4
Australia,1,0.784,0,0.94
Austria,4,134.238,0.888,1.26
Azerbaijan,5,18.838,0.099,1.43
Bahamas,2,0,0,1.17
Bahrain,3,287.967,1.175,0.91
Bangladesh,5,8.75,0.121,0.98
Barbados,0,0,0,0.9
Belarus,4,50.48,0.635,1.26
Belgium,3,494.236,1.553,1.57
Belize,4,158.442,0,1.16
Benin,0,0,0,0.93
Bhutan,5,0,0,0.79
Bolivia,5,22.531,3.084,0.77
Bosnia and Herzegovina,4,138.075,1.524,1.16
Botswana,5,19.986,0,0.75
Brazil,4,130.552,3.43,0.96
Brunei,0,0,0,0
Bulgaria,4,74.261,1.007,1.49
Burkina Faso,0,0.909,0.048,0.99
Burundi,2,0,0,0.75
Cambodia,0,0,0,0.55
Cameroon,0,10.51,0.113,0.92
Canada,4,62.265,0.424,1.22
Cape Verde,4,167.27,0,1.07
Central African Republic,0,0.207,0,0.56
Chad,5,0.67,0,1.02
Chile,4,82.443,4.028,0.97
China,0,0.028,0,1.14
Colombia,4,166.952,0,1.04
Comoros,2,4.6,0,0.65
Congo,0,0,0,0.58
Costa Rica,3,261.282,3.141,1.02
Cote d'Ivoire,0,1.782,0,0.93
Croatia,4,132.025,0.244,1.56
Cuba,4,1.677,0,0.7
Cyprus,4,23.975,0,1.53
Czechia,3,503.969,3.735,1.55
Democratic Republic of Congo,0,0.201,0,1.08
Denmark,4,77.173,0.345,1.12
Djibouti,0,0,0,1
Dominica,2,0,0,0
Dominican Republic,4,66.741,0.369,1
Ecuador,4,85.813,22.558,0.98
Egypt,5,1.182,0.068,1
El Salvador,0,16.188,0.617,1.09
Equatorial Guinea,2,7.128,0,0.53
Eritrea,5,1.974,0,0.41
Estonia,0,33.923,0,1.03
Eswatini,5,12.929,0,0.85
Ethiopia,5,7.846,0.061,1.09
Fiji,0,0,0,0
Finland,4,53.423,0,1.3
France,3,277.31,1.164,1.3
Gabon,5,0,0,1.07
